	kldiv	group	g_N
kldiv_adaptation_comment	1.0548633499823632	Passerine__order	2457
kldiv_adaptation_topic	0.7061655351065365	Passerine__order	2457
kldiv_free_topic	0.1727375320786384	Passerine__order	2457
kldiv_location_comment	1.270400395948387	Passerine__order	2457
kldiv_location_topic	0.60093009102998	Passerine__order	2457
kldiv_taxongroup_comment	0.6008381708950656	Passerine__order	2457
kldiv_taxongroup_topic	0.6164025936860494	Passerine__order	2457
