rel_role	adaptation_comment	adaptation_topic	free_topic	location_comment	location_topic	taxongroup_comment	taxongroup_topic	group	N
adaptation_comment	1.0	0.0	0.0	0.006	0.0	0.001	0.0	Passerine__order	167
adaptation_topic	0.0	1.0	0.0	0.0	0.002	0.0	0.0	Passerine__order	273
free_topic	0.0	0.0	1.0	0.0	0.0	0.0	0.0	Passerine__order	952
location_comment	0.006	0.0	0.0	1.0	0.0	0.0	0.0	Passerine__order	124
location_topic	0.0	0.002	0.0	0.0	1.0	0.0	0.009	Passerine__order	309
taxongroup_comment	0.001	0.0	0.0	0.0	0.0	1.0	0.0	Passerine__order	332
taxongroup_topic	0.0	0.0	0.0	0.0	0.009	0.0	1.0	Passerine__order	300
