	i	j	irad	group	g_N
0	adaptation_comment	adaptation_comment	0.0	Passerine__order	2457
1	adaptation_comment	adaptation_topic	0.41744493146995526	Passerine__order	2457
2	adaptation_comment	free_topic	0.3348945619415602	Passerine__order	2457
3	adaptation_comment	location_comment	0.40827972732934775	Passerine__order	2457
4	adaptation_comment	location_topic	0.45232962318464626	Passerine__order	2457
5	adaptation_comment	taxongroup_comment	0.3800234955321891	Passerine__order	2457
6	adaptation_comment	taxongroup_topic	0.44056084324948375	Passerine__order	2457
7	adaptation_topic	adaptation_comment	0.41744493146995526	Passerine__order	2457
8	adaptation_topic	adaptation_topic	0.0	Passerine__order	2457
9	adaptation_topic	free_topic	0.26478850702412965	Passerine__order	2457
10	adaptation_topic	location_comment	0.45421775597586866	Passerine__order	2457
11	adaptation_topic	location_topic	0.28167266468122754	Passerine__order	2457
12	adaptation_topic	taxongroup_comment	0.3863477069313292	Passerine__order	2457
13	adaptation_topic	taxongroup_topic	0.3472117956854346	Passerine__order	2457
14	free_topic	adaptation_comment	0.3348945619415602	Passerine__order	2457
15	free_topic	adaptation_topic	0.26478850702412965	Passerine__order	2457
16	free_topic	free_topic	0.0	Passerine__order	2457
17	free_topic	location_comment	0.37336571544696917	Passerine__order	2457
18	free_topic	location_topic	0.24645739456367888	Passerine__order	2457
19	free_topic	taxongroup_comment	0.25646669853007165	Passerine__order	2457
20	free_topic	taxongroup_topic	0.27824236155956417	Passerine__order	2457
21	location_comment	adaptation_comment	0.40827972732934775	Passerine__order	2457
22	location_comment	adaptation_topic	0.45421775597586866	Passerine__order	2457
23	location_comment	free_topic	0.37336571544696917	Passerine__order	2457
24	location_comment	location_comment	0.0	Passerine__order	2457
25	location_comment	location_topic	0.4824469267372728	Passerine__order	2457
26	location_comment	taxongroup_comment	0.44804361192189857	Passerine__order	2457
27	location_comment	taxongroup_topic	0.44946077079326513	Passerine__order	2457
28	location_topic	adaptation_comment	0.45232962318464626	Passerine__order	2457
29	location_topic	adaptation_topic	0.28167266468122754	Passerine__order	2457
30	location_topic	free_topic	0.24645739456367888	Passerine__order	2457
31	location_topic	location_comment	0.4824469267372728	Passerine__order	2457
32	location_topic	location_topic	0.0	Passerine__order	2457
33	location_topic	taxongroup_comment	0.3509670075900136	Passerine__order	2457
34	location_topic	taxongroup_topic	0.2895643955605576	Passerine__order	2457
35	taxongroup_comment	adaptation_comment	0.3800234955321891	Passerine__order	2457
36	taxongroup_comment	adaptation_topic	0.3863477069313292	Passerine__order	2457
37	taxongroup_comment	free_topic	0.25646669853007165	Passerine__order	2457
38	taxongroup_comment	location_comment	0.44804361192189857	Passerine__order	2457
39	taxongroup_comment	location_topic	0.3509670075900136	Passerine__order	2457
40	taxongroup_comment	taxongroup_comment	0.0	Passerine__order	2457
41	taxongroup_comment	taxongroup_topic	0.24719961468734641	Passerine__order	2457
42	taxongroup_topic	adaptation_comment	0.44056084324948375	Passerine__order	2457
43	taxongroup_topic	adaptation_topic	0.3472117956854346	Passerine__order	2457
44	taxongroup_topic	free_topic	0.27824236155956417	Passerine__order	2457
45	taxongroup_topic	location_comment	0.44946077079326513	Passerine__order	2457
46	taxongroup_topic	location_topic	0.2895643955605576	Passerine__order	2457
47	taxongroup_topic	taxongroup_comment	0.24719961468734641	Passerine__order	2457
48	taxongroup_topic	taxongroup_topic	0.0	Passerine__order	2457
