feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
conj> ...,0.886,0.003,0.77,0.025,11,Passerine__order,adaptation_comment
nmod<case> ...,0.873,0.005,0.764,0.027,6,Passerine__order,adaptation_comment
nmod<det> the,0.865,0.005,0.577,0.134,7,Passerine__order,adaptation_comment
nsubj:pass<obl> ...,0.85,0.008,0.577,0.134,6,Passerine__order,adaptation_comment
case> with,0.834,0.01,0.764,0.027,3,Passerine__order,adaptation_comment
nmod<case> on,0.832,0.01,0.577,0.134,2,Passerine__order,adaptation_comment
nmod<amod> ...,0.826,0.011,0.764,0.027,4,Passerine__order,adaptation_comment
case> of,0.815,0.014,0.764,0.027,11,Passerine__order,adaptation_comment
obl<aux> ...,0.812,0.014,0.764,0.027,3,Passerine__order,adaptation_comment
obl>case> ...,0.807,0.015,0.764,0.027,4,Passerine__order,adaptation_comment
obl<mark> when,0.796,0.018,0.733,0.039,3,Passerine__order,adaptation_comment
appos> ...,-0.787,0.021,-0.732,0.039,3,Passerine__order,adaptation_comment
advmod> very,-0.782,0.022,-0.756,0.03,2,Passerine__order,adaptation_comment
nmod< ...,0.781,0.022,0.627,0.096,24,Passerine__order,adaptation_comment
nmod>case> of,0.78,0.022,0.83,0.011,8,Passerine__order,adaptation_comment
nmod<obj< ...,0.779,0.023,0.577,0.134,4,Passerine__order,adaptation_comment
amod<obj<mark> ...,0.776,0.024,0.577,0.134,1,Passerine__order,adaptation_comment
nmod>case> with,0.759,0.029,0.756,0.03,2,Passerine__order,adaptation_comment
obl<advmod> ...,0.758,0.029,0.69,0.058,8,Passerine__order,adaptation_comment
nsubj:pass<obl>case> in,0.746,0.034,0.577,0.134,2,Passerine__order,adaptation_comment
compound<obj< affect,0.74,0.036,0.577,0.134,2,Passerine__order,adaptation_comment
nmod>det> the,0.734,0.038,0.913,0.002,6,Passerine__order,adaptation_comment
case> before,0.725,0.042,0.481,0.227,5,Passerine__order,adaptation_comment
case> prior,0.724,0.042,0.577,0.134,5,Passerine__order,adaptation_comment
obj<obl>case> ...,0.721,0.044,0.577,0.134,1,Passerine__order,adaptation_comment
