,token,token_form,concept_uri,arcpath,lemma,upos,widx,feat,elongation_x,elongation_y,group,relrole,comp_id,N_tokens
6,Bar-b361_142_territorial-14,territorial,Territory_animal#adaptation,conj<cop>,be,AUX,10,conj<cop> be,0.37799948385919063,0.0667074154588757,Passerine__order,adaptation_comment,6,37
1,Com-3b7c_119_territorial-2,territorial,Territory_animal#adaptation,amod<,male,NOUN,3,amod< ...,0.3333852856606902,0.09099437782216827,Passerine__order,adaptation_comment,6,37
4,Eur-d570_77_hierarchical-51,hierarchical,Dominance_hierarchy#adaptation,amod<,structure,NOUN,52,amod< structure,0.10513882960012938,0.11657437023969067,Passerine__order,adaptation_comment,6,37
7,Gar87a9_5_territorial-17,territorial,Territory_animal#adaptation,amod<,boundary,NOUN,18,amod< ...,0.1265203059468776,0.12862991161108955,Passerine__order,adaptation_comment,6,37
5,Tit-68c2_35_social-8,social,Presociality#adaptation,amod<,bird,NOUN,9,amod< bird,0.1524974990666932,0.14011721172493619,Passerine__order,adaptation_comment,6,37
6,Gre-bb1f_103_territorial-16,territorial,Territory_animal#adaptation,amod<,dispute,NOUN,17,amod< dispute,0.1419220044547868,0.3528829495489574,Passerine__order,adaptation_comment,6,37
3,Cor-270b_155_social-2,social,Presociality#adaptation,amod<,hypothesis,NOUN,5,amod< ...,0.010085960151593118,0.3156271096644261,Passerine__order,adaptation_comment,6,37
4,Cor-270b_155_social-2,social,Presociality#adaptation,amod<conj>cc>,and,CCONJ,7,amod<conj>cc> and,0.3415719718581368,0.24458083673739583,Passerine__order,adaptation_comment,6,37
1,Cor-270b_160_Social-3,Social,Presociality#adaptation,amod<,construction,NOUN,4,amod< ...,0.24589315358083477,-0.012566000596190237,Passerine__order,adaptation_comment,6,37
2,Mat-1f5f_111_social-13,social,Presociality#adaptation,amod<,competence,NOUN,14,amod< ...,0.18297797273347047,0.05141183573081015,Passerine__order,adaptation_comment,6,37
3,Lon-83cf_52_Social-10,Social,Presociality#adaptation,amod<,behaviour,NOUN,11,amod< behaviour,0.07643985781395,0.07682810403013628,Passerine__order,adaptation_comment,6,37
2,Skyb040_15_territorial-4,territorial,Territory_animal#adaptation,amod<,display,NOUN,5,amod< ...,0.36909327789541996,0.19030808119174508,Passerine__order,adaptation_comment,6,37
4,Son-520b_67_territorial-5,territorial,Territory_animal#adaptation,amod<,species,NOUN,6,amod< ...,-0.1102366318303245,0.1268631416390933,Passerine__order,adaptation_comment,6,37
5,Son-520b_67_territorial-5,territorial,Territory_animal#adaptation,amod<conj>cc>,and,CCONJ,8,amod<conj>cc> and,0.3415719718581368,0.24458083673739583,Passerine__order,adaptation_comment,6,37
6,Sta-89ab_49_social-7,social,Presociality#adaptation,amod<,family,NOUN,8,amod< ...,-0.3383919160230415,0.1652736101683674,Passerine__order,adaptation_comment,6,37
