,token,token_form,concept_uri,arcpath,lemma,upos,widx,feat,elongation_x,elongation_y,group,relrole,comp_id,N_tokens
4,And-dffe_101_scavenger-6,scavenger,Scavenger#adaptation,det>,a,DET,5,det> a,-0.5146175453042988,-0.02669667470263097,Bird__class,adaptation_comment,2,39
8,Eur-b4b7_154_nocturnal-13,nocturnal,Nocturnality#adaptation,amod<,owl,NOUN,15,amod< ...,0.061634530620431296,0.11141117647071563,Bird__class,adaptation_comment,2,39
4,Com-f450_6_territorial-6,territorial,Territory_animal#adaptation,amod<,duck,NOUN,7,amod< ...,0.24925836643838348,0.101772543165808,Bird__class,adaptation_comment,2,39
5,Com-6e0a_116_territorial-12,territorial,Territory_animal#adaptation,amod<,dispute,NOUN,13,amod< ...,0.2620438086640797,0.11524183456010342,Bird__class,adaptation_comment,2,39
5,Rat-9c9a_130_herbivorous-18,herbivorous,Herbivore#adaptation,amod<,mammal,NOUN,19,amod< ...,-0.1977669845030065,0.08148542062216779,Bird__class,adaptation_comment,2,39
5,Emp-5971_118_social-6,social,Presociality#adaptation,amod<,animal,NOUN,7,amod< animal,0.24416624927761835,0.1587883453034858,Bird__class,adaptation_comment,2,39
6,Eur-3ec7_16_nocturnal-8,nocturnal,Nocturnality#adaptation,amod<,predator,NOUN,9,amod< ...,0.09382714507242693,0.1443319649764888,Bird__class,adaptation_comment,2,39
2,Eur-3ec7_395_territorial-22,territorial,Territory_animal#adaptation,amod<,call,NOUN,23,amod< ...,0.4526373470372841,0.1826613288168987,Bird__class,adaptation_comment,2,39
4,Eur-3ec7_320_territorial-10,territorial,Territory_animal#adaptation,amod<,range,NOUN,11,amod< ...,-0.1810871567454242,0.08349396410976065,Bird__class,adaptation_comment,2,39
8,Nor-f256_72_migrations-21,migrations,Animal_migration#adaptation,det>,any,DET,20,det> ...,-0.47708727185063055,-0.06791817859717605,Bird__class,adaptation_comment,2,39
3,Gre-e288_111_Territorial-5,Territorial,Territory_animal#adaptation,amod<,behavior,NOUN,6,amod< behavior,0.021963442065288344,0.03269149870052464,Bird__class,adaptation_comment,2,39
12,Lon-b0af_519_predators-18,predators,Predation#adaptation,det>,the,DET,17,det> the,-0.5422248078256714,0.03751576704979841,Bird__class,adaptation_comment,2,39
4,Lon-b0af_277_territorial-10,territorial,Territory_animal#adaptation,amod<,behavior,NOUN,11,amod< behavior,0.021963442065288344,0.03269149870052464,Bird__class,adaptation_comment,2,39
5,Lon-b0af_531_territorial-35,territorial,Territory_animal#adaptation,amod<,attack,NOUN,36,amod< ...,0.2400592129955803,0.19644889882588706,Bird__class,adaptation_comment,2,39
6,Roc-2376_157_social-34,social,Presociality#adaptation,amod<,interaction,NOUN,35,amod< ...,0.059638867495628814,0.031617325991545604,Bird__class,adaptation_comment,2,39
6,Roc-fab6_109_territorial-7,territorial,Territory_animal#adaptation,amod<,bird,NOUN,8,amod< bird,0.10337788955710529,0.09763731046236099,Bird__class,adaptation_comment,2,39
8,Whi-fa5f_20_social-16,social,Presociality#adaptation,amod<,system,NOUN,17,amod< system,0.13336443824363547,-0.034039474995283675,Bird__class,adaptation_comment,2,39
3,Tur-2bce_60_social-5,social,Presociality#adaptation,amod<,structure,NOUN,6,amod< ...,0.25649789023964453,0.18028538220186607,Bird__class,adaptation_comment,2,39
