feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
conj> ...,0.975,0.0,0.779,0.023,24,Bird__class,taxongroup_comment
acl>obj> ...,0.95,0.0,0.764,0.027,5,Bird__class,taxongroup_comment
conj<conj> ...,0.944,0.0,0.868,0.005,46,Bird__class,taxongroup_comment
nmod>det> the,0.943,0.0,0.764,0.027,11,Bird__class,taxongroup_comment
nsubj<obl>det> ...,0.937,0.001,0.577,0.134,1,Bird__class,taxongroup_comment
conj> bird,0.932,0.001,0.577,0.134,3,Bird__class,taxongroup_comment
nsubj<conj> mammal,0.93,0.001,0.577,0.134,2,Bird__class,taxongroup_comment
nmod< genus,0.925,0.001,0.577,0.134,4,Bird__class,taxongroup_comment
nmod< range,0.921,0.001,0.577,0.134,3,Bird__class,taxongroup_comment
nmod< ...,0.919,0.001,0.472,0.237,38,Bird__class,taxongroup_comment
nsubj<parataxis> ...,0.916,0.001,0.764,0.027,4,Bird__class,taxongroup_comment
nmod< species,0.912,0.002,0.674,0.067,5,Bird__class,taxongroup_comment
nmod< comparison,0.898,0.002,0.577,0.134,2,Bird__class,taxongroup_comment
nmod< one,0.897,0.002,0.577,0.134,2,Bird__class,taxongroup_comment
nmod< ancestor,0.89,0.003,0.577,0.134,2,Bird__class,taxongroup_comment
nsubj>amod> red,-0.887,0.003,-0.577,0.134,3,Bird__class,taxongroup_comment
nsubj<advmod> ...,0.887,0.003,0.655,0.078,6,Bird__class,taxongroup_comment
nmod< family,0.884,0.004,0.577,0.134,2,Bird__class,taxongroup_comment
nmod<conj> ...,0.881,0.004,0.756,0.03,6,Bird__class,taxongroup_comment
nmod< those,0.879,0.004,0.577,0.134,2,Bird__class,taxongroup_comment
compound<nmod>case> include,0.869,0.005,0.756,0.03,2,Bird__class,taxongroup_comment
nsubj<obl>nmod> ...,0.865,0.006,0.77,0.025,4,Bird__class,taxongroup_comment
nmod<amod> wide,0.864,0.006,0.655,0.078,4,Bird__class,taxongroup_comment
obl<conj< ...,-0.861,0.006,-0.577,0.134,5,Bird__class,taxongroup_comment
nsubj> eagle,0.858,0.006,0.577,0.134,2,Bird__class,taxongroup_comment
conj< ...,0.845,0.008,0.872,0.005,33,Bird__class,taxongroup_comment
nmod< clade,0.844,0.008,0.577,0.134,2,Bird__class,taxongroup_comment
compound<conj<conj> ...,0.838,0.009,0.577,0.134,7,Bird__class,taxongroup_comment
nmod> Accipitridae,0.836,0.01,0.764,0.027,3,Bird__class,taxongroup_comment
cop> be,0.834,0.01,0.699,0.054,30,Bird__class,taxongroup_comment
nmod>conj> bird,0.826,0.012,0.655,0.078,4,Bird__class,taxongroup_comment
conj<conj> pheasant,0.821,0.012,0.577,0.134,2,Bird__class,taxongroup_comment
