,token,token_form,concept_uri,arcpath,lemma,upos,widx,feat,elongation_x,elongation_y,group,relrole,comp_id,N_tokens
4,Ani-4d8b_157_bird-10,bird,Bird#class,compound<conj<conj>,song,NOUN,14,compound<conj<conj> ...,-0.5189538105943006,0.2944052111650496,Bird__class,free_topic,5,10
4,Ani-4d8b_186_divers-4,divers,Loon#genus,acl>,communicate,VERB,6,acl> ...,-0.5947064841290077,0.26209672560993474,Bird__class,free_topic,5,10
2,Bar91d0_2_bird-4,bird,Bird#class,acl>,put,VERB,5,acl> ...,-0.5807733056840388,-0.008774886827544723,Bird__class,free_topic,5,10
2,Bit-93d4_2_birds-3,birds,Bird#class,acl>,belong,VERB,4,acl> belong,-0.4248930871990519,0.10193798092681242,Bird__class,free_topic,5,10
3,Bla255e_1_diver-5,diver,Loon#genus,acl>,call,VERB,6,acl> ...,-0.6121375027874585,0.25811451205435193,Bird__class,free_topic,5,10
9,Cat-fa3e_14_hobby-15,hobby,Eurasian_Hobby#species,acl>,know,VERB,16,acl> know,-0.602119408794942,0.16022421387552052,Bird__class,free_topic,5,10
2,Cni-c1f9_245_parrot-56,parrot,Parrot#order,compound<conj<conj>,fish,NOUN,54,compound<conj<conj> ...,-0.7094677425767973,0.4333661959824812,Bird__class,free_topic,5,10
1,Col0f5a_10_pigeons-2,pigeons,Rock_Pigeon#species,acl>,find,VERB,3,acl> find,-0.5752618384930479,0.09517140973746012,Bird__class,free_topic,5,10
1,Com-0bc9_101_cranes-2,cranes,Common_Crane#species,acl>,live,VERB,3,acl> live,-0.566465740794437,0.17580262330409996,Bird__class,free_topic,5,10
5,Com-124c_5_bird-4,bird,Bird#class,nsubj:pass<obl>case>,in,ADP,7,nsubj:pass<obl>case> in,-0.6677404025779278,0.10666301336671483,Bird__class,free_topic,5,10
0,Acc-0d4b_21_birds-5,birds,Bird#class,nmod<case>,in,ADP,1,nmod<case> in,-0.5177798527781772,-0.4959389750510273,Bird__class,free_topic,3,57
3,Ada-40f7_101_birds-8,birds,Bird#class,nmod<case>,as,SCONJ,4,nmod<case> as,-0.5746909554620012,-0.41160767014280925,Bird__class,free_topic,3,57
5,Ale-fb09_10_birds-11,birds,Bird#class,nmod<case>,of,ADP,7,nmod<case> of,-0.5610993649176653,-0.49046738679117796,Bird__class,free_topic,3,57
3,Ale-fb09_17_ptarmigan-14,ptarmigan,Rock_Ptarmigan#species,nmod<case>,like,ADP,11,nmod<case> ...,-0.5384934577196094,-0.2897095966771936,Bird__class,free_topic,3,57
4,Ameaa58_24_birds-23,birds,Bird#class,nmod<case>,in,ADP,17,nmod<case> in,-0.5177798527781772,-0.4959389750510273,Bird__class,free_topic,3,57
5,Ana-65fd_11_Anatidae-24,Anatidae,Anatidae#family,nmod<case>,compare,VERB,11,nmod<case> compare,-0.4721903945371689,-0.38172217581608275,Bird__class,free_topic,3,57
5,Ana-65fd_11_ducks-16,ducks,Anatidae#family,nmod<case>,compare,VERB,11,nmod<case> compare,-0.4721903945371689,-0.38172217581608275,Bird__class,free_topic,3,57
5,Ana-65fd_53_birds-76,birds,Bird#class,nmod<case>,with,ADP,71,nmod<case> with,-0.5661602884854064,-0.39311259754197764,Bird__class,free_topic,3,57
