feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
conj<obl<conj> ...,0.977,0.0,0.764,0.027,6,Bird__class,free_topic
obj<acl< ...,-0.958,0.0,-0.866,0.005,8,Bird__class,free_topic
conj<conj> snake,0.953,0.0,0.577,0.134,6,Bird__class,free_topic
conj<appos>compound> ...,0.947,0.0,0.866,0.005,4,Bird__class,free_topic
conj<conj> seal,0.941,0.0,0.577,0.134,7,Bird__class,free_topic
conj<conj> frog,0.937,0.001,0.577,0.134,5,Bird__class,free_topic
nmod< ...,0.937,0.001,0.908,0.002,127,Bird__class,free_topic
nsubj:pass<obl>det> the,0.93,0.001,0.577,0.134,15,Bird__class,free_topic
conj<conj> ...,0.927,0.001,0.393,0.335,138,Bird__class,free_topic
conj> amphibian,0.926,0.001,0.764,0.027,3,Bird__class,free_topic
conj<conj> rodent,0.922,0.001,0.577,0.134,5,Bird__class,free_topic
nsubj:pass<obl>det> a,0.922,0.001,0.577,0.134,2,Bird__class,free_topic
nmod< family,0.918,0.001,0.764,0.027,7,Bird__class,free_topic
nmod< species,0.917,0.001,0.791,0.019,17,Bird__class,free_topic
nmod> order,0.916,0.001,0.577,0.134,2,Bird__class,free_topic
conj<conj> lizard,0.914,0.001,0.577,0.134,7,Bird__class,free_topic
case> by,0.913,0.002,0.786,0.021,17,Bird__class,free_topic
nmod>case> ...,0.907,0.002,0.873,0.005,11,Bird__class,free_topic
conj<conj> fish,0.903,0.002,0.577,0.134,5,Bird__class,free_topic
case> ...,0.901,0.002,0.847,0.008,41,Bird__class,free_topic
nmod>amod> ...,0.9,0.002,0.626,0.097,24,Bird__class,free_topic
nmod< group,0.899,0.002,0.764,0.027,5,Bird__class,free_topic
obl<obl>case> ...,0.897,0.003,0.866,0.005,5,Bird__class,free_topic
nmod< predator,0.897,0.003,0.655,0.078,4,Bird__class,free_topic
case> for,0.894,0.003,0.873,0.005,14,Bird__class,free_topic
conj> whale,0.893,0.003,0.764,0.027,4,Bird__class,free_topic
conj<conj> insect,0.893,0.003,0.577,0.134,4,Bird__class,free_topic
conj> ...,0.89,0.003,0.443,0.272,111,Bird__class,free_topic
case> include,0.885,0.003,0.805,0.016,11,Bird__class,free_topic
conj> fish,0.885,0.004,0.674,0.067,7,Bird__class,free_topic
obl<nsubj>det> the,0.885,0.004,0.932,0.001,12,Bird__class,free_topic
acl>obl>case> with,-0.876,0.004,-0.756,0.03,2,Bird__class,free_topic
obl<obl>nmod> ...,0.874,0.005,0.655,0.078,3,Bird__class,free_topic
nmod<amod> mitochondrial,0.873,0.005,0.577,0.134,2,Bird__class,free_topic
conj< ...,0.872,0.005,0.663,0.073,88,Bird__class,free_topic
nmod< those,0.87,0.005,0.577,0.134,3,Bird__class,free_topic
conj<conj> mammal,0.868,0.005,0.655,0.078,15,Bird__class,free_topic
nmod< number,0.867,0.005,0.577,0.134,5,Bird__class,free_topic
case> to,0.864,0.006,0.702,0.052,16,Bird__class,free_topic
case> of,0.86,0.006,0.875,0.004,133,Bird__class,free_topic
compound<appos<list> Africa,0.859,0.006,0.577,0.134,2,Bird__class,free_topic
nsubj<obl>case> at,0.857,0.007,0.577,0.134,3,Bird__class,free_topic
nmod< wing,0.855,0.007,0.577,0.134,3,Bird__class,free_topic
compound<appos<list> species,0.852,0.007,0.577,0.134,8,Bird__class,free_topic
conj<nmod<nmod> ...,0.848,0.008,0.784,0.021,5,Bird__class,free_topic
conj>cc> ...,0.846,0.008,0.756,0.03,2,Bird__class,free_topic
obl<xcomp<nsubj> you,0.845,0.008,0.577,0.134,2,Bird__class,free_topic
nmod>case> in,0.843,0.009,0.846,0.008,23,Bird__class,free_topic
conj<nmod< species,0.842,0.009,0.756,0.03,4,Bird__class,free_topic
nmod>case> such,0.839,0.009,0.837,0.01,18,Bird__class,free_topic
compound<appos<list> ...,0.836,0.01,0.577,0.134,5,Bird__class,free_topic
conj<conj> reptiles,0.836,0.01,0.577,0.134,7,Bird__class,free_topic
nmod> ...,0.834,0.01,0.548,0.16,81,Bird__class,free_topic
obl< present,0.828,0.011,0.756,0.03,2,Bird__class,free_topic
nmod> planet,0.828,0.011,0.577,0.134,2,Bird__class,free_topic
case> in,0.827,0.011,0.638,0.089,27,Bird__class,free_topic
nmod> kilometre,0.827,0.011,0.756,0.03,2,Bird__class,free_topic
conj<advmod> respectively,0.826,0.011,0.756,0.03,2,Bird__class,free_topic
conj<conj> amphibian,0.826,0.012,0.577,0.134,7,Bird__class,free_topic
nsubj:pass<obl>case> in,0.824,0.012,0.546,0.162,16,Bird__class,free_topic
case> with,0.818,0.013,0.726,0.041,10,Bird__class,free_topic
obl<advmod> also,0.818,0.013,0.655,0.078,5,Bird__class,free_topic
conj>advmod> even,0.813,0.014,0.756,0.03,2,Bird__class,free_topic
obj<advcl<cop> be,0.811,0.015,0.845,0.008,3,Bird__class,free_topic
nmod>case> on,0.811,0.015,0.577,0.134,5,Bird__class,free_topic
case> such,0.81,0.015,0.869,0.005,11,Bird__class,free_topic
nmod> world,0.81,0.015,0.109,0.797,6,Bird__class,free_topic
nsubj<advmod> back,0.81,0.015,0.756,0.03,2,Bird__class,free_topic
obl<obl>case> in,0.806,0.016,0.784,0.021,7,Bird__class,free_topic
compound<appos<list> genera,0.805,0.016,0.577,0.134,7,Bird__class,free_topic
obl<obl> ...,0.805,0.016,0.866,0.005,17,Bird__class,free_topic
compound> cape,-0.805,0.016,-0.327,0.429,4,Bird__class,free_topic
nmod<obl<nsubj> ...,0.804,0.016,0.655,0.078,9,Bird__class,free_topic
compound<appos<conj> Africa,0.801,0.017,0.577,0.134,3,Bird__class,free_topic
obj<acl<case> ...,-0.801,0.017,-0.756,0.03,4,Bird__class,free_topic
conj> reptiles,0.8,0.017,0.577,0.134,4,Bird__class,free_topic
conj<case> ...,0.798,0.018,0.784,0.021,5,Bird__class,free_topic
nsubj:pass<obl> naturalist,0.795,0.018,0.577,0.134,2,Bird__class,free_topic
nmod>case> by,0.794,0.019,0.577,0.134,3,Bird__class,free_topic
conj>nmod>conj> ...,0.794,0.019,0.577,0.134,5,Bird__class,free_topic
conj>advmod> occasionally,0.793,0.019,0.756,0.03,2,Bird__class,free_topic
conj< lizard,0.793,0.019,0.733,0.039,3,Bird__class,free_topic
nsubj<appos>det> the,0.792,0.019,0.764,0.027,3,Bird__class,free_topic
cop> be,0.791,0.019,0.708,0.05,34,Bird__class,free_topic
nmod>amod> small,0.791,0.019,0.577,0.134,2,Bird__class,free_topic
nsubj<advmod> once,0.789,0.02,0.577,0.134,2,Bird__class,free_topic
nmod<amod> important,0.786,0.021,0.756,0.03,2,Bird__class,free_topic
nmod<obj< ...,0.785,0.021,0.491,0.217,19,Bird__class,free_topic
nmod>case> include,0.785,0.021,0.385,0.346,5,Bird__class,free_topic
nmod>case> with,0.782,0.022,0.327,0.429,7,Bird__class,free_topic
nmod<amod> small,0.779,0.023,0.845,0.008,3,Bird__class,free_topic
nmod>case> from,0.778,0.023,0.577,0.134,4,Bird__class,free_topic
obl<nsubj:pass>amod> ...,0.777,0.023,0.436,0.28,3,Bird__class,free_topic
