,token,token_form,concept_uri,arcpath,lemma,upos,widx,feat,elongation_x,elongation_y,group,relrole,comp_id,N_tokens
1,Woo-fa9e_26_stork-5,stork,Wood_Stork#species,case>,of,ADP,2,case> of,0.46370775868562325,0.047981781576993704,Bird__class,taxongroup_topic,2,43
7,Arc-4c1c_217_Archaeopteryx-63,Archaeopteryx,Archaeopteryx#genus,case>,of,ADP,62,case> of,0.46370775868562325,0.047981781576993704,Bird__class,taxongroup_topic,2,43
2,Arc-4c1c_279_Archaeopteryx-3,Archaeopteryx,Archaeopteryx#genus,case>,'s,PART,4,case> ...,0.515862592512343,0.25442107723848556,Bird__class,taxongroup_topic,2,43
4,Arc-4c1c_230_Archaeopteryx-13,Archaeopteryx,Archaeopteryx#genus,case>,of,ADP,12,case> of,0.46370775868562325,0.047981781576993704,Bird__class,taxongroup_topic,2,43
4,Arc-4c1c_245_Archaeopteryx-7,Archaeopteryx,Archaeopteryx#genus,case>,in,ADP,6,case> in,0.4938535857875581,0.022824962651462236,Bird__class,taxongroup_topic,2,43
8,Arc-4c1c_205_Archaeopteryx-19,Archaeopteryx,Archaeopteryx#genus,case>,than,ADP,18,case> than,0.3145060656053297,-0.08589959706066569,Bird__class,taxongroup_topic,2,43
3,Arc-4c1c_278_Archaeopteryx-4,Archaeopteryx,Archaeopteryx#genus,case>,'s,PART,5,case> ...,0.515862592512343,0.25442107723848556,Bird__class,taxongroup_topic,2,43
14,Sno-0a8f_358_birds-23,birds,Bird#class,acl>,maim,VERB,24,acl> ...,0.631467271295088,-0.029197823138118986,Bird__class,taxongroup_topic,2,43
8,Pin-feaf_18_birds-23,birds,Bird#class,case>,by,ADP,22,case> by,0.5578700807606605,0.16444751711880196,Bird__class,taxongroup_topic,2,43
7,Pri-2545_142_birds-31,birds,Bird#class,case>,of,ADP,29,case> of,0.46370775868562325,0.047981781576993704,Bird__class,taxongroup_topic,2,43
4,Pas-2c4d_4_birds-33,birds,Bird#class,case>,of,ADP,32,case> of,0.46370775868562325,0.047981781576993704,Bird__class,taxongroup_topic,2,43
6,Per-5200_4_bird-19,bird,Falconiformes#order,case>,for,ADP,17,case> for,0.47150923326260885,0.13728059770385356,Bird__class,taxongroup_topic,2,43
4,Per-145f_27_birds-15,birds,Falconiformes#order,case>,as,ADP,12,case> as,0.5135277724411323,0.14617044260201417,Bird__class,taxongroup_topic,2,43
