feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
conj<conj>nummod> 38,0.968,0.0,0.577,0.134,2,Insect__class,free_topic
nsubj<obl>case> for,0.946,0.0,0.577,0.134,4,Insect__class,free_topic
conj<conj>nummod> ...,0.932,0.001,0.577,0.134,2,Insect__class,free_topic
obj<nsubj>det> these,0.926,0.001,0.577,0.134,2,Insect__class,free_topic
conj<conj>nummod> 53,0.924,0.001,0.577,0.134,2,Insect__class,free_topic
cc> and,0.92,0.001,0.634,0.091,70,Insect__class,free_topic
nsubj<obl>case> at,0.908,0.002,0.577,0.134,2,Insect__class,free_topic
nsubj<obl>case> ...,0.907,0.002,0.577,0.134,7,Insect__class,free_topic
conj< ...,0.905,0.002,0.61,0.108,95,Insect__class,free_topic
conj<conj>nummod> 17,0.904,0.002,0.577,0.134,2,Insect__class,free_topic
conj<conj>nummod> 21,0.901,0.002,0.577,0.134,2,Insect__class,free_topic
nsubj:pass<obl>case> ...,0.9,0.002,0.655,0.078,5,Insect__class,free_topic
nsubj<obl>case> on,0.898,0.002,0.577,0.134,3,Insect__class,free_topic
appos<conj<conj> wasp,0.897,0.003,0.577,0.134,2,Insect__class,free_topic
conj<conj> wasp,0.896,0.003,0.355,0.389,20,Insect__class,free_topic
appos<conj<conj> grasshopper,0.894,0.003,0.577,0.134,3,Insect__class,free_topic
conj<conj> ant,0.892,0.003,0.577,0.134,19,Insect__class,free_topic
nsubj<obl>case> of,0.892,0.003,0.577,0.134,3,Insect__class,free_topic
appos<conj<conj> fly,0.892,0.003,0.577,0.134,5,Insect__class,free_topic
appos<conj<conj> harvestmen,0.891,0.003,0.577,0.134,2,Insect__class,free_topic
nsubj:pass<obl>case> as,0.891,0.003,0.577,0.134,2,Insect__class,free_topic
obl<advcl>obj> ...,0.889,0.003,0.577,0.134,4,Insect__class,free_topic
appos<conj<conj> beetle,0.886,0.003,0.577,0.134,3,Insect__class,free_topic
