,token,token_form,concept_uri,arcpath,lemma,upos,widx,feat,elongation_x,elongation_y,group,relrole,comp_id,N_tokens
2,Aes-0e17_15_Aeshna-1,Aeshna,Aeshna#genus,nsubj<obl>case>,der,ADP,4,nsubj<obl>case> ...,0.10057801137840022,-0.103710877941733,Insect__class,free_topic,2,158
2,Aes-417b_10_dragonflies-2,dragonflies,Dragonfly#infraorder,nsubj<obl>case>,in,ADP,4,nsubj<obl>case> in,0.34321211030363746,-0.11854575754805094,Insect__class,free_topic,2,158
5,All-a366_4_insects-7,insects,Insect#class,amod>,social,ADJ,6,amod> social,0.2064245522568942,0.3706245132427753,Insect__class,free_topic,2,158
1,Ame-fe9c_116_insects-4,insects,Insect#class,amod>,aquatic,ADJ,3,amod> aquatic,0.32953691995585205,0.35405732274220825,Insect__class,free_topic,2,158
12,Amo-ffe8_80_beetles-20,beetles,Beetle#order,nsubj<obl>case>,as,ADP,26,nsubj<obl>case> as,0.3782095669700467,-0.1355517575176376,Insect__class,free_topic,2,158
6,Ani-2170_439_beetle-9,beetle,Beetle#order,amod>,yellow,ADJ,7,amod> ...,0.33637897696584323,-0.1125498480943327,Insect__class,free_topic,2,158
6,Ani-57f1_136_insects-8,insects,Insect#class,amod>,social,ADJ,7,amod> social,0.2064245522568942,0.3706245132427753,Insect__class,free_topic,2,158
0,Ani6f2b_123_insects-2,insects,Insect#class,amod>,Migrating,ADJ,1,amod> ...,0.1559299079281498,0.11682482692697775,Insect__class,free_topic,2,158
3,Ani6f2b_123_insects-2,insects,Insect#class,nsubj<obl>case>,in,ADP,5,nsubj<obl>case> in,0.34321211030363746,-0.11854575754805094,Insect__class,free_topic,2,158
1,Ani6f2b_124_Insects-1,Insects,Insect#class,nsubj<obl>case>,in,ADP,3,nsubj<obl>case> in,0.34321211030363746,-0.11854575754805094,Insect__class,free_topic,2,158
0,Ant-938d_314_aphids-6,aphids,Aphididae#family,nsubj<obl>case>,in,ADP,1,nsubj<obl>case> in,0.34321211030363746,-0.11854575754805094,Insect__class,free_topic,2,158
