,token,token_form,concept_uri,arcpath,lemma,upos,widx,feat,elongation_x,elongation_y,group,relrole,comp_id,N_tokens
1,Aes-8e92_29_isoceles-2,isoceles,Norfolk_Hawker#species,appos>,behaviour,PROPN,4,appos> ...,0.257941075071647,-0.003582814768802553,Insect__class,location_topic,1,12
1,Coc-890e_5_septempunctata-2,septempunctata,Coccinella_septempunctata#species,appos>,biology,PROPN,4,appos> ...,0.4944953707616181,0.059120550895521595,Insect__class,location_topic,1,12
3,Des-78ef_242_Locust-3,Locust,Desert_locust#species,compound<nmod>case>,in,ADP,5,compound<nmod>case> in,-0.5914434577537517,-0.018833328275594738,Insect__class,location_topic,1,12
4,Des-78ef_17_locust-4,locust,Desert_locust#species,compound<nmod>case>,in,ADP,6,compound<nmod>case> in,-0.5914434577537517,-0.018833328275594738,Insect__class,location_topic,1,12
1,Des-78ef_199_locust-2,locust,Desert_locust#species,appos>,Pheromones,NOUN,4,appos> ...,0.35143671769286033,-0.06620077388293828,Insect__class,location_topic,1,12
1,Des-78ef_19_locust-2,locust,Desert_locust#species,appos>,description,NOUN,4,appos> ...,0.4620274572752036,-0.04718621763610131,Insect__class,location_topic,1,12
1,Des-78ef_121_locust-2,locust,Desert_locust#species,appos>,Biopesticides,NOUN,4,appos> ...,0.580988216226275,0.08055727773305785,Insect__class,location_topic,1,12
1,Des-78ef_150_locust-2,locust,Desert_locust#species,appos>,deser,X,4,appos> ...,0.46597939501304725,0.12167245934932225,Insect__class,location_topic,1,12
1,Des-78ef_52_locust-2,locust,Desert_locust#species,appos>,ecology,NOUN,4,appos> ...,0.5180156582296596,0.11826090200790626,Insect__class,location_topic,1,12
1,Des-78ef_30_locust-2,locust,Desert_locust#species,appos>,Lifecycle,PROPN,4,appos> ...,0.502780345780924,0.019643211799815125,Insect__class,location_topic,1,12
1,Des-78ef_230_locust-2,locust,Desert_locust#species,appos>,reference,NOUN,4,appos> ...,0.5900260707332026,0.027041235738776634,Insect__class,location_topic,1,12
2,Dra-48f6_129_dragonflies-2,dragonflies,Dragonfly#infraorder,appos>,male,NOUN,5,appos> ...,-0.09092167876016762,-0.19767195153411507,Insect__class,location_topic,1,12
3,Dra-48f6_129_dragonflies-2,dragonflies,Dragonfly#infraorder,nsubj<cop>,be,AUX,7,nsubj<cop> be,0.4518036308744317,0.017642271476662693,Insect__class,location_topic,1,12
12,Dra-48f6_307_demoiselle-38,demoiselle,Banded_Demoiselle#species,amod>,banded,VERB,37,amod> ...,-0.4410122474055736,-0.25526907795889037,Insect__class,location_topic,4,5
5,Swa-27b4_247_locust-16,locust,Desert_locust#species,nmod<case>,in,ADP,11,nmod<case> ...,-0.33057625206483665,-0.18026936601234522,Insect__class,location_topic,4,5
8,Dra-48f6_131_dragonflies-34,dragonflies,Dragonfly#infraorder,conj<,longipennis,NOUN,27,conj< ...,-0.18290496260569789,-0.10853610650732112,Insect__class,location_topic,4,5
12,Dra-48f6_131_dragonflies-34,dragonflies,Dragonfly#infraorder,amod>,other,ADJ,33,amod> ...,-0.530826569734754,-0.37433213409548416,Insect__class,location_topic,4,5
8,Aes-8e92_14_dragonflies-23,dragonflies,Dragonfly#infraorder,obj<mark>,to,PART,19,obj<mark> ...,-0.2523645822564001,0.08225102758724923,Insect__class,location_topic,4,5
9,Aes-8e92_14_dragonflies-23,dragonflies,Dragonfly#infraorder,obj<,tell,VERB,20,obj< ...,-0.28337112990908875,-0.10783370585782373,Insect__class,location_topic,4,5
10,Coc-890e_2_ladybug-19,ladybug,Coccinella_septempunctata#species,amod>,spot,VERB,18,amod> ...,-0.41691367641732635,0.0071808557927497615,Insect__class,location_topic,4,5
