token	relrole	arcpath	lemma	upos	widx	token
Odo-661a_74_predators-18	adaptation_comment	appos<acl:relcl<obl<	develop	VERB	3	Odo-661a_74_predators-18
Odo-661a_74_predators-18	adaptation_comment	appos<acl:relcl<case>	with	ADP	6	Odo-661a_74_predators-18
Odo-661a_74_predators-18	adaptation_comment	appos<acl:relcl<nummod>	9–14	NUM	8	Odo-661a_74_predators-18
Odo-661a_74_predators-18	adaptation_comment	appos<acl:relcl<	molt	NOUN	9	Odo-661a_74_predators-18
Odo-661a_74_predators-18	adaptation_comment	appos<nsubj>	that	PRON	10	Odo-661a_74_predators-18
Odo-661a_74_predators-18	adaptation_comment	appos<cop>	be	AUX	11	Odo-661a_74_predators-18
Odo-661a_74_predators-18	adaptation_comment	appos<case>	in	ADP	13	Odo-661a_74_predators-18
Odo-661a_74_predators-18	adaptation_comment	appos<amod>	most	ADJ	14	Odo-661a_74_predators-18
Odo-661a_74_predators-18	adaptation_comment	appos<	species	NOUN	15	Odo-661a_74_predators-18
Odo-661a_74_predators-18	adaptation_comment	amod>	voracious	ADJ	17	Odo-661a_74_predators-18
Odo-661a_74_predators-18	adaptation_comment	nmod>case>	on	ADP	19	Odo-661a_74_predators-18
Odo-661a_74_predators-18	adaptation_comment	nmod>amod>	other	ADJ	20	Odo-661a_74_predators-18
Odo-661a_74_predators-18	adaptation_comment	nmod>amod>	aquatic	ADJ	21	Odo-661a_74_predators-18
Odo-661a_74_predators-18	adaptation_comment	nmod>	organism	NOUN	22	Odo-661a_74_predators-18
Odo-661a_74_predators-18	adaptation_comment	nmod>case>	include	VERB	24	Odo-661a_74_predators-18
Odo-661a_74_predators-18	adaptation_comment	nmod>amod>	small	ADJ	25	Odo-661a_74_predators-18
Odo-661a_74_predators-18	adaptation_comment	nmod>	fish	NOUN	26	Odo-661a_74_predators-18
Aes-417b_20_predators-12	adaptation_comment	conj<nsubj>	they	PRON	1	Aes-417b_20_predators-12
Aes-417b_20_predators-12	adaptation_comment	conj<	have	VERB	2	Aes-417b_20_predators-12
Aes-417b_20_predators-12	adaptation_comment	conj<obj>det>	a	DET	3	Aes-417b_20_predators-12
Aes-417b_20_predators-12	adaptation_comment	conj<obj>amod>	good	ADJ	5	Aes-417b_20_predators-12
Aes-417b_20_predators-12	adaptation_comment	conj<obj>	sight	NOUN	6	Aes-417b_20_predators-12
Aes-417b_20_predators-12	adaptation_comment	cc>	and	CCONJ	8	Aes-417b_20_predators-12
Aes-417b_20_predators-12	adaptation_comment	cop>	be	AUX	9	Aes-417b_20_predators-12
Aes-417b_20_predators-12	adaptation_comment	amod>	voracious	ADJ	10	Aes-417b_20_predators-12
Aes-417b_20_predators-12	adaptation_comment	amod>	insect	ADJ	11	Aes-417b_20_predators-12
Aes-417b_20_predators-12	adaptation_comment	conj<advcl>	use	VERB	14	Aes-417b_20_predators-12
Aes-417b_20_predators-12	adaptation_comment	conj<advcl>obj>	sharp	NOUN	16	Aes-417b_20_predators-12
Aes-417b_20_predators-12	adaptation_comment	conj<advcl>advcl>	bite	VERB	18	Aes-417b_20_predators-12
Aes-417b_13_predators-5	adaptation_comment	nsubj>det>	the	DET	1	Aes-417b_13_predators-5
Aes-417b_13_predators-5	adaptation_comment	nsubj>	larva	NOUN	2	Aes-417b_13_predators-5
