feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
compound<det> a,0.936,0.001,0.577,0.134,2,Insect__class,adaptation_topic
conj<conj> beetle,0.914,0.001,0.577,0.134,2,Insect__class,adaptation_topic
conj<conj> fly,0.912,0.002,0.577,0.134,4,Insect__class,adaptation_topic
conj<conj> ant,0.896,0.003,0.577,0.134,2,Insect__class,adaptation_topic
conj< ...,0.895,0.003,0.436,0.28,16,Insect__class,adaptation_topic
conj<conj> wasp,0.892,0.003,0.577,0.134,2,Insect__class,adaptation_topic
nsubj<obj>det> ...,0.875,0.004,0.577,0.134,1,Insect__class,adaptation_topic
nsubj<det> a,0.869,0.005,0.845,0.008,3,Insect__class,adaptation_topic
nsubj:pass<obl> ...,0.864,0.006,0.577,0.134,2,Insect__class,adaptation_topic
conj<nmod< ...,0.862,0.006,0.655,0.078,4,Insect__class,adaptation_topic
compound< ...,0.851,0.007,0.577,0.134,6,Insect__class,adaptation_topic
conj< bird,0.851,0.007,0.577,0.134,2,Insect__class,adaptation_topic
nsubj< ...,0.851,0.007,0.708,0.05,24,Insect__class,adaptation_topic
compound<det> the,0.84,0.009,0.577,0.134,5,Insect__class,adaptation_topic
nsubj:pass<obl>case> ...,0.828,0.011,0.756,0.03,4,Insect__class,adaptation_topic
nsubj> ...,-0.825,0.012,-0.866,0.005,4,Insect__class,adaptation_topic
conj< cockroach,0.824,0.012,0.577,0.134,2,Insect__class,adaptation_topic
cc> and,0.819,0.013,0.577,0.134,5,Insect__class,adaptation_topic
conj> ...,0.816,0.013,0.805,0.016,15,Insect__class,adaptation_topic
compound> lady,-0.81,0.015,-0.756,0.03,2,Insect__class,adaptation_topic
obl> ...,-0.809,0.015,-0.825,0.012,4,Insect__class,adaptation_topic
conj<case> such,0.802,0.017,0.577,0.134,3,Insect__class,adaptation_topic
nmod<obj< ...,0.8,0.017,0.866,0.005,5,Insect__class,adaptation_topic
nsubj<obl>case> ...,0.799,0.017,0.764,0.027,6,Insect__class,adaptation_topic
nsubj<obl>case> to,0.79,0.02,0.764,0.027,3,Insect__class,adaptation_topic
nmod> ...,0.782,0.022,0.626,0.097,7,Insect__class,adaptation_topic
compound< species,0.781,0.022,0.577,0.134,2,Insect__class,adaptation_topic
nmod>case> in,0.776,0.024,0.756,0.03,2,Insect__class,adaptation_topic
nsubj<advcl>obl> ...,-0.773,0.024,-0.733,0.039,3,Insect__class,adaptation_topic
