feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
nsubj:pass<obl>case> as,0.994,0.0,0.577,0.134,3,Insect__class,taxongroup_comment
nmod> species,0.991,0.0,0.577,0.134,2,Insect__class,taxongroup_comment
conj> cicada,0.949,0.0,0.756,0.03,2,Insect__class,taxongroup_comment
nmod< ...,0.945,0.0,0.748,0.033,58,Insect__class,taxongroup_comment
nmod< family,0.941,0.0,0.764,0.027,9,Insect__class,taxongroup_comment
nmod>case> such,0.939,0.001,0.907,0.002,23,Insect__class,taxongroup_comment
nmod> bug,0.929,0.001,0.577,0.134,2,Insect__class,taxongroup_comment
nmod> ...,0.92,0.001,0.83,0.011,48,Insect__class,taxongroup_comment
compound> scarab,-0.912,0.002,-0.485,0.223,19,Insect__class,taxongroup_comment
nmod< group,0.911,0.002,0.764,0.027,9,Insect__class,taxongroup_comment
nmod< species,0.911,0.002,0.846,0.008,17,Insect__class,taxongroup_comment
nmod>case> on,0.897,0.003,0.756,0.03,2,Insect__class,taxongroup_comment
compound<conj< ...,0.886,0.003,0.546,0.162,3,Insect__class,taxongroup_comment
nmod< example,0.88,0.004,0.577,0.134,2,Insect__class,taxongroup_comment
conj> ...,0.868,0.005,0.675,0.066,47,Insect__class,taxongroup_comment
nsubj>compound> ...,0.865,0.006,0.619,0.102,5,Insect__class,taxongroup_comment
nmod>amod> ...,0.862,0.006,0.846,0.008,12,Insect__class,taxongroup_comment
flat> ...,0.861,0.006,0.764,0.027,5,Insect__class,taxongroup_comment
nmod< variety,0.855,0.007,0.674,0.067,4,Insect__class,taxongroup_comment
nmod>nmod>case> of,0.854,0.007,0.655,0.078,4,Insect__class,taxongroup_comment
nsubj< ...,0.851,0.007,0.786,0.021,42,Insect__class,taxongroup_comment
nsubj<parataxis>nsubj> ...,0.844,0.008,0.6,0.116,7,Insect__class,taxongroup_comment
nsubj<advmod> not,0.841,0.009,0.756,0.03,2,Insect__class,taxongroup_comment
nsubj:pass<aux:pass> be,0.838,0.009,0.682,0.062,16,Insect__class,taxongroup_comment
nmod< order,0.832,0.01,0.756,0.03,4,Insect__class,taxongroup_comment
obj< use,0.828,0.011,0.577,0.134,2,Insect__class,taxongroup_comment
nmod>det> ...,0.825,0.012,0.577,0.134,1,Insect__class,taxongroup_comment
nsubj<acl> ...,0.824,0.012,0.436,0.28,4,Insect__class,taxongroup_comment
appos<cop> be,0.822,0.012,0.926,0.001,6,Insect__class,taxongroup_comment
conj<conj> beetle,0.82,0.013,0.733,0.039,9,Insect__class,taxongroup_comment
case> with,0.819,0.013,0.873,0.005,7,Insect__class,taxongroup_comment
case> such,0.819,0.013,0.73,0.04,6,Insect__class,taxongroup_comment
nmod>conj> be,0.818,0.013,0.577,0.134,3,Insect__class,taxongroup_comment
compound<obj<obl> ...,-0.816,0.014,-0.655,0.078,4,Insect__class,taxongroup_comment
obj<nsubj> they,-0.815,0.014,-0.577,0.134,2,Insect__class,taxongroup_comment
case> like,0.811,0.015,0.873,0.005,10,Insect__class,taxongroup_comment
obj<nsubj> Coleoptera,0.804,0.016,0.577,0.134,2,Insect__class,taxongroup_comment
nmod>nmod>conj> beetle,0.804,0.016,0.756,0.03,2,Insect__class,taxongroup_comment
obj<nsubj> Scarabaeoidea,0.802,0.017,0.577,0.134,2,Insect__class,taxongroup_comment
conj<nmod>compound> ...,0.799,0.017,0.577,0.134,3,Insect__class,taxongroup_comment
appos<appos>amod> inclusive,0.796,0.018,0.577,0.134,2,Insect__class,taxongroup_comment
