feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
nmod> ...,0.946,0.0,0.866,0.005,6,Monocotyledon__class,adaptation_comment
compound<case> ...,0.919,0.001,0.866,0.005,7,Monocotyledon__class,adaptation_comment
nsubj< ...,0.898,0.002,0.77,0.025,5,Monocotyledon__class,adaptation_comment
nsubj<cop> be,0.891,0.003,0.764,0.027,4,Monocotyledon__class,adaptation_comment
case> of,0.867,0.005,0.784,0.021,5,Monocotyledon__class,adaptation_comment
compound<amod> ...,0.864,0.006,0.866,0.005,11,Monocotyledon__class,adaptation_comment
nmod>amod> ...,0.821,0.012,0.655,0.078,4,Monocotyledon__class,adaptation_comment
conj>cc> or,0.786,0.021,0.756,0.03,2,Monocotyledon__class,adaptation_comment
compound< plant,0.772,0.025,0.791,0.019,15,Monocotyledon__class,adaptation_comment
nmod< ...,0.766,0.027,0.764,0.027,3,Monocotyledon__class,adaptation_comment
conj> ...,0.763,0.028,0.577,0.134,4,Monocotyledon__class,adaptation_comment
nmod< evolution,0.682,0.062,0.504,0.203,2,Monocotyledon__class,adaptation_comment
compound<case> of,0.682,0.063,0.791,0.019,10,Monocotyledon__class,adaptation_comment
nmod>det> ...,0.672,0.068,0.577,0.134,2,Monocotyledon__class,adaptation_comment
nmod<det> ...,0.651,0.08,0.756,0.03,2,Monocotyledon__class,adaptation_comment
nmod>case> with,0.651,0.081,0.577,0.134,2,Monocotyledon__class,adaptation_comment
compound<nmod> ...,-0.647,0.083,-0.729,0.04,4,Monocotyledon__class,adaptation_comment
amod> floral,0.647,0.083,0.577,0.134,2,Monocotyledon__class,adaptation_comment
nmod<det> the,0.645,0.084,0.63,0.094,2,Monocotyledon__class,adaptation_comment
compound<det> the,0.638,0.089,0.825,0.012,8,Monocotyledon__class,adaptation_comment
nmod>case> in,0.632,0.093,0.577,0.134,2,Monocotyledon__class,adaptation_comment
det> ...,0.629,0.095,0.63,0.094,2,Monocotyledon__class,adaptation_comment
compound<nmod<det> a,0.625,0.098,0.63,0.094,4,Monocotyledon__class,adaptation_comment
case> ...,0.608,0.11,0.504,0.203,2,Monocotyledon__class,adaptation_comment
compound< season,0.597,0.118,0.592,0.122,3,Monocotyledon__class,adaptation_comment
nmod>case> ...,0.587,0.126,0.504,0.203,2,Monocotyledon__class,adaptation_comment
compound<nmod<det> the,0.58,0.132,0.577,0.134,4,Monocotyledon__class,adaptation_comment
compound< ...,0.578,0.133,0.514,0.192,3,Monocotyledon__class,adaptation_comment
amod<nsubj<obj> ...,-0.533,0.174,-0.592,0.122,3,Monocotyledon__class,adaptation_comment
compound> spring,0.527,0.18,0.378,0.356,2,Monocotyledon__class,adaptation_comment
compound<amod> monocotyledonous,0.523,0.183,0.504,0.203,4,Monocotyledon__class,adaptation_comment
amod> ...,0.515,0.192,0.401,0.325,16,Monocotyledon__class,adaptation_comment
nmod< form,0.494,0.213,0.504,0.203,2,Monocotyledon__class,adaptation_comment
det> the,0.472,0.237,0.62,0.101,3,Monocotyledon__class,adaptation_comment
compound<obl<advmod> often,0.467,0.243,0.412,0.31,2,Monocotyledon__class,adaptation_comment
compound<obl<advmod> ...,0.444,0.27,0.412,0.31,1,Monocotyledon__class,adaptation_comment
compound<obl<nsubj> ...,0.418,0.303,0.577,0.134,1,Monocotyledon__class,adaptation_comment
compound<obl<nsubj> they,0.416,0.305,0.577,0.134,2,Monocotyledon__class,adaptation_comment
compound> ...,0.407,0.317,0.412,0.31,1,Monocotyledon__class,adaptation_comment
compound<obl<mark> ...,0.398,0.329,0.327,0.429,4,Monocotyledon__class,adaptation_comment
compound<det> ...,0.369,0.368,0.247,0.555,1,Monocotyledon__class,adaptation_comment
compound<obl< ...,0.368,0.37,0.252,0.547,6,Monocotyledon__class,adaptation_comment
compound<obl<aux:pass> be,0.359,0.383,0.514,0.192,3,Monocotyledon__class,adaptation_comment
compound<nmod< ...,0.358,0.384,0.296,0.476,7,Monocotyledon__class,adaptation_comment
compound<obl<conj> ...,0.318,0.443,0.412,0.31,3,Monocotyledon__class,adaptation_comment
compound<nmod< family,0.304,0.464,0.412,0.31,3,Monocotyledon__class,adaptation_comment
nsubj<det> the,0.285,0.494,0.252,0.547,2,Monocotyledon__class,adaptation_comment
obl<conj<obl> ...,0.24,0.566,0.247,0.555,3,Monocotyledon__class,adaptation_comment
case> for,0.232,0.581,0.126,0.766,2,Monocotyledon__class,adaptation_comment
conj>cc> ...,-0.222,0.598,-0.082,0.846,1,Monocotyledon__class,adaptation_comment
nsubj<advmod> ...,0.206,0.625,0.412,0.31,3,Monocotyledon__class,adaptation_comment
amod> reproductive,0.206,0.625,0.126,0.766,2,Monocotyledon__class,adaptation_comment
nmod>det> a,0.192,0.648,0.126,0.766,2,Monocotyledon__class,adaptation_comment
compound<nmod<cop> be,0.167,0.694,0.016,0.971,4,Monocotyledon__class,adaptation_comment
nmod<appos>nmod> ...,0.148,0.726,0.082,0.846,3,Monocotyledon__class,adaptation_comment
compound<nmod>case> ...,-0.147,0.728,-0.165,0.696,4,Monocotyledon__class,adaptation_comment
compound<nmod<case> ...,0.139,0.742,0.247,0.555,3,Monocotyledon__class,adaptation_comment
nsubj<det> ...,-0.101,0.812,-0.247,0.555,1,Monocotyledon__class,adaptation_comment
compound<nmod<nsubj> ...,-0.091,0.829,-0.203,0.63,4,Monocotyledon__class,adaptation_comment
compound<nmod<amod> ...,-0.033,0.938,-0.171,0.685,5,Monocotyledon__class,adaptation_comment
