	kldiv	group	g_N
kldiv_adaptation_comment	1.997128923114476	Monocotyledon__class	2297
kldiv_adaptation_topic	1.0180933804847354	Monocotyledon__class	2297
kldiv_free_topic	0.17253411080834224	Monocotyledon__class	2297
kldiv_location_comment	1.1021482587279468	Monocotyledon__class	2297
kldiv_location_topic	1.2843461143821715	Monocotyledon__class	2297
kldiv_taxongroup_comment	0.43294077945058324	Monocotyledon__class	2297
kldiv_taxongroup_topic	0.4169100749195518	Monocotyledon__class	2297
