feat	count	weight	rel_role	group_name
compound< ...	21.0	0.84	adaptation_comment	Monocotyledon__class
amod> ...	20.0	0.858	adaptation_comment	Monocotyledon__class
compound<case> ...	17.0	0.811	adaptation_comment	Monocotyledon__class
compound<amod> ...	15.0	0.411	adaptation_comment	Monocotyledon__class
compound< plant	15.0	1.041	adaptation_comment	Monocotyledon__class
compound<nmod< ...	10.0	0.421	adaptation_comment	Monocotyledon__class
compound<case> of	10.0	0.831	adaptation_comment	Monocotyledon__class
case> ...	9.0	0.822	adaptation_comment	Monocotyledon__class
compound<det> ...	9.0	0.555	adaptation_comment	Monocotyledon__class
compound<nmod<det> ...	8.0	0.522	adaptation_comment	Monocotyledon__class
compound<det> the	8.0	0.598	adaptation_comment	Monocotyledon__class
nmod< ...	7.0	0.445	adaptation_comment	Monocotyledon__class
nmod>case> ...	6.0	0.948	adaptation_comment	Monocotyledon__class
nmod> ...	6.0	0.488	adaptation_comment	Monocotyledon__class
compound<obl< ...	6.0	0.609	adaptation_comment	Monocotyledon__class
nsubj< ...	5.0	0.651	adaptation_comment	Monocotyledon__class
det> ...	5.0	0.687	adaptation_comment	Monocotyledon__class
compound<nmod<amod> ...	5.0	0.265	adaptation_comment	Monocotyledon__class
case> of	5.0	0.852	adaptation_comment	Monocotyledon__class
compound<nmod<cop> ...	4.0	0.287	adaptation_comment	Monocotyledon__class
compound<obl<mark> ...	4.0	0.549	adaptation_comment	Monocotyledon__class
nmod<det> ...	4.0	0.437	adaptation_comment	Monocotyledon__class
nmod>det> ...	4.0	0.598	adaptation_comment	Monocotyledon__class
nsubj<cop> ...	4.0	0.785	adaptation_comment	Monocotyledon__class
nmod>amod> ...	4.0	0.378	adaptation_comment	Monocotyledon__class
compound<nmod<det> the	4.0	0.554	adaptation_comment	Monocotyledon__class
compound<nmod<cop> be	4.0	0.287	adaptation_comment	Monocotyledon__class
compound<nmod> ...	4.0	0.174	adaptation_comment	Monocotyledon__class
