feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
nsubj<advmod> ...,0.921,0.001,0.764,0.027,3,Charadriiformes__order,adaptation_topic
nsubj< famous,0.887,0.003,0.756,0.03,2,Charadriiformes__order,adaptation_topic
nmod< ...,0.874,0.005,0.709,0.049,19,Charadriiformes__order,adaptation_topic
conj<conj> skua,0.863,0.006,0.577,0.134,2,Charadriiformes__order,adaptation_topic
conj<conj> wader,0.857,0.006,0.577,0.134,2,Charadriiformes__order,adaptation_topic
conj<conj> ...,0.853,0.007,0.436,0.28,12,Charadriiformes__order,adaptation_topic
conj> seabird,0.849,0.008,0.577,0.134,2,Charadriiformes__order,adaptation_topic
conj<conj> Eurasian,0.849,0.008,0.577,0.134,2,Charadriiformes__order,adaptation_topic
nmod<det> the,0.846,0.008,0.764,0.027,13,Charadriiformes__order,adaptation_topic
conj<conj> petrel,0.838,0.009,0.577,0.134,2,Charadriiformes__order,adaptation_topic
nsubj:pass<obl>case> ...,0.837,0.01,0.764,0.027,3,Charadriiformes__order,adaptation_topic
conj>amod> other,0.834,0.01,0.577,0.134,2,Charadriiformes__order,adaptation_topic
nmod<case> ...,0.825,0.012,0.655,0.078,4,Charadriiformes__order,adaptation_topic
conj<conj> Stercorarius,0.824,0.012,0.577,0.134,2,Charadriiformes__order,adaptation_topic
nmod< species,0.823,0.012,0.756,0.03,2,Charadriiformes__order,adaptation_topic
appos>compound> Stercorarius,0.821,0.013,0.756,0.03,2,Charadriiformes__order,adaptation_topic
conj> gull,0.819,0.013,0.577,0.134,4,Charadriiformes__order,adaptation_topic
conj> ...,0.812,0.014,0.183,0.665,11,Charadriiformes__order,adaptation_topic
conj>amod> lesser,0.812,0.014,0.577,0.134,2,Charadriiformes__order,adaptation_topic
nmod<case> of,0.804,0.016,0.546,0.162,5,Charadriiformes__order,adaptation_topic
appos>flat> ...,0.798,0.018,0.655,0.078,3,Charadriiformes__order,adaptation_topic
nmod<det> ...,0.764,0.027,0.733,0.039,3,Charadriiformes__order,adaptation_topic
case> ...,0.764,0.027,0.866,0.005,5,Charadriiformes__order,adaptation_topic
appos> marinus,0.764,0.027,0.577,0.134,2,Charadriiformes__order,adaptation_topic
nsubj<amod> ...,0.761,0.028,0.577,0.134,4,Charadriiformes__order,adaptation_topic
nsubj<nmod> ...,-0.759,0.029,-0.577,0.134,3,Charadriiformes__order,adaptation_topic
conj>cc> and,0.756,0.03,0.577,0.134,9,Charadriiformes__order,adaptation_topic
conj>amod> ...,0.752,0.031,0.327,0.429,4,Charadriiformes__order,adaptation_topic
nsubj<det> ...,0.751,0.032,0.577,0.134,1,Charadriiformes__order,adaptation_topic
