feat	count	weight	rel_role	group_name
amod> ...	34.0	1.21	adaptation_comment	Charadriiformes__order
case> ...	27.0	0.94	adaptation_comment	Charadriiformes__order
det> ...	18.0	0.663	adaptation_comment	Charadriiformes__order
nmod> ...	17.0	0.596	adaptation_comment	Charadriiformes__order
nmod>case> ...	17.0	0.857	adaptation_comment	Charadriiformes__order
nsubj< ...	16.0	0.942	adaptation_comment	Charadriiformes__order
nmod< ...	16.0	0.47	adaptation_comment	Charadriiformes__order
compound> ...	13.0	0.562	adaptation_comment	Charadriiformes__order
det> the	12.0	0.742	adaptation_comment	Charadriiformes__order
obl< ...	10.0	0.37	adaptation_comment	Charadriiformes__order
nmod<case> ...	10.0	0.758	adaptation_comment	Charadriiformes__order
nmod>case> of	9.0	0.954	adaptation_comment	Charadriiformes__order
case> of	9.0	0.98	adaptation_comment	Charadriiformes__order
obj< ...	9.0	0.499	adaptation_comment	Charadriiformes__order
nmod:poss> ...	8.0	0.314	adaptation_comment	Charadriiformes__order
nmod<det> ...	8.0	0.414	adaptation_comment	Charadriiformes__order
nsubj<obj>conj> ...	8.0	0.588	adaptation_comment	Charadriiformes__order
conj< ...	8.0	0.514	adaptation_comment	Charadriiformes__order
cc> and	7.0	0.75	adaptation_comment	Charadriiformes__order
obl<nsubj>amod> ...	7.0	0.205	adaptation_comment	Charadriiformes__order
compound< ...	7.0	0.477	adaptation_comment	Charadriiformes__order
obj<obl>case> ...	7.0	0.581	adaptation_comment	Charadriiformes__order
cc> ...	7.0	0.615	adaptation_comment	Charadriiformes__order
cop> ...	6.0	0.328	adaptation_comment	Charadriiformes__order
nmod>det> ...	6.0	0.713	adaptation_comment	Charadriiformes__order
cop> be	6.0	0.328	adaptation_comment	Charadriiformes__order
nsubj<obj>amod> ...	6.0	0.427	adaptation_comment	Charadriiformes__order
obl<nsubj> ...	6.0	0.561	adaptation_comment	Charadriiformes__order
compound<conj<conj> ...	6.0	0.434	adaptation_comment	Charadriiformes__order
obj<obl> ...	6.0	0.284	adaptation_comment	Charadriiformes__order
nsubj<cop> be	5.0	0.675	adaptation_comment	Charadriiformes__order
nmod:poss> they	5.0	0.448	adaptation_comment	Charadriiformes__order
nmod<det> the	5.0	0.485	adaptation_comment	Charadriiformes__order
obl<obj> ...	5.0	0.208	adaptation_comment	Charadriiformes__order
nsubj< include	5.0	1.026	adaptation_comment	Charadriiformes__order
nsubj<conj> ...	5.0	0.285	adaptation_comment	Charadriiformes__order
nmod<amod> ...	5.0	0.519	adaptation_comment	Charadriiformes__order
nsubj> ...	5.0	0.45	adaptation_comment	Charadriiformes__order
nmod<obl< ...	5.0	0.179	adaptation_comment	Charadriiformes__order
nsubj<cop> ...	5.0	0.669	adaptation_comment	Charadriiformes__order
obj<nsubj> ...	5.0	0.409	adaptation_comment	Charadriiformes__order
nmod>conj> ...	5.0	0.438	adaptation_comment	Charadriiformes__order
nsubj<obj> ...	5.0	0.288	adaptation_comment	Charadriiformes__order
compound<conj<nmod> ...	4.0	0.336	adaptation_comment	Charadriiformes__order
obl<advmod> ...	4.0	0.469	adaptation_comment	Charadriiformes__order
nsubj>conj>amod> ...	4.0	0.247	adaptation_comment	Charadriiformes__order
nmod>det> the	4.0	0.709	adaptation_comment	Charadriiformes__order
nmod<nmod< ...	4.0	0.487	adaptation_comment	Charadriiformes__order
amod< ...	4.0	0.475	adaptation_comment	Charadriiformes__order
nmod<conj> ...	4.0	0.476	adaptation_comment	Charadriiformes__order
nmod<nmod<nmod> ...	4.0	0.432	adaptation_comment	Charadriiformes__order
nmod>compound> ...	4.0	0.399	adaptation_comment	Charadriiformes__order
nsubj>conj> ...	4.0	0.294	adaptation_comment	Charadriiformes__order
nmod<advmod<conj> ...	4.0	0.592	adaptation_comment	Charadriiformes__order
compound<amod> ...	4.0	0.313	adaptation_comment	Charadriiformes__order
obj<obl>amod> ...	4.0	0.353	adaptation_comment	Charadriiformes__order
compound<conj<nmod> population	4.0	0.349	adaptation_comment	Charadriiformes__order
nsubj>amod> ...	4.0	0.435	adaptation_comment	Charadriiformes__order
nmod>conj>cc> ...	4.0	0.313	adaptation_comment	Charadriiformes__order
nsubj<advcl>mark> ...	3.0	0.627	adaptation_comment	Charadriiformes__order
amod<nmod<amod> ...	3.0	0.384	adaptation_comment	Charadriiformes__order
obl<cop> be	3.0	0.464	adaptation_comment	Charadriiformes__order
obl<conj> ...	3.0	0.276	adaptation_comment	Charadriiformes__order
amod> other	3.0	1.313	adaptation_comment	Charadriiformes__order
obl<nsubj>det> ...	3.0	0.54	adaptation_comment	Charadriiformes__order
compound<case> ...	3.0	0.198	adaptation_comment	Charadriiformes__order
conj>cc> ...	3.0	0.664	adaptation_comment	Charadriiformes__order
obl<conj>nmod> ...	3.0	0.451	adaptation_comment	Charadriiformes__order
obj<obl>det> ...	3.0	0.552	adaptation_comment	Charadriiformes__order
obj<nsubj>det> ...	3.0	0.426	adaptation_comment	Charadriiformes__order
obl<aux> ...	3.0	0.524	adaptation_comment	Charadriiformes__order
conj<appos< ...	3.0	0.193	adaptation_comment	Charadriiformes__order
nmod<conj>compound> ...	3.0	0.502	adaptation_comment	Charadriiformes__order
compound<nmod> ...	3.0	0.279	adaptation_comment	Charadriiformes__order
conj> ...	3.0	0.905	adaptation_comment	Charadriiformes__order
nsubj<advcl< ...	3.0	0.416	adaptation_comment	Charadriiformes__order
compound<nmod>case> ...	3.0	0.569	adaptation_comment	Charadriiformes__order
nsubj<mark> ...	3.0	0.479	adaptation_comment	Charadriiformes__order
nsubj<advcl> ...	3.0	0.546	adaptation_comment	Charadriiformes__order
nmod<nmod<det> ...	3.0	0.551	adaptation_comment	Charadriiformes__order
nmod>conj>cc> and	3.0	0.288	adaptation_comment	Charadriiformes__order
case> with	3.0	0.974	adaptation_comment	Charadriiformes__order
obj<advcl< ...	3.0	0.423	adaptation_comment	Charadriiformes__order
nmod>conj>amod> ...	3.0	0.283	adaptation_comment	Charadriiformes__order
nsubj<advmod> ...	3.0	0.692	adaptation_comment	Charadriiformes__order
nmod>case>fixed> ...	3.0	0.398	adaptation_comment	Charadriiformes__order
amod>advmod> ...	3.0	0.497	adaptation_comment	Charadriiformes__order
obl<cop> ...	3.0	0.464	adaptation_comment	Charadriiformes__order
advmod> ...	3.0	0.286	adaptation_comment	Charadriiformes__order
obl<conj>cc> ...	3.0	0.388	adaptation_comment	Charadriiformes__order
nsubj>appos> ...	3.0	0.314	adaptation_comment	Charadriiformes__order
nmod>case>fixed> as	3.0	0.398	adaptation_comment	Charadriiformes__order
nmod>case> such	3.0	0.702	adaptation_comment	Charadriiformes__order
conj>cc> and	3.0	0.811	adaptation_comment	Charadriiformes__order
amod<case> ...	3.0	0.612	adaptation_comment	Charadriiformes__order
nsubj<conj>cc> ...	3.0	0.536	adaptation_comment	Charadriiformes__order
compound<amod> overland	3.0	0.225	adaptation_comment	Charadriiformes__order
nsubj<conj>cc> and	3.0	0.575	adaptation_comment	Charadriiformes__order
nsubj<appos> ...	3.0	0.3	adaptation_comment	Charadriiformes__order
obj<mark> ...	3.0	0.45	adaptation_comment	Charadriiformes__order
advcl>obj> song	2.0	0.585	adaptation_comment	Charadriiformes__order
nmod<obl<conj< ...	2.0	0.291	adaptation_comment	Charadriiformes__order
conj<obl> ...	2.0	0.223	adaptation_comment	Charadriiformes__order
nsubj<conj>det> ...	2.0	0.203	adaptation_comment	Charadriiformes__order
amod< call	2.0	0.577	adaptation_comment	Charadriiformes__order
nsubj<conj>compound> ...	2.0	0.315	adaptation_comment	Charadriiformes__order
nsubj<advcl<nsubj:pass> ...	2.0	0.398	adaptation_comment	Charadriiformes__order
conj<conj> ...	2.0	0.931	adaptation_comment	Charadriiformes__order
nsubj<xcomp> ...	2.0	0.202	adaptation_comment	Charadriiformes__order
conj<obl>case> ...	2.0	0.376	adaptation_comment	Charadriiformes__order
nsubj<advcl<aux> ...	2.0	0.43	adaptation_comment	Charadriiformes__order
obj<nsubj>amod> ...	2.0	0.31	adaptation_comment	Charadriiformes__order
nsubj<advcl<aux:pass> ...	2.0	0.591	adaptation_comment	Charadriiformes__order
nsubj<conj>nsubj> ...	2.0	0.214	adaptation_comment	Charadriiformes__order
advmod> largely	2.0	0.371	adaptation_comment	Charadriiformes__order
nsubj<advcl<advmod> ...	2.0	0.422	adaptation_comment	Charadriiformes__order
advcl>advmod> particularly	2.0	0.305	adaptation_comment	Charadriiformes__order
nsubj<advcl<obj> ...	2.0	0.412	adaptation_comment	Charadriiformes__order
conj<nsubj> ...	2.0	0.402	adaptation_comment	Charadriiformes__order
nmod<nmod<obj< ...	2.0	0.464	adaptation_comment	Charadriiformes__order
advcl>mark> when	2.0	0.372	adaptation_comment	Charadriiformes__order
advcl> singe	2.0	0.239	adaptation_comment	Charadriiformes__order
obj< have	2.0	0.606	adaptation_comment	Charadriiformes__order
nsubj>det> ...	2.0	0.406	adaptation_comment	Charadriiformes__order
nsubj<obj>conj> gull	2.0	0.682	adaptation_comment	Charadriiformes__order
nsubj<amod> ...	2.0	0.379	adaptation_comment	Charadriiformes__order
obl<obl> ...	2.0	0.405	adaptation_comment	Charadriiformes__order
nsubj<det> ...	2.0	0.566	adaptation_comment	Charadriiformes__order
obj<nsubj>det> the	2.0	0.456	adaptation_comment	Charadriiformes__order
nsubj<advcl<aux> will	2.0	0.423	adaptation_comment	Charadriiformes__order
nsubj<advcl<aux:pass> be	2.0	0.591	adaptation_comment	Charadriiformes__order
nmod<nmod<obj< have	2.0	0.584	adaptation_comment	Charadriiformes__order
nmod>amod> ...	2.0	0.402	adaptation_comment	Charadriiformes__order
nmod<case> of	2.0	0.873	adaptation_comment	Charadriiformes__order
obj<advcl<cop> ...	2.0	0.253	adaptation_comment	Charadriiformes__order
case> from	2.0	0.969	adaptation_comment	Charadriiformes__order
nmod:poss>det> ...	2.0	0.432	adaptation_comment	Charadriiformes__order
advcl>advmod> ...	2.0	0.316	adaptation_comment	Charadriiformes__order
nmod:poss>case> ...	2.0	0.312	adaptation_comment	Charadriiformes__order
compound>amod> ...	2.0	0.285	adaptation_comment	Charadriiformes__order
obl<obj>amod> ...	2.0	0.51	adaptation_comment	Charadriiformes__order
nsubj>conj> skua	2.0	0.304	adaptation_comment	Charadriiformes__order
obj<conj>nmod> ...	2.0	0.41	adaptation_comment	Charadriiformes__order
nmod> penguin	2.0	0.692	adaptation_comment	Charadriiformes__order
conj<appos<amod> ...	2.0	0.34	adaptation_comment	Charadriiformes__order
compound<nmod>det> ...	2.0	0.423	adaptation_comment	Charadriiformes__order
compound<det> ...	2.0	0.529	adaptation_comment	Charadriiformes__order
obl<obl>case> ...	2.0	0.332	adaptation_comment	Charadriiformes__order
advcl>mark> ...	2.0	0.381	adaptation_comment	Charadriiformes__order
obj<obl>case> in	2.0	0.556	adaptation_comment	Charadriiformes__order
nmod<nmod> ...	2.0	0.488	adaptation_comment	Charadriiformes__order
acl:relcl>obl>nmod> ...	2.0	0.311	adaptation_comment	Charadriiformes__order
acl:relcl>obl> ...	2.0	0.261	adaptation_comment	Charadriiformes__order
acl:relcl>obl>amod> ...	2.0	0.347	adaptation_comment	Charadriiformes__order
acl:relcl>obl>case> ...	2.0	0.427	adaptation_comment	Charadriiformes__order
acl:relcl> ...	2.0	0.304	adaptation_comment	Charadriiformes__order
nsubj<advcl>nsubj> ...	2.0	0.313	adaptation_comment	Charadriiformes__order
acl> ...	2.0	0.432	adaptation_comment	Charadriiformes__order
obl<conj>obl> ...	2.0	0.25	adaptation_comment	Charadriiformes__order
obl<conj>advmod> ...	2.0	0.673	adaptation_comment	Charadriiformes__order
nsubj<ccomp>nsubj> ...	2.0	0.522	adaptation_comment	Charadriiformes__order
nmod<nmod>case> ...	2.0	0.59	adaptation_comment	Charadriiformes__order
advcl> ...	2.0	0.336	adaptation_comment	Charadriiformes__order
nmod<conj>amod> ...	2.0	0.239	adaptation_comment	Charadriiformes__order
nmod<appos<obl> ...	2.0	0.6	adaptation_comment	Charadriiformes__order
nummod> ...	2.0	0.497	adaptation_comment	Charadriiformes__order
case> for	2.0	0.886	adaptation_comment	Charadriiformes__order
nmod<det> a	2.0	0.418	adaptation_comment	Charadriiformes__order
nsubj<obj>det> ...	2.0	0.449	adaptation_comment	Charadriiformes__order
amod<obl< ...	2.0	0.315	adaptation_comment	Charadriiformes__order
nsubj<conj>amod> ...	2.0	0.457	adaptation_comment	Charadriiformes__order
advcl>obj> ...	2.0	0.51	adaptation_comment	Charadriiformes__order
