,token,token_form,concept_uri,arcpath,lemma,upos,widx,feat,elongation_x,elongation_y,group,relrole,comp_id,N_tokens
0,Eur398f_6_display-3,display,Courtship_display#adaptation,nmod:poss>,they,PRON,1,nmod:poss> they,-0.372584539107254,-0.0706724456297418,Charadriiformes__order,adaptation_comment,1,8
0,Bla-8d51_112_predators-2,predators,Predation#adaptation,nsubj<mark>,when,ADV,1,nsubj<mark> ...,0.3436983166618775,0.13172553220443856,Charadriiformes__order,adaptation_comment,1,8
2,Emp-5971_143_predators-5,predators,Predation#adaptation,nmod:poss>,penguin,NOUN,3,nmod:poss> ...,-0.476382497160576,0.14288921249843264,Charadriiformes__order,adaptation_comment,1,8
0,Sku-9981_28_predators-2,predators,Predation#adaptation,amod>,potential,ADJ,1,amod> potential,0.8302533290747344,-0.03556575956314598,Charadriiformes__order,adaptation_comment,1,8
0,Tun-4bf6_74_predators-4,predators,Predation#adaptation,amod>,small,ADJ,1,amod> ...,1.120258947054494,0.05477856991829726,Charadriiformes__order,adaptation_comment,1,8
2,Skif7b3_10_social-31,social,Presociality#adaptation,amod<,bird,NOUN,32,amod< ...,0.14076963266049933,0.028593641631217956,Charadriiformes__order,adaptation_comment,1,8
3,Ter-7888_37_social-26,social,Presociality#adaptation,amod<,contact,NOUN,27,amod< ...,-0.3917018253916957,-0.021401751485436105,Charadriiformes__order,adaptation_comment,1,8
8,Bur-dc3c_48_nocturnal-18,nocturnal,Nocturnality#adaptation,amod<,call,NOUN,19,amod< call,-0.4038732794341868,-0.061253149145572686,Charadriiformes__order,adaptation_comment,1,8
0,Atl-79fc_21_predators-9,predators,Predation#adaptation,obl<nsubj>,Colony,NOUN,1,obl<nsubj> ...,0.32393438501962724,0.114777334423901,Charadriiformes__order,adaptation_comment,0,4
13,Atl-79fc_21_predators-9,predators,Predation#adaptation,obl<conj>nmod>,attack,NOUN,22,obl<conj>nmod> ...,0.4468027949229312,0.18969156996322378,Charadriiformes__order,adaptation_comment,0,4
2,Arc-b4f2_27_migration-8,migration,Animal_migration#adaptation,obl<nsubj>,tern,NOUN,3,obl<nsubj> tern,0.36025207592523806,0.23182111748494288,Charadriiformes__order,adaptation_comment,0,4
10,Par-ce5c_4_migration-12,migration,Animal_migration#adaptation,conj>cc>,and,CCONJ,13,conj>cc> and,0.4154494833884042,0.06969067302744,Charadriiformes__order,adaptation_comment,0,4
11,Par-ce5c_4_migration-12,migration,Animal_migration#adaptation,conj>,winter,NOUN,14,conj> ...,0.569166343360179,-0.08892770499507233,Charadriiformes__order,adaptation_comment,0,4
10,Ter-7888_8_predators-13,predators,Predation#adaptation,conj>cc>,and,CCONJ,14,conj>cc> and,0.4154494833884042,0.06969067302744,Charadriiformes__order,adaptation_comment,0,4
11,Ter-7888_8_predators-13,predators,Predation#adaptation,conj>,parasite,NOUN,15,conj> ...,0.7441966766046939,0.16622215615940364,Charadriiformes__order,adaptation_comment,0,4
9,Ter-7888_68_migrations-21,migrations,Animal_migration#adaptation,case>,on,ADP,18,case> on,-0.3828882387419642,0.5588559784291768,Charadriiformes__order,adaptation_comment,7,5
6,Eur-35e8_5_scavengers-21,scavengers,Scavenger#adaptation,cc>,and,CCONJ,18,cc> and,-0.47604543644632624,-0.28773918286199224,Charadriiformes__order,adaptation_comment,7,5
5,Red-d827_57_migration-28,migration,Animal_migration#adaptation,case>,during,ADP,27,case> during,-0.39431966439664756,0.3188079300238084,Charadriiformes__order,adaptation_comment,7,5
6,Par-ce5c_41_migration-12,migration,Animal_migration#adaptation,compound<,occur,NOUN,13,compound< occur,0.5860982611373907,0.15683277557024977,Charadriiformes__order,adaptation_comment,7,5
9,Par-ce5c_41_migration-25,migration,Animal_migration#adaptation,compound<,occur,NOUN,26,compound< occur,0.5860982611373907,0.15683277557024977,Charadriiformes__order,adaptation_comment,7,5
12,Hum-85c3_347_migration-43,migration,Animal_migration#adaptation,case>,during,ADP,42,case> during,0.3635322195535448,-0.08420862738683327,Charadriiformes__order,adaptation_comment,6,9
