token	relrole	arcpath	lemma	upos	widx	token
Atl-79fc_229_predators-24	adaptation_comment	nsubj<obj>det>	the	DET	30	Atl-79fc_229_predators-24
Atl-79fc_229_predators-24	adaptation_comment	nsubj<obj>amod>	great	ADJ	31	Atl-79fc_229_predators-24
Atl-79fc_229_predators-24	adaptation_comment	nsubj<obj>amod>	back	VERB	34	Atl-79fc_229_predators-24
Atl-79fc_229_predators-24	adaptation_comment	nsubj<obj>	gull	NOUN	35	Atl-79fc_229_predators-24
Atl-79fc_229_predators-24	adaptation_comment	nsubj<obj>appos>	marinus	NOUN	38	Atl-79fc_229_predators-24
Atl-79fc_229_predators-24	adaptation_comment	nsubj<appos>det>	the	DET	41	Atl-79fc_229_predators-24
Atl-79fc_229_predators-24	adaptation_comment	nsubj<appos>amod>	great	ADJ	42	Atl-79fc_229_predators-24
Atl-79fc_229_predators-24	adaptation_comment	nsubj<appos>	skua	NOUN	43	Atl-79fc_229_predators-24
Atl-79fc_229_predators-24	adaptation_comment	nsubj<appos>appos>	Stercorarius	PROPN	45	Atl-79fc_229_predators-24
Atl-79fc_229_predators-24	adaptation_comment	nsubj<conj>cc>	and	CCONJ	49	Atl-79fc_229_predators-24
Atl-79fc_229_predators-24	adaptation_comment	nsubj<conj>amod>	similar-sized	ADJ	50	Atl-79fc_229_predators-24
Atl-79fc_229_predators-24	adaptation_comment	nsubj<conj>	species	NOUN	51	Atl-79fc_229_predators-24
Atl-79fc_229_predators-24	adaptation_comment	nsubj<conj>acl:relcl>	catch	VERB	55	Atl-79fc_229_predators-24
Hum-85c3_347_migration-43	adaptation_comment	obl<obl>case>	by	ADP	1	Hum-85c3_347_migration-43
Hum-85c3_347_migration-43	adaptation_comment	obl<obl>	comparison	NOUN	2	Hum-85c3_347_migration-43
Hum-85c3_347_migration-43	adaptation_comment	obl<nsubj>det>	the	DET	4	Hum-85c3_347_migration-43
Hum-85c3_347_migration-43	adaptation_comment	obl<nsubj>amod>	long	ADJ	12	Hum-85c3_347_migration-43
Hum-85c3_347_migration-43	adaptation_comment	obl<nsubj>amod>	arctic	ADJ	13	Hum-85c3_347_migration-43
Hum-85c3_347_migration-43	adaptation_comment	obl<nsubj>	tern	NOUN	14	Hum-85c3_347_migration-43
Hum-85c3_347_migration-43	adaptation_comment	obl<	make	VERB	15	Hum-85c3_347_migration-43
Hum-85c3_347_migration-43	adaptation_comment	obl<obj>compound>	flight	NOUN	20	Hum-85c3_347_migration-43
Hum-85c3_347_migration-43	adaptation_comment	obl<obj>	length	NOUN	33	Hum-85c3_347_migration-43
Hum-85c3_347_migration-43	adaptation_comment	obl<appos>nummod>	65	NUM	36	Hum-85c3_347_migration-43
Hum-85c3_347_migration-43	adaptation_comment	obl<appos>	%	SYM	37	Hum-85c3_347_migration-43
Hum-85c3_347_migration-43	adaptation_comment	obl<appos>nmod>	displacement	NOUN	41	Hum-85c3_347_migration-43
Hum-85c3_347_migration-43	adaptation_comment	case>	during	ADP	42	Hum-85c3_347_migration-43
Hum-85c3_347_migration-43	adaptation_comment	nmod>case>	by	ADP	44	Hum-85c3_347_migration-43
Hum-85c3_347_migration-43	adaptation_comment	nmod>amod>	rufous	ADJ	45	Hum-85c3_347_migration-43
Hum-85c3_347_migration-43	adaptation_comment	nmod>	hummingbird	NOUN	46	Hum-85c3_347_migration-43
Arc93ca_16_migration-9	adaptation_comment	obj<advcl<nsubj>	tern	NOUN	2	Arc93ca_16_migration-9
Arc93ca_16_migration-9	adaptation_comment	obj<advcl<cop>	be	AUX	3	Arc93ca_16_migration-9
Arc93ca_16_migration-9	adaptation_comment	obj<advcl<	famous	ADJ	4	Arc93ca_16_migration-9
Arc93ca_16_migration-9	adaptation_comment	obj<mark>	for	SCONJ	5	Arc93ca_16_migration-9
Arc93ca_16_migration-9	adaptation_comment	obj<	undertake	VERB	6	Arc93ca_16_migration-9
Arc93ca_16_migration-9	adaptation_comment	det>	the	DET	7	Arc93ca_16_migration-9
Arc93ca_16_migration-9	adaptation_comment	amod>	longest	ADJ	8	Arc93ca_16_migration-9
Arc93ca_16_migration-9	adaptation_comment	nmod>case>	of	ADP	10	Arc93ca_16_migration-9
Arc93ca_16_migration-9	adaptation_comment	nmod>det>	any	DET	11	Arc93ca_16_migration-9
Arc93ca_16_migration-9	adaptation_comment	nmod>	bird	NOUN	12	Arc93ca_16_migration-9
Arc93ca_7_migration-11	adaptation_comment	nmod:poss>det>	the	DET	1	Arc93ca_7_migration-11
Arc93ca_7_migration-11	adaptation_comment	nmod:poss>amod>	arctic	ADJ	2	Arc93ca_7_migration-11
Arc93ca_7_migration-11	adaptation_comment	nmod:poss>	tern	NOUN	3	Arc93ca_7_migration-11
Arc93ca_7_migration-11	adaptation_comment	nmod:poss>case>	's	PART	4	Arc93ca_7_migration-11
Arc93ca_7_migration-11	adaptation_comment	compound>amod>	extraordinary	ADJ	5	Arc93ca_7_migration-11
Arc93ca_7_migration-11	adaptation_comment	compound>	pole	NOUN	6	Arc93ca_7_migration-11
Arc93ca_7_migration-11	adaptation_comment	compound>nmod>case>	to	ADP	8	Arc93ca_7_migration-11
Arc93ca_7_migration-11	adaptation_comment	compound>nmod>	pole	NOUN	10	Arc93ca_7_migration-11
Arc93ca_7_migration-11	adaptation_comment	nsubj:pass<aux>	have	AUX	12	Arc93ca_7_migration-11
Arc93ca_7_migration-11	adaptation_comment	nsubj:pass<aux:pass>	be	AUX	13	Arc93ca_7_migration-11
Arc93ca_7_migration-11	adaptation_comment	nsubj:pass<	detailead	VERB	14	Arc93ca_7_migration-11
Arc93ca_7_migration-11	adaptation_comment	nsubj:pass<obl>case>	by	ADP	15	Arc93ca_7_migration-11
Arc93ca_7_migration-11	adaptation_comment	nsubj:pass<obl>det>	a	DET	16	Arc93ca_7_migration-11
Arc93ca_7_migration-11	adaptation_comment	nsubj:pass<obl>amod>	international	ADJ	17	Arc93ca_7_migration-11
Arc93ca_7_migration-11	adaptation_comment	nsubj:pass<obl>	team	NOUN	18	Arc93ca_7_migration-11
Arc93ca_7_migration-11	adaptation_comment	nsubj:pass<obl>nmod>	scientist	NOUN	20	Arc93ca_7_migration-11
Ter-7888_68_migrations-21	adaptation_comment	obl<advcl<nsubj:pass>	tern	NOUN	2	Ter-7888_68_migrations-21
Ter-7888_68_migrations-21	adaptation_comment	obl<advcl<aux:pass>	be	AUX	5	Ter-7888_68_migrations-21
Ter-7888_68_migrations-21	adaptation_comment	obl<advcl<	show	VERB	6	Ter-7888_68_migrations-21
Ter-7888_68_migrations-21	adaptation_comment	obl<advcl<obl>	geolocation	NOUN	9	Ter-7888_68_migrations-21
Ter-7888_68_migrations-21	adaptation_comment	obl<mark>	to	PART	10	Ter-7888_68_migrations-21
Ter-7888_68_migrations-21	adaptation_comment	obl<	average	VERB	11	Ter-7888_68_migrations-21
Ter-7888_68_migrations-21	adaptation_comment	obl<obj>nummod>	70,000	NUM	12	Ter-7888_68_migrations-21
Ter-7888_68_migrations-21	adaptation_comment	obl<obj>	km	NOUN	13	Ter-7888_68_migrations-21
Ter-7888_68_migrations-21	adaptation_comment	obl<obj>appos>	mi	NOUN	16	Ter-7888_68_migrations-21
Ter-7888_68_migrations-21	adaptation_comment	case>	on	ADP	18	Ter-7888_68_migrations-21
Ter-7888_68_migrations-21	adaptation_comment	nmod:poss>	they	PRON	19	Ter-7888_68_migrations-21
Ter-7888_68_migrations-21	adaptation_comment	amod>	annual	ADJ	20	Ter-7888_68_migrations-21
Ani-ab87_60_migration-7	adaptation_comment	compound<obj<nsubj>	tern	NOUN	3	Ani-ab87_60_migration-7
Ani-ab87_60_migration-7	adaptation_comment	compound<obj<	have	VERB	4	Ani-ab87_60_migration-7
Ani-ab87_60_migration-7	adaptation_comment	compound<det>	the	DET	5	Ani-ab87_60_migration-7
Ani-ab87_60_migration-7	adaptation_comment	compound<amod>	longest	ADJ	6	Ani-ab87_60_migration-7
Ani-ab87_60_migration-7	adaptation_comment	compound<	journey	NOUN	8	Ani-ab87_60_migration-7
Ani-ab87_60_migration-7	adaptation_comment	compound<nmod>case>	of	ADP	9	Ani-ab87_60_migration-7
Ani-ab87_60_migration-7	adaptation_comment	compound<nmod>det>	any	DET	10	Ani-ab87_60_migration-7
Ani-ab87_60_migration-7	adaptation_comment	compound<nmod>	bird	NOUN	11	Ani-ab87_60_migration-7
Ani-ab87_60_migration-7	adaptation_comment	compound<obj<parataxis>	fly	VERB	14	Ani-ab87_60_migration-7
Arc-b4f2_23_migration-6	adaptation_comment	conj<appos<amod>	arctic	ADJ	1	Arc-b4f2_23_migration-6
Arc-b4f2_23_migration-6	adaptation_comment	conj<appos<	tern	NOUN	2	Arc-b4f2_23_migration-6
Arc-b4f2_23_migration-6	adaptation_comment	conj<	distribution	NOUN	4	Arc-b4f2_23_migration-6
Arc-b4f2_23_migration-6	adaptation_comment	cc>	and	CCONJ	5	Arc-b4f2_23_migration-6
Bir-ebe4_360_migrations-5	adaptation_comment	obj<nsubj>det>	some	DET	1	Bir-ebe4_360_migrations-5
Bir-ebe4_360_migrations-5	adaptation_comment	obj<nsubj>	Seabird	NOUN	2	Bir-ebe4_360_migrations-5
Bir-ebe4_360_migrations-5	adaptation_comment	obj<	undertake	VERB	3	Bir-ebe4_360_migrations-5
Bir-ebe4_360_migrations-5	adaptation_comment	amod>	long	ADJ	4	Bir-ebe4_360_migrations-5
Bir-ebe4_360_migrations-5	adaptation_comment	obj<obl>case>	with	ADP	7	Bir-ebe4_360_migrations-5
Bir-ebe4_360_migrations-5	adaptation_comment	obj<obl>det>	the	DET	8	Bir-ebe4_360_migrations-5
Bir-ebe4_360_migrations-5	adaptation_comment	obj<obl>amod>	longest	ADJ	9	Bir-ebe4_360_migrations-5
Bir-ebe4_360_migrations-5	adaptation_comment	obj<obl>amod>	annual	ADJ	10	Bir-ebe4_360_migrations-5
Bir-ebe4_360_migrations-5	adaptation_comment	obj<obl>	migration	NOUN	11	Bir-ebe4_360_migrations-5
Bir-ebe4_360_migrations-5	adaptation_comment	obj<obl>nmod>	those	PRON	13	Bir-ebe4_360_migrations-5
Bir-ebe4_360_migrations-5	adaptation_comment	obj<conj>cc>	and	CCONJ	40	Bir-ebe4_360_migrations-5
Bir-ebe4_360_migrations-5	adaptation_comment	obj<conj>nmod:poss>	they	PRON	41	Bir-ebe4_360_migrations-5
Bir-ebe4_360_migrations-5	adaptation_comment	obj<conj>amod>	winter	VERB	42	Bir-ebe4_360_migrations-5
Bir-ebe4_360_migrations-5	adaptation_comment	obj<conj>	grounds	NOUN	43	Bir-ebe4_360_migrations-5
Bir-ebe4_360_migrations-5	adaptation_comment	obj<conj>nmod>	Antarctica	PROPN	45	Bir-ebe4_360_migrations-5
Bir-ebe4_360_migrations-5	adaptation_comment	obj<conj>nmod>	bird	NOUN	49	Bir-ebe4_360_migrations-5
Bir-ebe4_360_migrations-5	adaptation_comment	obj<conj>acl>	cover	VERB	50	Bir-ebe4_360_migrations-5
Bir-ebe4_360_migrations-11	adaptation_comment	obl<nsubj>det>	some	DET	1	Bir-ebe4_360_migrations-11
Bir-ebe4_360_migrations-11	adaptation_comment	obl<nsubj>	Seabird	NOUN	2	Bir-ebe4_360_migrations-11
Bir-ebe4_360_migrations-11	adaptation_comment	obl<	undertake	VERB	3	Bir-ebe4_360_migrations-11
Bir-ebe4_360_migrations-11	adaptation_comment	obl<obj>amod>	long	ADJ	4	Bir-ebe4_360_migrations-11
Bir-ebe4_360_migrations-11	adaptation_comment	obl<obj>	migration	NOUN	5	Bir-ebe4_360_migrations-11
Bir-ebe4_360_migrations-11	adaptation_comment	case>	with	ADP	7	Bir-ebe4_360_migrations-11
Bir-ebe4_360_migrations-11	adaptation_comment	det>	the	DET	8	Bir-ebe4_360_migrations-11
Bir-ebe4_360_migrations-11	adaptation_comment	amod>	longest	ADJ	9	Bir-ebe4_360_migrations-11
Bir-ebe4_360_migrations-11	adaptation_comment	amod>	annual	ADJ	10	Bir-ebe4_360_migrations-11
Bir-ebe4_360_migrations-11	adaptation_comment	nmod>case>	include	VERB	12	Bir-ebe4_360_migrations-11
Bir-ebe4_360_migrations-11	adaptation_comment	nmod>	those	PRON	13	Bir-ebe4_360_migrations-11
Bir-ebe4_360_migrations-11	adaptation_comment	nmod>nmod>case>	of	ADP	14	Bir-ebe4_360_migrations-11
Bir-ebe4_360_migrations-11	adaptation_comment	nmod>nmod>amod>	arctic	ADJ	15	Bir-ebe4_360_migrations-11
Bir-ebe4_360_migrations-11	adaptation_comment	nmod>nmod>	tern	NOUN	16	Bir-ebe4_360_migrations-11
Bir-ebe4_360_migrations-11	adaptation_comment	nmod>nmod>acl:relcl>	record	VERB	20	Bir-ebe4_360_migrations-11
Bir-ebe4_360_migrations-11	adaptation_comment	obl<conj>cc>	and	CCONJ	40	Bir-ebe4_360_migrations-11
Bir-ebe4_360_migrations-11	adaptation_comment	obl<conj>nmod:poss>	they	PRON	41	Bir-ebe4_360_migrations-11
Bir-ebe4_360_migrations-11	adaptation_comment	obl<conj>amod>	winter	VERB	42	Bir-ebe4_360_migrations-11
Bir-ebe4_360_migrations-11	adaptation_comment	obl<conj>	grounds	NOUN	43	Bir-ebe4_360_migrations-11
Bir-ebe4_360_migrations-11	adaptation_comment	obl<conj>nmod>	Antarctica	PROPN	45	Bir-ebe4_360_migrations-11
Bir-ebe4_360_migrations-11	adaptation_comment	obl<conj>nmod>	bird	NOUN	49	Bir-ebe4_360_migrations-11
Bir-ebe4_360_migrations-11	adaptation_comment	obl<conj>acl>	cover	VERB	50	Bir-ebe4_360_migrations-11
Arc-b4f2_27_migration-8	adaptation_comment	obl<nsubj>det>	the	DET	1	Arc-b4f2_27_migration-8
Arc-b4f2_27_migration-8	adaptation_comment	obl<nsubj>amod>	arctic	ADJ	2	Arc-b4f2_27_migration-8
Arc-b4f2_27_migration-8	adaptation_comment	obl<nsubj>	tern	NOUN	3	Arc-b4f2_27_migration-8
Arc-b4f2_27_migration-8	adaptation_comment	obl<cop>	be	AUX	4	Arc-b4f2_27_migration-8
Arc-b4f2_27_migration-8	adaptation_comment	obl<	famous	ADJ	5	Arc-b4f2_27_migration-8
Arc-b4f2_27_migration-8	adaptation_comment	case>	for	ADP	6	Arc-b4f2_27_migration-8
Arc-b4f2_27_migration-8	adaptation_comment	nmod:poss>	its	PRON	7	Arc-b4f2_27_migration-8
Arc-b4f2_27_migration-8	adaptation_comment	obl<parataxis>nsubj>	it	PRON	10	Arc-b4f2_27_migration-8
Arc-b4f2_27_migration-8	adaptation_comment	obl<parataxis>	fly	VERB	11	Arc-b4f2_27_migration-8
Arc-b4f2_27_migration-8	adaptation_comment	obl<parataxis>obl>	grounds	NOUN	16	Arc-b4f2_27_migration-8
Arc-b4f2_27_migration-8	adaptation_comment	obl<parataxis>advmod>	back	ADV	21	Arc-b4f2_27_migration-8
Arc-b4f2_27_migration-8	adaptation_comment	obl<parataxis>obl:tmod>	year	NOUN	24	Arc-b4f2_27_migration-8
Ter-7888_135_predators-4	adaptation_comment	amod>	less	ADJ	1	Ter-7888_135_predators-4
Ter-7888_135_predators-4	adaptation_comment	amod>	obvious	ADJ	2	Ter-7888_135_predators-4
Ter-7888_135_predators-4	adaptation_comment	compound>	nest	NOUN	3	Ter-7888_135_predators-4
Ter-7888_135_predators-4	adaptation_comment	nsubj<	include	VERB	5	Ter-7888_135_predators-4
Ter-7888_135_predators-4	adaptation_comment	nsubj<obj>amod>	ruddy	ADJ	6	Ter-7888_135_predators-4
Ter-7888_135_predators-4	adaptation_comment	nsubj<obj>	turnstone	NOUN	7	Ter-7888_135_predators-4
Ter-7888_135_predators-4	adaptation_comment	nsubj<obj>nmod>	Arctic	PROPN	10	Ter-7888_135_predators-4
Ter-7888_135_predators-4	adaptation_comment	nsubj<conj>cc>	and	CCONJ	12	Ter-7888_135_predators-4
Ter-7888_135_predators-4	adaptation_comment	nsubj<conj>amod>	bille	VERB	15	Ter-7888_135_predators-4
Ter-7888_135_predators-4	adaptation_comment	nsubj<conj>	tern	NOUN	16	Ter-7888_135_predators-4
Ter-7888_135_predators-4	adaptation_comment	nsubj<conj>nmod>	colony	NOUN	20	Ter-7888_135_predators-4
Arc-b4f2_55_predators-21	adaptation_comment	obj<conj<nsubj>	species	NOUN	2	Arc-b4f2_55_predators-21
Arc-b4f2_55_predators-21	adaptation_comment	obj<conj<	have	VERB	3	Arc-b4f2_55_predators-21
Arc-b4f2_55_predators-21	adaptation_comment	obj<conj<obj>	variety	NOUN	5	Arc-b4f2_55_predators-21
Arc-b4f2_55_predators-21	adaptation_comment	obj<conj<appos>	call	NOUN	16	Arc-b4f2_55_predators-21
Arc-b4f2_55_predators-21	adaptation_comment	obj<	make	VERB	18	Arc-b4f2_55_predators-21
Arc-b4f2_55_predators-21	adaptation_comment	amod>advmod>	when	ADV	19	Arc-b4f2_55_predators-21
Arc-b4f2_55_predators-21	adaptation_comment	amod>	possible	ADJ	20	Arc-b4f2_55_predators-21
Arc-b4f2_55_predators-21	adaptation_comment	nmod>case>	such	ADJ	23	Arc-b4f2_55_predators-21
Arc-b4f2_55_predators-21	adaptation_comment	nmod>case>fixed>	as	ADP	24	Arc-b4f2_55_predators-21
Arc-b4f2_55_predators-21	adaptation_comment	nmod>	human	NOUN	25	Arc-b4f2_55_predators-21
Arc-b4f2_55_predators-21	adaptation_comment	nmod>conj>cc>	or	CCONJ	26	Arc-b4f2_55_predators-21
Arc-b4f2_55_predators-21	adaptation_comment	nmod>conj>amod>	other	ADJ	27	Arc-b4f2_55_predators-21
Arc-b4f2_55_predators-21	adaptation_comment	nmod>conj>	mammal	NOUN	28	Arc-b4f2_55_predators-21
Arc-b4f2_55_predators-21	adaptation_comment	obj<xcomp>	enter	VERB	30	Arc-b4f2_55_predators-21
Arc-b4f2_55_predators-21	adaptation_comment	obj<xcomp>obj>	colony	NOUN	32	Arc-b4f2_55_predators-21
Arc-b4f2_55_predators-21	adaptation_comment	obj<conj<conj>	call	NOUN	37	Arc-b4f2_55_predators-21
Eur-19c7_34_migration-6	adaptation_comment	conj<appos<amod>	Eurasian	ADJ	1	Eur-19c7_34_migration-6
Eur-19c7_34_migration-6	adaptation_comment	conj<appos<	oystercatcher	NOUN	2	Eur-19c7_34_migration-6
Eur-19c7_34_migration-6	adaptation_comment	conj<	distribution	NOUN	4	Eur-19c7_34_migration-6
Eur-19c7_34_migration-6	adaptation_comment	cc>	and	CCONJ	5	Eur-19c7_34_migration-6
Eur398f_6_display-3	adaptation_comment	nmod:poss>	they	PRON	1	Eur398f_6_display-3
Eur398f_6_display-3	adaptation_comment	nsubj<cop>	be	AUX	4	Eur398f_6_display-3
Eur398f_6_display-3	adaptation_comment	nsubj<advmod>	also	ADV	5	Eur398f_6_display-3
Eur398f_6_display-3	adaptation_comment	nsubj<det>	a	DET	6	Eur398f_6_display-3
Eur398f_6_display-3	adaptation_comment	nsubj<amod>advmod>	rather	ADV	7	Eur398f_6_display-3
Eur398f_6_display-3	adaptation_comment	nsubj<amod>	understated	ADJ	8	Eur398f_6_display-3
Eur398f_6_display-3	adaptation_comment	nsubj<	affair	NOUN	9	Eur398f_6_display-3
