feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
nmod< ...,0.977,0.0,0.709,0.049,14,Charadriiformes__order,location_topic
nmod<det> the,0.945,0.0,0.764,0.027,5,Charadriiformes__order,location_topic
nmod<det> a,0.943,0.0,0.756,0.03,4,Charadriiformes__order,location_topic
nsubj<advmod> ...,0.931,0.001,0.764,0.027,5,Charadriiformes__order,location_topic
case> by,0.916,0.001,0.756,0.03,2,Charadriiformes__order,location_topic
amod> larger,0.913,0.002,0.756,0.03,2,Charadriiformes__order,location_topic
nsubj<advcl> ...,0.907,0.002,0.577,0.134,4,Charadriiformes__order,location_topic
nsubj<acl> ...,0.906,0.002,0.577,0.134,5,Charadriiformes__order,location_topic
conj<conj> waxwing,0.89,0.003,0.577,0.134,2,Charadriiformes__order,location_topic
conj<conj> Eurasian,0.878,0.004,0.577,0.134,2,Charadriiformes__order,location_topic
conj> ...,0.876,0.004,0.791,0.019,15,Charadriiformes__order,location_topic
conj<conj> ...,0.863,0.006,0.577,0.134,12,Charadriiformes__order,location_topic
conj<conj> razorbill,0.853,0.007,0.577,0.134,2,Charadriiformes__order,location_topic
nmod< species,0.848,0.008,0.733,0.039,3,Charadriiformes__order,location_topic
conj>cc> and,0.84,0.009,0.764,0.027,8,Charadriiformes__order,location_topic
amod>obl>case> ...,0.83,0.011,0.546,0.162,3,Charadriiformes__order,location_topic
nsubj<det> a,0.822,0.012,0.764,0.027,6,Charadriiformes__order,location_topic
case> ...,0.819,0.013,0.472,0.237,9,Charadriiformes__order,location_topic
nmod< bird,0.818,0.013,0.733,0.039,3,Charadriiformes__order,location_topic
nsubj<nmod>amod> ...,0.807,0.015,0.756,0.03,4,Charadriiformes__order,location_topic
conj<conj> grouse,0.805,0.016,0.577,0.134,2,Charadriiformes__order,location_topic
nsubj<obj>amod> ...,0.805,0.016,0.674,0.067,4,Charadriiformes__order,location_topic
nsubj< species,0.796,0.018,0.577,0.134,2,Charadriiformes__order,location_topic
nsubj:pass<obl>case> ...,0.795,0.018,0.756,0.03,2,Charadriiformes__order,location_topic
amod> ...,0.783,0.022,0.495,0.213,21,Charadriiformes__order,location_topic
nsubj<obj> site,0.762,0.028,0.577,0.134,2,Charadriiformes__order,location_topic
conj>cc> or,0.757,0.03,0.845,0.008,3,Charadriiformes__order,location_topic
amod>advmod> ...,0.755,0.03,0.577,0.134,1,Charadriiformes__order,location_topic
compound> herring,-0.751,0.032,-0.764,0.027,4,Charadriiformes__order,location_topic
case> such,0.75,0.032,0.733,0.039,4,Charadriiformes__order,location_topic
nsubj:pass< ...,0.744,0.034,0.546,0.162,4,Charadriiformes__order,location_topic
nsubj<obl>case> in,0.744,0.034,0.577,0.134,4,Charadriiformes__order,location_topic
nsubj:pass<obl>case> in,0.738,0.037,0.756,0.03,2,Charadriiformes__order,location_topic
nsubj<obl>case> ...,0.737,0.037,0.577,0.134,7,Charadriiformes__order,location_topic
nmod<amod> ...,0.734,0.038,0.546,0.162,8,Charadriiformes__order,location_topic
nmod<nsubj< be,0.733,0.038,0.756,0.03,2,Charadriiformes__order,location_topic
case> of,0.725,0.042,0.454,0.259,10,Charadriiformes__order,location_topic
nsubj< ...,0.722,0.043,0.381,0.352,17,Charadriiformes__order,location_topic
nmod<det> ...,0.718,0.045,0.577,0.134,2,Charadriiformes__order,location_topic
nsubj<nmod>det> the,0.718,0.045,0.655,0.078,3,Charadriiformes__order,location_topic
nsubj:pass<aux:pass> be,0.715,0.046,0.846,0.008,7,Charadriiformes__order,location_topic
nsubj<advmod> often,0.71,0.048,0.577,0.134,2,Charadriiformes__order,location_topic
