feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
nmod< migration,0.97,0.0,0.577,0.134,2,Charadriiformes__order,taxongroup_comment
nsubj< bird,0.967,0.0,0.577,0.134,2,Charadriiformes__order,taxongroup_comment
nsubj< ...,0.962,0.0,0.568,0.142,55,Charadriiformes__order,taxongroup_comment
nmod>case> in,0.961,0.0,0.866,0.005,9,Charadriiformes__order,taxongroup_comment
nmod>case> of,0.949,0.0,0.733,0.039,9,Charadriiformes__order,taxongroup_comment
appos<nmod>case> of,0.948,0.0,0.764,0.027,3,Charadriiformes__order,taxongroup_comment
nmod< ...,0.948,0.0,0.23,0.584,48,Charadriiformes__order,taxongroup_comment
nsubj< gull,0.947,0.0,0.577,0.134,2,Charadriiformes__order,taxongroup_comment
nmod>amod> black,0.926,0.001,0.756,0.03,2,Charadriiformes__order,taxongroup_comment
nsubj< have,0.922,0.001,0.577,0.134,3,Charadriiformes__order,taxongroup_comment
conj<advmod> ...,0.918,0.001,0.674,0.067,5,Charadriiformes__order,taxongroup_comment
nmod<amod> ...,0.903,0.002,0.786,0.021,20,Charadriiformes__order,taxongroup_comment
case> in,0.902,0.002,0.764,0.027,8,Charadriiformes__order,taxongroup_comment
nmod< map,0.899,0.002,0.577,0.134,3,Charadriiformes__order,taxongroup_comment
case> ...,0.894,0.003,0.571,0.14,20,Charadriiformes__order,taxongroup_comment
conj>cc> and,0.882,0.004,-0.183,0.665,20,Charadriiformes__order,taxongroup_comment
conj>cc> or,0.882,0.004,0.577,0.134,3,Charadriiformes__order,taxongroup_comment
nmod<det> the,0.882,0.004,0.491,0.217,24,Charadriiformes__order,taxongroup_comment
nmod< group,0.879,0.004,0.577,0.134,4,Charadriiformes__order,taxongroup_comment
case> 's,0.869,0.005,0.764,0.027,4,Charadriiformes__order,taxongroup_comment
nmod< call,0.867,0.005,0.577,0.134,2,Charadriiformes__order,taxongroup_comment
nmod<det> a,0.86,0.006,0.436,0.28,4,Charadriiformes__order,taxongroup_comment
nmod>case> to,0.858,0.006,0.764,0.027,4,Charadriiformes__order,taxongroup_comment
case> on,0.857,0.007,0.756,0.03,4,Charadriiformes__order,taxongroup_comment
nsubj>conj>cc> or,0.856,0.007,0.866,0.005,4,Charadriiformes__order,taxongroup_comment
nsubj< include,0.856,0.007,0.655,0.078,3,Charadriiformes__order,taxongroup_comment
obj<nsubj> predator,0.855,0.007,0.577,0.134,2,Charadriiformes__order,taxongroup_comment
amod> liv,0.852,0.007,0.577,0.134,3,Charadriiformes__order,taxongroup_comment
nmod<det> ...,0.851,0.007,0.577,0.134,2,Charadriiformes__order,taxongroup_comment
appos<nsubj<advmod> Alternatively,-0.847,0.008,-0.655,0.078,4,Charadriiformes__order,taxongroup_comment
nsubj< latin,0.846,0.008,0.577,0.134,2,Charadriiformes__order,taxongroup_comment
nmod>case> from,0.844,0.008,0.764,0.027,3,Charadriiformes__order,taxongroup_comment
nsubj<obl>nmod> ...,0.837,0.009,0.577,0.134,8,Charadriiformes__order,taxongroup_comment
case> of,0.835,0.01,0.457,0.255,47,Charadriiformes__order,taxongroup_comment
nmod>det> a,0.835,0.01,0.577,0.134,4,Charadriiformes__order,taxongroup_comment
amod>case> ...,0.832,0.01,0.577,0.134,1,Charadriiformes__order,taxongroup_comment
case> with,0.825,0.012,0.764,0.027,7,Charadriiformes__order,taxongroup_comment
nmod>case> ...,0.824,0.012,0.729,0.04,8,Charadriiformes__order,taxongroup_comment
acl:relcl>obl>amod> ...,0.822,0.012,0.764,0.027,5,Charadriiformes__order,taxongroup_comment
obj< attack,0.818,0.013,0.732,0.039,3,Charadriiformes__order,taxongroup_comment
nmod> world,0.817,0.013,0.577,0.134,4,Charadriiformes__order,taxongroup_comment
