	kldiv	group	g_N
kldiv_adaptation_comment	1.812655202753478	Chordate__phylum	2054
kldiv_adaptation_topic	1.1303911295154594	Chordate__phylum	2054
kldiv_free_topic	0.19316274817492715	Chordate__phylum	2054
kldiv_location_comment	2.0035330446788056	Chordate__phylum	2054
kldiv_location_topic	0.6909000790187544	Chordate__phylum	2054
kldiv_taxongroup_comment	0.3612333345022027	Chordate__phylum	2054
kldiv_taxongroup_topic	0.3845978357291704	Chordate__phylum	2054
