feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
conj<nmod<conj> shark,0.912,0.002,0.577,0.134,20,Chordate__phylum,location_topic
conj< shark,0.859,0.006,0.464,0.247,7,Chordate__phylum,location_topic
cc> and,0.854,0.007,0.626,0.097,12,Chordate__phylum,location_topic
nmod<conj> shark,0.837,0.01,0.655,0.078,12,Chordate__phylum,location_topic
conj<conj> shark,0.833,0.01,0.546,0.162,95,Chordate__phylum,location_topic
nsubj<obj>nmod> ...,0.833,0.01,0.577,0.134,7,Chordate__phylum,location_topic
nsubj<appos> ...,0.831,0.011,0.577,0.134,3,Chordate__phylum,location_topic
conj<compound> ...,0.819,0.013,0.577,0.134,4,Chordate__phylum,location_topic
nsubj<conj> ...,0.809,0.015,0.577,0.134,6,Chordate__phylum,location_topic
nsubj<mark> although,0.805,0.016,0.577,0.134,2,Chordate__phylum,location_topic
nsubj<mark> ...,0.798,0.018,0.577,0.134,1,Chordate__phylum,location_topic
conj<conj>compound> reef,0.788,0.02,0.577,0.134,27,Chordate__phylum,location_topic
obl<nsubj>compound> lemon,0.786,0.021,0.577,0.134,2,Chordate__phylum,location_topic
obl<nsubj>compound> ...,0.784,0.021,0.577,0.134,1,Chordate__phylum,location_topic
nsubj<obj> habitat,0.776,0.024,0.577,0.134,2,Chordate__phylum,location_topic
nmod<conj>compound> reef,0.774,0.024,0.577,0.134,3,Chordate__phylum,location_topic
obl<conj> ...,0.77,0.025,0.577,0.134,3,Chordate__phylum,location_topic
conj<nsubj<advcl> ...,0.764,0.027,0.577,0.134,1,Chordate__phylum,location_topic
obl< consist,0.759,0.029,0.577,0.134,2,Chordate__phylum,location_topic
obl< ...,0.746,0.033,0.577,0.134,13,Chordate__phylum,location_topic
nmod>conj> ...,0.744,0.034,0.577,0.134,6,Chordate__phylum,location_topic
nsubj<mark> that,0.741,0.035,0.577,0.134,2,Chordate__phylum,location_topic
nsubj<advcl>obj> ...,0.736,0.038,0.577,0.134,5,Chordate__phylum,location_topic
conj<nsubj<advcl> use,0.734,0.038,0.577,0.134,2,Chordate__phylum,location_topic
nmod<conj>amod> ...,0.729,0.04,0.577,0.134,4,Chordate__phylum,location_topic
nmod<nmod> ...,0.724,0.042,0.577,0.134,3,Chordate__phylum,location_topic
nsubj<obl>case> with,0.723,0.043,0.577,0.134,4,Chordate__phylum,location_topic
conj<obj<conj< migratory,0.722,0.043,0.577,0.134,10,Chordate__phylum,location_topic
conj<nmod>compound> ...,0.721,0.044,0.577,0.134,1,Chordate__phylum,location_topic
nmod>conj>cc> ...,0.718,0.045,0.577,0.134,1,Chordate__phylum,location_topic
conj<conj>compound> whitetip,0.715,0.046,0.577,0.134,9,Chordate__phylum,location_topic
amod> young,0.715,0.046,0.577,0.134,2,Chordate__phylum,location_topic
conj<conj>compound> copper,0.714,0.047,0.577,0.134,9,Chordate__phylum,location_topic
compound<nmod>case> to,0.713,0.047,0.756,0.03,2,Chordate__phylum,location_topic
conj<nmod>case> ...,0.713,0.047,0.577,0.134,1,Chordate__phylum,location_topic
conj<nmod>conj> shark,0.713,0.047,0.577,0.134,20,Chordate__phylum,location_topic
nmod<conj>cc> ...,0.712,0.048,0.577,0.134,1,Chordate__phylum,location_topic
amod> great,0.71,0.048,0.577,0.134,4,Chordate__phylum,location_topic
conj<appos> birostris,0.708,0.049,0.577,0.134,2,Chordate__phylum,location_topic
obl<advmod> ...,0.702,0.052,0.577,0.134,5,Chordate__phylum,location_topic
nmod<conj>compound> ...,0.699,0.054,0.436,0.28,4,Chordate__phylum,location_topic
nsubj<obl>case> ...,0.697,0.055,0.577,0.134,7,Chordate__phylum,location_topic
conj<appos> ...,0.695,0.056,0.577,0.134,1,Chordate__phylum,location_topic
conj<nsubj<advmod> independently,0.694,0.056,0.577,0.134,2,Chordate__phylum,location_topic
nmod>conj>cc> and,0.686,0.06,0.577,0.134,2,Chordate__phylum,location_topic
conj<appos> Rhincodon,0.683,0.062,0.577,0.134,2,Chordate__phylum,location_topic
nmod<conj>cc> and,0.675,0.066,0.63,0.094,2,Chordate__phylum,location_topic
nsubj<nmod>case> of,0.672,0.068,0.577,0.134,3,Chordate__phylum,location_topic
nmod<det> ...,0.67,0.069,0.577,0.134,3,Chordate__phylum,location_topic
nsubj<obl>amod> ...,0.668,0.07,0.577,0.134,6,Chordate__phylum,location_topic
amod> ...,0.661,0.074,0.491,0.217,29,Chordate__phylum,location_topic
nsubj< become,0.651,0.08,0.577,0.134,2,Chordate__phylum,location_topic
amod> lemon,0.648,0.082,0.577,0.134,2,Chordate__phylum,location_topic
conj<appos>compound> whale,0.638,0.089,0.577,0.134,2,Chordate__phylum,location_topic
nsubj<obl>case> like,0.637,0.09,0.577,0.134,2,Chordate__phylum,location_topic
nsubj<nmod>amod> ...,0.636,0.09,0.577,0.134,4,Chordate__phylum,location_topic
compound>amod> ...,0.635,0.091,0.577,0.134,4,Chordate__phylum,location_topic
nmod>amod> ...,0.633,0.092,0.577,0.134,3,Chordate__phylum,location_topic
nmod<nsubj:pass<advmod> ...,0.627,0.096,0.577,0.134,3,Chordate__phylum,location_topic
conj<obj<cc> and,0.622,0.1,0.577,0.134,10,Chordate__phylum,location_topic
nsubj<nmod>case> ...,0.62,0.101,0.577,0.134,1,Chordate__phylum,location_topic
conj<amod> bask,0.613,0.106,0.577,0.134,2,Chordate__phylum,location_topic
conj<amod> live,0.613,0.106,0.577,0.134,2,Chordate__phylum,location_topic
compound< ...,0.61,0.108,0.655,0.078,9,Chordate__phylum,location_topic
obl<acl:relcl<compound> ...,0.604,0.113,0.577,0.134,3,Chordate__phylum,location_topic
nsubj<nmod> ...,0.604,0.113,0.577,0.134,3,Chordate__phylum,location_topic
det> the,0.604,0.113,0.524,0.183,31,Chordate__phylum,location_topic
cc> ...,0.602,0.114,0.378,0.356,2,Chordate__phylum,location_topic
conj<nmod>case> in,0.597,0.118,0.577,0.134,2,Chordate__phylum,location_topic
conj<cop> be,0.596,0.119,0.577,0.134,4,Chordate__phylum,location_topic
conj<conj>det> the,0.592,0.122,0.577,0.134,2,Chordate__phylum,location_topic
conj<conj>compound> blacktip,0.588,0.125,0.577,0.134,9,Chordate__phylum,location_topic
amod> white,0.588,0.125,0.218,0.604,9,Chordate__phylum,location_topic
conj<appos> shark,0.588,0.125,0.577,0.134,3,Chordate__phylum,location_topic
amod> giant,0.588,0.126,0.546,0.162,4,Chordate__phylum,location_topic
conj>compound> ...,0.578,0.134,0.655,0.078,8,Chordate__phylum,location_topic
conj<nsubj<cop> be,0.577,0.134,0.577,0.134,3,Chordate__phylum,location_topic
conj<conj>obj> ...,0.576,0.135,0.577,0.134,3,Chordate__phylum,location_topic
amod> oceanic,0.576,0.135,0.436,0.28,5,Chordate__phylum,location_topic
obl<cop> be,0.576,0.135,0.577,0.134,4,Chordate__phylum,location_topic
nmod<det> a,0.574,0.136,0.577,0.134,7,Chordate__phylum,location_topic
obj<mark> to,0.571,0.14,0.577,0.134,2,Chordate__phylum,location_topic
nmod<det> the,0.568,0.142,0.577,0.134,8,Chordate__phylum,location_topic
det> a,0.564,0.145,0.218,0.604,6,Chordate__phylum,location_topic
nsubj< have,0.562,0.147,0.577,0.134,4,Chordate__phylum,location_topic
appos<conj>amod> bask,0.558,0.151,0.577,0.134,2,Chordate__phylum,location_topic
nsubj<obl> water,0.552,0.156,0.412,0.31,2,Chordate__phylum,location_topic
obj<advcl< ...,0.549,0.159,0.655,0.078,3,Chordate__phylum,location_topic
nsubj<obl> ...,0.548,0.16,-0.031,0.942,17,Chordate__phylum,location_topic
nsubj<aux> do,0.547,0.161,0.577,0.134,2,Chordate__phylum,location_topic
cop> be,0.546,0.162,0.412,0.31,4,Chordate__phylum,location_topic
nmod>case> ...,0.545,0.163,0.412,0.31,6,Chordate__phylum,location_topic
nsubj<aux> may,0.541,0.166,0.577,0.134,2,Chordate__phylum,location_topic
nsubj:pass<obl>det> the,0.54,0.167,0.577,0.134,4,Chordate__phylum,location_topic
nsubj<cop> be,0.539,0.168,0.412,0.31,9,Chordate__phylum,location_topic
nsubj< ...,0.539,0.168,0.436,0.28,23,Chordate__phylum,location_topic
conj<nmod< ...,0.539,0.168,0.63,0.094,2,Chordate__phylum,location_topic
amod> finn,0.538,0.169,0.412,0.31,3,Chordate__phylum,location_topic
conj<conj> ...,0.536,0.171,0.355,0.389,16,Chordate__phylum,location_topic
nmod>case> of,0.534,0.173,0.412,0.31,2,Chordate__phylum,location_topic
conj<case> ...,0.533,0.174,0.436,0.28,6,Chordate__phylum,location_topic
appos<amod> cartilaginous,0.528,0.179,0.577,0.134,2,Chordate__phylum,location_topic
compound<nsubj<obj> ...,-0.525,0.182,-0.577,0.134,3,Chordate__phylum,location_topic
conj<det> the,0.522,0.185,0.592,0.122,6,Chordate__phylum,location_topic
appos<appos> Rhincodon,-0.521,0.185,-0.577,0.134,2,Chordate__phylum,location_topic
nsubj<obl>case> in,0.52,0.187,0.327,0.429,6,Chordate__phylum,location_topic
conj<amod> ...,0.52,0.187,0.436,0.28,7,Chordate__phylum,location_topic
nsubj< species,0.518,0.188,0.577,0.134,2,Chordate__phylum,location_topic
compound<nsubj<obl> ...,-0.517,0.19,-0.218,0.604,4,Chordate__phylum,location_topic
appos< ...,0.506,0.201,0.412,0.31,2,Chordate__phylum,location_topic
conj<appos>compound> Manta,0.505,0.202,0.577,0.134,2,Chordate__phylum,location_topic
nsubj<aux> have,0.502,0.205,0.577,0.134,4,Chordate__phylum,location_topic
flat> mokarran,0.498,0.209,0.577,0.134,2,Chordate__phylum,location_topic
nsubj<obl>compound> ...,0.497,0.21,0.577,0.134,4,Chordate__phylum,location_topic
appos> shark,0.491,0.217,0.63,0.094,2,Chordate__phylum,location_topic
nsubj<xcomp> ...,0.49,0.218,0.327,0.429,5,Chordate__phylum,location_topic
appos< fish,0.486,0.222,0.412,0.31,2,Chordate__phylum,location_topic
nsubj<advcl< ...,0.485,0.223,0.577,0.134,3,Chordate__phylum,location_topic
compound<nmod< distinction,-0.484,0.224,-0.378,0.356,2,Chordate__phylum,location_topic
conj>amod> other,0.478,0.231,0.504,0.203,2,Chordate__phylum,location_topic
compound> Manta,0.476,0.233,0.436,0.28,6,Chordate__phylum,location_topic
conj<compound> bull,-0.475,0.234,-0.412,0.31,2,Chordate__phylum,location_topic
nmod>case> in,0.474,0.236,0.412,0.31,3,Chordate__phylum,location_topic
compound>conj>cc> and,0.471,0.238,0.252,0.547,2,Chordate__phylum,location_topic
nmod<cop> be,0.467,0.243,0.577,0.134,6,Chordate__phylum,location_topic
compound>conj>cc> ...,-0.467,0.243,-0.577,0.134,2,Chordate__phylum,location_topic
amod> cartilaginous,0.464,0.246,0.192,0.648,8,Chordate__phylum,location_topic
nsubj<obl>acl:relcl> ...,0.457,0.255,0.412,0.31,3,Chordate__phylum,location_topic
acl> ...,0.457,0.255,0.577,0.134,2,Chordate__phylum,location_topic
conj<nmod<amod> such,0.455,0.257,0.412,0.31,2,Chordate__phylum,location_topic
nmod> ...,0.455,0.258,0.577,0.134,11,Chordate__phylum,location_topic
nsubj<obj>amod> ...,0.453,0.26,0.412,0.31,9,Chordate__phylum,location_topic
nsubj< predator,0.45,0.264,0.412,0.31,2,Chordate__phylum,location_topic
appos<appos> ...,-0.445,0.27,-0.577,0.134,2,Chordate__phylum,location_topic
nsubj<obj> suction,0.442,0.273,0.412,0.31,2,Chordate__phylum,location_topic
conj< fish,0.442,0.273,0.247,0.555,2,Chordate__phylum,location_topic
acl:relcl>obl> ...,0.441,0.274,0.327,0.429,3,Chordate__phylum,location_topic
nsubj<obl>amod> coastal,0.438,0.277,0.412,0.31,2,Chordate__phylum,location_topic
appos<conj>amod> giant,0.432,0.286,0.577,0.134,2,Chordate__phylum,location_topic
compound<nmod<amod> ...,-0.43,0.287,-0.412,0.31,2,Chordate__phylum,location_topic
appos>compound> Mobula,0.43,0.288,0.412,0.31,2,Chordate__phylum,location_topic
conj<nsubj<advmod> ...,0.43,0.288,0.412,0.31,2,Chordate__phylum,location_topic
nsubj<advmod> ...,0.429,0.288,0.412,0.31,8,Chordate__phylum,location_topic
amod> other,0.429,0.289,0.504,0.203,2,Chordate__phylum,location_topic
acl:relcl>obl>case> ...,-0.428,0.29,-0.592,0.122,3,Chordate__phylum,location_topic
case> as,0.425,0.294,0.546,0.162,3,Chordate__phylum,location_topic
conj> ...,0.42,0.301,0.312,0.452,19,Chordate__phylum,location_topic
nsubj< select,0.413,0.31,0.412,0.31,2,Chordate__phylum,location_topic
case> from,0.412,0.311,0.577,0.134,2,Chordate__phylum,location_topic
compound<nmod< ...,-0.409,0.315,-0.412,0.31,6,Chordate__phylum,location_topic
compound<nmod< threat,-0.406,0.319,-0.577,0.134,2,Chordate__phylum,location_topic
