,token,token_form,concept_uri,arcpath,lemma,upos,widx,feat,elongation_x,elongation_y,group,relrole,comp_id,N_tokens
5,Req-2240_3_sharks-8,sharks,Shark#superorder,nmod>case>,of,ADP,9,nmod>case> of,0.3944663528664498,0.05223099189201706,Chordate__phylum,taxongroup_topic,6,45
6,Gre-c669_94_shark-15,shark,Great_white_shark#species,compound<nmod>case>,in,ADP,17,compound<nmod>case> in,0.5081346470727865,0.20470795943491685,Chordate__phylum,taxongroup_topic,6,45
8,Gre-c669_94_shark-15,shark,Great_white_shark#species,compound<nmod>case>,to,ADP,19,compound<nmod>case> ...,0.39420411722732684,0.20800624272685508,Chordate__phylum,taxongroup_topic,6,45
2,Gre-c669_94_sharks-3,sharks,Great_white_shark#species,nmod>case>,like,ADP,5,nmod>case> ...,0.24507913707657342,0.2469209531599078,Chordate__phylum,taxongroup_topic,6,45
14,Gre-c669_2_shark-4,shark,Lamniformes#order,nsubj<det>,a,DET,26,nsubj<det> a,0.4728132086778021,0.22653437553312833,Chordate__phylum,taxongroup_topic,6,45
2,Pin-2f45_282_sharks-2,sharks,Shark#superorder,nsubj<det>,another,DET,4,nsubj<det> ...,0.39307229998096704,0.23543829631826516,Chordate__phylum,taxongroup_topic,6,45
6,Pin-2f45_282_shark-13,shark,Tiger_shark#species,nmod>case>,of,ADP,7,nmod>case> of,0.3944663528664498,0.05223099189201706,Chordate__phylum,taxongroup_topic,6,45
16,Pin-2f45_282_shark-13,shark,Tiger_shark#species,nmod<conj>,shark,NOUN,18,nmod<conj> shark,-0.7532065984022318,-0.29278392190131425,Chordate__phylum,taxongroup_topic,6,45
3,Gre-8842_178_shark-3,shark,Shark#superorder,nsubj<det>,the,DET,5,nsubj<det> the,0.5120426564034877,0.2145894342491066,Chordate__phylum,taxongroup_topic,6,45
3,Tig-9404_70_shark-3,shark,Shark#superorder,nsubj<det>,a,DET,5,nsubj<det> a,0.4728132086778021,0.22653437553312833,Chordate__phylum,taxongroup_topic,6,45
5,Tig-9404_80_sharks-22,sharks,Shark#superorder,obj<,do,VERB,17,obj< ...,0.5264985053566781,0.21035846884179948,Chordate__phylum,taxongroup_topic,6,45
6,Coe-f000_2_Coelacanths-1,Coelacanths,Latimeria#genus,nsubj<det>,a,DET,14,nsubj<det> a,0.4728132086778021,0.22653437553312833,Chordate__phylum,taxongroup_topic,6,45
1,Lam-a51d_2_Lamniformes-2,Lamniformes,Lamniformes#order,nmod>case>,from,ADP,5,nmod>case> from,0.4577720257560417,0.10333915492513832,Chordate__phylum,taxongroup_topic,6,45
8,Lam-a51d_2_Lamniformes-2,Lamniformes,Lamniformes#order,nsubj<det>,a,DET,15,nsubj<det> a,0.4728132086778021,0.22653437553312833,Chordate__phylum,taxongroup_topic,6,45
10,Tig-9404_180_shark-23,shark,Tiger_shark#species,nmod>case>,on,ADP,24,nmod>case> ...,0.4297733025043676,0.07146463119570588,Chordate__phylum,taxongroup_topic,6,45
1,Ver-1720_131_fishes-5,fishes,Chondrichthyes#class,obj<,extinct,VERB,3,obj< ...,0.395638793623482,0.1822087375047938,Chordate__phylum,taxongroup_topic,6,45
13,Sha-8b9d_483_sharks-52,sharks,Shark#superorder,obj<,kill,VERB,49,obj< kill,0.34691506106760933,0.12398986318922772,Chordate__phylum,taxongroup_topic,6,45
4,Car4f21_2_sharks-3,sharks,Requiem_shark#family,nsubj<det>,a,DET,8,nsubj<det> a,0.4728132086778021,0.22653437553312833,Chordate__phylum,taxongroup_topic,6,45
7,Ham-9078_68_sharks-25,sharks,Hammerhead_shark#genus,obj<,put,VERB,22,obj< ...,0.45046318583209705,0.12905228576399944,Chordate__phylum,taxongroup_topic,6,45
3,Ham-9078_2_sharks-3,sharks,Hammerhead_shark#genus,nsubj<det>,a,DET,5,nsubj<det> a,0.4728132086778021,0.22653437553312833,Chordate__phylum,taxongroup_topic,6,45
4,Ham-9078_54_sharks-28,sharks,Hammerhead_shark#genus,obj<,eat,VERB,25,obj< eat,0.47760617495366886,0.17568168969742065,Chordate__phylum,taxongroup_topic,6,45
7,Ham-9078_54_sharks-28,sharks,Hammerhead_shark#genus,nmod>case>,include,VERB,30,nmod>case> include,0.32291853195952563,0.16223910491833018,Chordate__phylum,taxongroup_topic,6,45
8,Lem-ec0f_2_shark-12,shark,Lemon_shark#species,nmod>case>,from,ADP,13,nmod>case> from,0.4577720257560417,0.10333915492513832,Chordate__phylum,taxongroup_topic,6,45
14,Lem-ec0f_2_shark-12,shark,Lemon_shark#species,nmod<conj>,classify,VERB,19,nmod<conj> ...,-0.3587034662228744,-0.08069063530166046,Chordate__phylum,taxongroup_topic,6,45
5,Lem-ec0f_2_shark-3,shark,Lemon_shark#species,nsubj<det>,a,DET,9,nsubj<det> a,0.4728132086778021,0.22653437553312833,Chordate__phylum,taxongroup_topic,6,45
6,Lem-ec0f_90_shark-32,shark,Lemon_shark#species,obj<,study,VERB,29,obj< ...,0.47362092339959005,0.11313511640544277,Chordate__phylum,taxongroup_topic,6,45
3,Bas-63b2_23_shark-3,shark,Shark#superorder,nsubj<det>,the,DET,5,nsubj<det> the,0.5120426564034877,0.2145894342491066,Chordate__phylum,taxongroup_topic,6,45
2,Syn-38d5_3_synapsids-2,synapsids,Synapsid#class,nsubj<det>,the,DET,4,nsubj<det> the,0.5120426564034877,0.2145894342491066,Chordate__phylum,taxongroup_topic,6,45
7,Syn-38d5_86_therapsid-10,therapsid,Therapsida#order,nmod>case>,from,ADP,11,nmod>case> from,0.4577720257560417,0.10333915492513832,Chordate__phylum,taxongroup_topic,6,45
2,The-6798_2_therapsid-2,therapsid,Therapsida#order,nsubj<det>,a,DET,4,nsubj<det> a,0.4728132086778021,0.22653437553312833,Chordate__phylum,taxongroup_topic,6,45
6,Pel-c217_2_therapsids-25,therapsids,Therapsida#order,obj<,exclude,VERB,23,obj< ...,0.4966072293515003,0.2134737639802085,Chordate__phylum,taxongroup_topic,6,45
3,Tig-9404_17_shark-3,shark,Shark#superorder,nsubj<det>,a,DET,5,nsubj<det> a,0.4728132086778021,0.22653437553312833,Chordate__phylum,taxongroup_topic,6,45
5,Tig-9404_2_shark-3,shark,Carcharhiniformes#order,nsubj<det>,a,DET,9,nsubj<det> a,0.4728132086778021,0.22653437553312833,Chordate__phylum,taxongroup_topic,6,45
3,Bot-9991_282_shark-3,shark,Shark#superorder,compound<nmod>case>,such,ADJ,6,compound<nmod>case> ...,0.21941944643553876,0.2529959503830511,Chordate__phylum,taxongroup_topic,6,45
18,Ham-9078_75_sharks-23,sharks,Lemon_shark#species,nmod>case>,such,ADJ,25,nmod>case> such,0.25993402627961004,0.1764326909456493,Chordate__phylum,taxongroup_topic,6,45
3,Tig-9404_31_shark-28,shark,Shark#superorder,obj<,accept,VERB,4,obj< ...,0.3925601724344548,0.12055287631689673,Chordate__phylum,taxongroup_topic,6,45
2,Tig-9404_76_sharks-5,sharks,Shark#superorder,obj<,eat,VERB,3,obj< eat,0.47760617495366886,0.17568168969742065,Chordate__phylum,taxongroup_topic,6,45
4,Tig-9404_76_sharks-5,sharks,Shark#superorder,nmod>case>,include,VERB,7,nmod>case> include,0.32291853195952563,0.16223910491833018,Chordate__phylum,taxongroup_topic,6,45
20,Tig-9404_36_sharks-7,sharks,Shark#superorder,nmod<conj>,shark,NOUN,31,nmod<conj> shark,-0.7532065984022318,-0.29278392190131425,Chordate__phylum,taxongroup_topic,6,45
4,Tig-9404_137_shark-9,shark,Shark#superorder,obj<,add,VERB,6,obj< add,0.5259204559415706,0.1102994680879585,Chordate__phylum,taxongroup_topic,6,45
6,Tig-9404_11_shark-3,shark,Shark#superorder,nsubj<det>,the,DET,8,nsubj<det> the,0.5120426564034877,0.2145894342491066,Chordate__phylum,taxongroup_topic,6,45
7,Tig-9404_149_shark-7,shark,Shark#superorder,compound<nmod>case>,in,ADP,9,compound<nmod>case> in,0.5081346470727865,0.20470795943491685,Chordate__phylum,taxongroup_topic,6,45
10,Tig-9404_149_shark-7,shark,Shark#superorder,compound<nmod>case>,since,ADP,12,compound<nmod>case> ...,0.4769618751566083,0.08719816957169953,Chordate__phylum,taxongroup_topic,6,45
4,Sha-8b9d_131_sharks-3,sharks,Shark#superorder,compound<nmod>case>,in,ADP,6,compound<nmod>case> in,0.5081346470727865,0.20470795943491685,Chordate__phylum,taxongroup_topic,6,45
3,Tig-9404_113_shark-3,shark,Shark#superorder,nsubj<det>,the,DET,5,nsubj<det> the,0.5120426564034877,0.2145894342491066,Chordate__phylum,taxongroup_topic,6,45
8,Tig-9404_56_shark-14,shark,Shark#superorder,nmod>case>,—among,ADP,15,nmod>case> ...,0.2354378589151303,0.02503692464088457,Chordate__phylum,taxongroup_topic,6,45
12,Tig-9404_56_shark-14,shark,Shark#superorder,nsubj<det>,a,DET,19,nsubj<det> a,0.4728132086778021,0.22653437553312833,Chordate__phylum,taxongroup_topic,6,45
15,Tig-9404_143_shark-38,shark,Shark#superorder,nmod>case>,in,ADP,39,nmod>case> in,0.5126144990294379,0.03436724004892611,Chordate__phylum,taxongroup_topic,6,45
3,Tig-9404_6_shark-3,shark,Shark#superorder,nsubj<det>,a,DET,5,nsubj<det> a,0.4728132086778021,0.22653437553312833,Chordate__phylum,taxongroup_topic,6,45
3,Tig-9404_96_sharks-9,sharks,Shark#superorder,obj<,kill,VERB,7,obj< kill,0.34691506106760933,0.12398986318922772,Chordate__phylum,taxongroup_topic,6,45
7,Tig-9404_96_shark-24,shark,Shark#superorder,obj<,dry,VERB,22,obj< ...,0.353129764531266,0.1253459774336119,Chordate__phylum,taxongroup_topic,6,45
10,Par-e8bc_212_vertebrates-25,vertebrates,Chordate#phylum,obj<,affect,VERB,24,obj< ...,0.4798755945259551,0.11101658477588291,Chordate__phylum,taxongroup_topic,6,45
11,Par-e8bc_212_vertebrates-25,vertebrates,Chordate#phylum,nmod>case>,include,VERB,26,nmod>case> include,0.32291853195952563,0.16223910491833018,Chordate__phylum,taxongroup_topic,6,45
17,Par-5c6e_6_vertebrates-45,vertebrates,Chordate#phylum,nmod>case>,such,ADJ,47,nmod>case> such,0.25993402627961004,0.1764326909456493,Chordate__phylum,taxongroup_topic,6,45
5,Sha-8b9d_525_shark-12,shark,Hammerhead_shark#genus,compound<nmod>case>,of,ADP,14,compound<nmod>case> of,0.3075330327204718,-0.03944326727176896,Chordate__phylum,taxongroup_topic,1,18
4,Gre-c669_94_sharks-8,sharks,Great_white_shark#species,amod>,other,ADJ,6,amod> other,-0.030921688274647804,-0.02296383832844287,Chordate__phylum,taxongroup_topic,1,18
