feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
compound<conj> ...,-0.862,0.006,-0.577,0.134,3,Chordate__phylum,location_comment
obl<advmod> ...,0.856,0.007,0.546,0.162,5,Chordate__phylum,location_comment
nsubj<obj>amod> ...,0.819,0.013,0.577,0.134,3,Chordate__phylum,location_comment
conj<conj> bull,0.801,0.017,0.577,0.134,5,Chordate__phylum,location_comment
compound<appos<appos> shark,0.786,0.021,0.577,0.134,8,Chordate__phylum,location_comment
compound<conj<nmod> shark,0.78,0.022,0.577,0.134,3,Chordate__phylum,location_comment
conj> ...,0.77,0.025,0.577,0.134,3,Chordate__phylum,location_comment
compound<appos<appos> Carcharhinus,0.762,0.028,0.577,0.134,2,Chordate__phylum,location_comment
conj<conj>cc> and,0.759,0.029,0.733,0.039,7,Chordate__phylum,location_comment
conj<conj> tiger,0.756,0.03,0.577,0.134,5,Chordate__phylum,location_comment
nmod< ...,0.755,0.03,0.709,0.049,8,Chordate__phylum,location_comment
compound<appos<appos> 1839,0.751,0.032,0.577,0.134,2,Chordate__phylum,location_comment
compound<appos<appos> ...,0.744,0.034,0.577,0.134,10,Chordate__phylum,location_comment
compound<conj<conj> shark,0.742,0.035,0.577,0.134,27,Chordate__phylum,location_comment
det> the,0.733,0.038,0.873,0.005,20,Chordate__phylum,location_comment
obl<obj> ...,0.724,0.042,0.764,0.027,4,Chordate__phylum,location_comment
conj<conj> shark,0.724,0.042,0.577,0.134,5,Chordate__phylum,location_comment
obl< ...,0.708,0.05,0.733,0.039,6,Chordate__phylum,location_comment
amod> deep,-0.702,0.052,-0.764,0.027,6,Chordate__phylum,location_comment
obl< live,0.702,0.052,0.764,0.027,3,Chordate__phylum,location_comment
obl<nsubj>amod> ...,0.69,0.058,0.733,0.039,3,Chordate__phylum,location_comment
obl<obl> depth,0.678,0.065,0.756,0.03,2,Chordate__phylum,location_comment
compound<appos<conj> ...,0.663,0.073,0.577,0.134,3,Chordate__phylum,location_comment
compound<appos<flat> Müller,0.655,0.078,0.577,0.134,2,Chordate__phylum,location_comment
conj>cc> ...,0.652,0.08,0.577,0.134,1,Chordate__phylum,location_comment
conj<conj> reef,0.649,0.082,0.577,0.134,20,Chordate__phylum,location_comment
conj>cc> and,0.646,0.083,0.63,0.094,4,Chordate__phylum,location_comment
nmod<det> the,0.638,0.089,0.577,0.134,5,Chordate__phylum,location_comment
nmod< zone,0.638,0.089,0.577,0.134,2,Chordate__phylum,location_comment
acl:relcl>advmod> ...,-0.632,0.093,-0.63,0.094,4,Chordate__phylum,location_comment
conj<obl>case> with,-0.63,0.094,-0.577,0.134,5,Chordate__phylum,location_comment
conj<conj> include,0.625,0.098,0.577,0.134,5,Chordate__phylum,location_comment
case> ...,0.608,0.11,0.627,0.096,6,Chordate__phylum,location_comment
obl<xcomp< ...,0.603,0.114,0.436,0.28,4,Chordate__phylum,location_comment
nmod<obl< ...,0.591,0.123,0.577,0.134,4,Chordate__phylum,location_comment
conj<obl>case> as,-0.591,0.123,-0.577,0.134,5,Chordate__phylum,location_comment
compound<appos<nmod> ...,0.588,0.126,0.577,0.134,4,Chordate__phylum,location_comment
conj<acl> call,0.583,0.129,0.577,0.134,5,Chordate__phylum,location_comment
obl<conj> ...,0.566,0.143,0.577,0.134,3,Chordate__phylum,location_comment
compound<conj<amod> such,0.566,0.143,0.577,0.134,3,Chordate__phylum,location_comment
obl<xcomp<nsubj> ...,0.546,0.161,0.733,0.039,3,Chordate__phylum,location_comment
conj<acl> ...,0.544,0.163,0.412,0.31,1,Chordate__phylum,location_comment
nmod<amod> ...,0.54,0.167,0.655,0.078,6,Chordate__phylum,location_comment
acl:relcl> ...,0.536,0.171,0.756,0.03,4,Chordate__phylum,location_comment
obl< spend,0.53,0.177,0.577,0.134,2,Chordate__phylum,location_comment
obl<conj>cc> ...,0.528,0.179,0.577,0.134,1,Chordate__phylum,location_comment
conj<amod> ...,0.519,0.188,0.546,0.162,5,Chordate__phylum,location_comment
nmod<case> ...,0.511,0.196,0.412,0.31,5,Chordate__phylum,location_comment
cc> and,0.507,0.2,0.733,0.039,3,Chordate__phylum,location_comment
compound<det> the,0.506,0.2,0.577,0.134,7,Chordate__phylum,location_comment
compound<appos>compound> ...,0.498,0.209,0.412,0.31,3,Chordate__phylum,location_comment
obl< occur,0.492,0.215,0.577,0.134,2,Chordate__phylum,location_comment
conj<acl>advmod> collectively,0.478,0.231,0.412,0.31,5,Chordate__phylum,location_comment
obl<conj>cc> and,0.47,0.24,0.412,0.31,2,Chordate__phylum,location_comment
compound> whitetip,0.466,0.245,0.169,0.689,3,Chordate__phylum,location_comment
compound> blacktip,0.462,0.249,0.394,0.334,3,Chordate__phylum,location_comment
conj<obl> shark,0.459,0.252,0.412,0.31,5,Chordate__phylum,location_comment
compound<appos> shark,0.446,0.268,0.412,0.31,2,Chordate__phylum,location_comment
nmod<conj<conj> ...,0.44,0.275,0.327,0.429,4,Chordate__phylum,location_comment
case> in,0.437,0.279,0.3,0.47,18,Chordate__phylum,location_comment
conj< know,0.424,0.295,0.412,0.31,5,Chordate__phylum,location_comment
obl<nsubj> ...,0.42,0.3,0.296,0.476,7,Chordate__phylum,location_comment
case> on,0.415,0.306,0.577,0.134,2,Chordate__phylum,location_comment
conj<obl>case> along,-0.411,0.312,-0.412,0.31,5,Chordate__phylum,location_comment
compound<appos<flat> Carcharhinus,0.404,0.321,0.577,0.134,3,Chordate__phylum,location_comment
case> of,0.397,0.33,0.412,0.31,4,Chordate__phylum,location_comment
compound<case> ...,0.386,0.345,0.247,0.555,6,Chordate__phylum,location_comment
conj< ...,0.376,0.359,0.378,0.356,6,Chordate__phylum,location_comment
compound<appos> ...,0.367,0.371,0.412,0.31,4,Chordate__phylum,location_comment
compound<appos<conj> Henle,0.364,0.375,0.412,0.31,4,Chordate__phylum,location_comment
compound<appos<flat> P.,0.363,0.377,0.247,0.555,2,Chordate__phylum,location_comment
obl<obl> year,0.361,0.379,0.412,0.31,2,Chordate__phylum,location_comment
conj<case> near,0.35,0.395,0.126,0.766,2,Chordate__phylum,location_comment
compound> grey,0.35,0.395,0.169,0.689,3,Chordate__phylum,location_comment
obl<obl> ...,0.342,0.407,0.412,0.31,2,Chordate__phylum,location_comment
compound<appos<flat> ...,0.341,0.408,0.412,0.31,1,Chordate__phylum,location_comment
conj<conj>xcomp> blue,0.337,0.415,0.412,0.31,5,Chordate__phylum,location_comment
det> ...,0.336,0.416,0.412,0.31,1,Chordate__phylum,location_comment
obl<advcl> ...,-0.317,0.444,-0.412,0.31,3,Chordate__phylum,location_comment
conj<conj> ...,0.303,0.465,0.187,0.657,4,Chordate__phylum,location_comment
acl:relcl>nsubj> which,-0.303,0.466,-0.252,0.547,2,Chordate__phylum,location_comment
conj<conj>amod> oceanic,0.293,0.481,0.247,0.555,5,Chordate__phylum,location_comment
acl:relcl>nsubj> ...,-0.264,0.527,-0.126,0.766,2,Chordate__phylum,location_comment
conj<conj>compound> whitetip,0.254,0.543,0.247,0.555,9,Chordate__phylum,location_comment
compound> ...,-0.253,0.546,-0.165,0.696,4,Chordate__phylum,location_comment
compound< ...,-0.246,0.558,-0.247,0.555,3,Chordate__phylum,location_comment
obl<advcl>obl> ...,0.243,0.562,0.247,0.555,5,Chordate__phylum,location_comment
conj<conj>amod> ...,-0.239,0.569,-0.247,0.555,1,Chordate__phylum,location_comment
compound<nmod<det> the,-0.225,0.593,-0.247,0.555,2,Chordate__phylum,location_comment
compound<nmod<det> ...,-0.224,0.594,-0.247,0.555,2,Chordate__phylum,location_comment
compound<compound> ...,-0.22,0.601,-0.082,0.846,1,Chordate__phylum,location_comment
cc> ...,0.213,0.613,0.412,0.31,1,Chordate__phylum,location_comment
conj<acl>xcomp> shark,0.212,0.614,0.247,0.555,5,Chordate__phylum,location_comment
conj<obl> houndshark,0.205,0.626,0.412,0.31,5,Chordate__phylum,location_comment
compound< ray,0.194,0.646,0.247,0.555,4,Chordate__phylum,location_comment
compound<compound> manta,0.193,0.647,0.247,0.555,4,Chordate__phylum,location_comment
obl<nsubj:pass> ...,-0.192,0.648,-0.156,0.712,3,Chordate__phylum,location_comment
obl<aux:pass> be,0.192,0.648,0.082,0.846,4,Chordate__phylum,location_comment
conj<advmod> Commonly,0.19,0.652,0.247,0.555,5,Chordate__phylum,location_comment
obj< ...,-0.187,0.658,0.031,0.942,3,Chordate__phylum,location_comment
conj<conj>compound> blacktail,0.18,0.669,0.247,0.555,4,Chordate__phylum,location_comment
conj<obl>conj> catshark,0.179,0.671,0.412,0.31,5,Chordate__phylum,location_comment
conj<conj>compound> river,-0.179,0.671,-0.252,0.547,2,Chordate__phylum,location_comment
conj<conj>amod> caribbean,0.175,0.679,-0.082,0.846,4,Chordate__phylum,location_comment
obl<parataxis<conj> ...,-0.142,0.737,-0.082,0.846,3,Chordate__phylum,location_comment
amod> open,-0.141,0.739,-0.355,0.389,12,Chordate__phylum,location_comment
conj<conj>compound> ...,0.139,0.742,0.247,0.555,1,Chordate__phylum,location_comment
conj<obl>conj> shark,0.138,0.744,0.412,0.31,5,Chordate__phylum,location_comment
compound< shark,0.138,0.745,0.082,0.846,8,Chordate__phylum,location_comment
conj<obl>compound> ground,0.127,0.764,0.082,0.846,5,Chordate__phylum,location_comment
nmod<obl<obj> ...,0.125,0.768,0.082,0.846,3,Chordate__phylum,location_comment
conj<conj>compound> blacktip,0.125,0.769,0.082,0.846,4,Chordate__phylum,location_comment
compound<nmod< ...,-0.109,0.797,-0.082,0.846,4,Chordate__phylum,location_comment
obl<obl>case> to,-0.106,0.803,-0.247,0.555,2,Chordate__phylum,location_comment
conj<obl>det> the,0.092,0.828,0.082,0.846,5,Chordate__phylum,location_comment
conj<parataxis>advmod> ...,0.077,0.855,0.082,0.846,3,Chordate__phylum,location_comment
compound<appos< ...,0.071,0.867,0.247,0.555,3,Chordate__phylum,location_comment
conj<case> ...,0.062,0.883,-0.082,0.846,2,Chordate__phylum,location_comment
compound<appos<conj> J.,0.05,0.907,0.082,0.846,2,Chordate__phylum,location_comment
obl< find,0.038,0.929,0.0,1.0,4,Chordate__phylum,location_comment
amod> shallow,-0.035,0.934,0.041,0.923,4,Chordate__phylum,location_comment
conj> stream,-0.026,0.951,0.171,0.685,3,Chordate__phylum,location_comment
obl<obl>case> ...,0.022,0.958,-0.047,0.912,4,Chordate__phylum,location_comment
amod> brackish,-0.021,0.962,0.031,0.942,3,Chordate__phylum,location_comment
compound<conj< species,0.015,0.971,0.082,0.846,3,Chordate__phylum,location_comment
conj<conj>nsubj> order,-0.011,0.979,0.082,0.846,5,Chordate__phylum,location_comment
compound<conj<obj< include,-0.004,0.993,-0.082,0.846,3,Chordate__phylum,location_comment
amod> ...,-0.003,0.995,-0.091,0.83,6,Chordate__phylum,location_comment
conj<conj>compound> grey,0.003,0.995,-0.247,0.555,4,Chordate__phylum,location_comment
