feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
conj<conj> shark,0.947,0.0,0.805,0.016,117,Chordate__phylum,taxongroup_topic
nmod<conj> shark,0.94,0.001,0.546,0.162,12,Chordate__phylum,taxongroup_topic
conj< shark,0.925,0.001,0.7,0.053,29,Chordate__phylum,taxongroup_topic
conj<nmod<conj> shark,0.908,0.002,0.655,0.078,22,Chordate__phylum,taxongroup_topic
nmod<conj>compound> reef,0.899,0.002,0.577,0.134,3,Chordate__phylum,taxongroup_topic
nsubj<nmod> fish,0.886,0.003,0.577,0.134,2,Chordate__phylum,taxongroup_topic
conj<nmod< species,0.883,0.004,0.791,0.019,11,Chordate__phylum,taxongroup_topic
conj<nmod>case> ...,0.87,0.005,0.577,0.134,1,Chordate__phylum,taxongroup_topic
conj<case> such,0.854,0.007,0.733,0.039,11,Chordate__phylum,taxongroup_topic
conj<conj>det> the,0.853,0.007,0.385,0.346,14,Chordate__phylum,taxongroup_topic
conj> shark,0.84,0.009,0.736,0.038,29,Chordate__phylum,taxongroup_topic
nsubj<conj>obj> ...,0.828,0.011,0.577,0.134,4,Chordate__phylum,taxongroup_topic
obj<nsubj>compound> ...,-0.816,0.014,-0.577,0.134,1,Chordate__phylum,taxongroup_topic
nsubj<conj> ...,0.813,0.014,0.109,0.797,14,Chordate__phylum,taxongroup_topic
conj>compound> bull,0.812,0.014,0.756,0.03,2,Chordate__phylum,taxongroup_topic
conj<conj>compound> whitetip,0.811,0.015,0.577,0.134,7,Chordate__phylum,taxongroup_topic
conj> ...,0.809,0.015,0.577,0.134,20,Chordate__phylum,taxongroup_topic
nmod<conj>compound> ...,0.808,0.015,0.764,0.027,4,Chordate__phylum,taxongroup_topic
conj>compound> hammerhead,0.805,0.016,0.756,0.03,2,Chordate__phylum,taxongroup_topic
conj<nmod>case> in,0.805,0.016,0.577,0.134,2,Chordate__phylum,taxongroup_topic
nsubj<nmod>case> of,0.798,0.018,0.577,0.134,13,Chordate__phylum,taxongroup_topic
nmod>conj> shark,0.796,0.018,0.577,0.134,2,Chordate__phylum,taxongroup_topic
nsubj<parataxis>advmod> ...,0.789,0.02,0.577,0.134,3,Chordate__phylum,taxongroup_topic
conj<nsubj<cop> be,0.788,0.02,0.756,0.03,4,Chordate__phylum,taxongroup_topic
conj>cc> and,0.783,0.021,0.701,0.053,18,Chordate__phylum,taxongroup_topic
nsubj<mark> ...,0.77,0.025,0.577,0.134,4,Chordate__phylum,taxongroup_topic
obj<nsubj>det> ...,0.77,0.025,0.756,0.03,2,Chordate__phylum,taxongroup_topic
nmod<conj>amod> ...,0.764,0.027,0.385,0.346,8,Chordate__phylum,taxongroup_topic
nsubj<mark> as,0.763,0.028,0.577,0.134,2,Chordate__phylum,taxongroup_topic
obl<acl<amod> indeterminate,0.761,0.028,0.577,0.134,2,Chordate__phylum,taxongroup_topic
appos>compound> tiger,0.759,0.029,0.577,0.134,2,Chordate__phylum,taxongroup_topic
cc> ...,0.751,0.032,0.577,0.134,1,Chordate__phylum,taxongroup_topic
amod> most,0.749,0.032,0.577,0.134,4,Chordate__phylum,taxongroup_topic
nsubj<conj> have,0.748,0.033,0.577,0.134,2,Chordate__phylum,taxongroup_topic
amod> large,0.748,0.033,0.546,0.162,4,Chordate__phylum,taxongroup_topic
cc> and,0.747,0.033,0.507,0.199,29,Chordate__phylum,taxongroup_topic
compound<nsubj<conj> ...,0.745,0.034,0.577,0.134,3,Chordate__phylum,taxongroup_topic
conj<conj>det> thresher,0.743,0.035,0.577,0.134,4,Chordate__phylum,taxongroup_topic
conj>amod> great,0.741,0.035,0.385,0.346,5,Chordate__phylum,taxongroup_topic
conj<conj>compound> blacktip,0.74,0.036,0.577,0.134,8,Chordate__phylum,taxongroup_topic
obj<obl>case> under,0.74,0.036,0.756,0.03,2,Chordate__phylum,taxongroup_topic
conj<obj<conj< migratory,0.739,0.036,0.577,0.134,8,Chordate__phylum,taxongroup_topic
nmod< shark,0.736,0.038,0.577,0.134,2,Chordate__phylum,taxongroup_topic
nmod>conj> ...,0.735,0.038,0.577,0.134,3,Chordate__phylum,taxongroup_topic
appos<compound> class,-0.734,0.038,-0.655,0.078,3,Chordate__phylum,taxongroup_topic
obl<nsubj:pass> ...,0.732,0.039,0.577,0.134,4,Chordate__phylum,taxongroup_topic
compound>compound> juvenile,0.725,0.042,0.577,0.134,3,Chordate__phylum,taxongroup_topic
conj<nmod<nmod< ...,-0.725,0.042,-0.577,0.134,3,Chordate__phylum,taxongroup_topic
nsubj<nmod>case> ...,0.725,0.042,0.577,0.134,1,Chordate__phylum,taxongroup_topic
conj>compound> ...,0.722,0.043,0.741,0.036,12,Chordate__phylum,taxongroup_topic
nsubj<nmod>case> in,0.719,0.044,0.577,0.134,4,Chordate__phylum,taxongroup_topic
obj<cc> ...,0.718,0.045,0.577,0.134,1,Chordate__phylum,taxongroup_topic
nsubj<obj>amod> largest,0.717,0.046,0.577,0.134,3,Chordate__phylum,taxongroup_topic
obl<aux:pass> be,0.717,0.046,0.577,0.134,5,Chordate__phylum,taxongroup_topic
obj<advcl< ...,0.716,0.046,0.481,0.227,5,Chordate__phylum,taxongroup_topic
nsubj<conj>amod> ...,0.714,0.047,0.577,0.134,5,Chordate__phylum,taxongroup_topic
conj<obj>nmod> ...,0.714,0.047,0.577,0.134,3,Chordate__phylum,taxongroup_topic
conj>compound> tiger,0.712,0.048,0.619,0.102,5,Chordate__phylum,taxongroup_topic
nmod<conj>cc> ...,0.709,0.049,0.577,0.134,1,Chordate__phylum,taxongroup_topic
nmod>case> include,0.708,0.049,0.577,0.134,3,Chordate__phylum,taxongroup_topic
conj<conj>compound> reef,0.707,0.05,0.577,0.134,21,Chordate__phylum,taxongroup_topic
conj<det> the,0.706,0.051,0.791,0.019,22,Chordate__phylum,taxongroup_topic
conj<conj>cc> and,0.701,0.053,0.672,0.068,28,Chordate__phylum,taxongroup_topic
conj<nsubj<advcl> prey,0.699,0.054,0.577,0.134,2,Chordate__phylum,taxongroup_topic
nmod>case> such,0.698,0.054,0.577,0.134,2,Chordate__phylum,taxongroup_topic
compound<compound<amod> ...,-0.695,0.056,-0.577,0.134,3,Chordate__phylum,taxongroup_topic
nsubj:pass<conj>aux:pass> be,0.693,0.056,0.577,0.134,3,Chordate__phylum,taxongroup_topic
conj>compound> mako,0.692,0.057,0.436,0.28,3,Chordate__phylum,taxongroup_topic
amod> ...,0.69,0.058,0.123,0.772,38,Chordate__phylum,taxongroup_topic
nsubj<nmod>amod> ...,0.689,0.059,0.577,0.134,15,Chordate__phylum,taxongroup_topic
nmod<nsubj<aux> can,-0.688,0.059,-0.756,0.03,2,Chordate__phylum,taxongroup_topic
nmod<nummod> ...,-0.685,0.061,-0.764,0.027,4,Chordate__phylum,taxongroup_topic
conj<nmod>conj> shark,0.684,0.061,0.436,0.28,18,Chordate__phylum,taxongroup_topic
conj<nmod>compound> ...,0.678,0.065,0.577,0.134,1,Chordate__phylum,taxongroup_topic
obl<acl<det> ...,-0.675,0.066,-0.577,0.134,1,Chordate__phylum,taxongroup_topic
appos<appos> fish,0.674,0.067,0.577,0.134,2,Chordate__phylum,taxongroup_topic
conj<conj>compound> copper,0.673,0.068,0.577,0.134,8,Chordate__phylum,taxongroup_topic
appos>flat> ...,0.671,0.068,0.577,0.134,1,Chordate__phylum,taxongroup_topic
appos<parataxis> follow,-0.671,0.069,-0.577,0.134,2,Chordate__phylum,taxongroup_topic
compound< ...,0.665,0.072,0.546,0.162,18,Chordate__phylum,taxongroup_topic
amod> other,0.663,0.073,0.136,0.747,9,Chordate__phylum,taxongroup_topic
acl:relcl>aux:pass> be,0.662,0.074,0.655,0.078,3,Chordate__phylum,taxongroup_topic
