token	relrole	arcpath	lemma	upos	widx	token
Mon-a04f_92_dimorphism-9	adaptation_comment	appos<case>	accord	VERB	1	Mon-a04f_92_dimorphism-9
Mon-a04f_92_dimorphism-9	adaptation_comment	appos<case>	to	ADP	2	Mon-a04f_92_dimorphism-9
Mon-a04f_92_dimorphism-9	adaptation_comment	appos<	Reno	PROPN	3	Mon-a04f_92_dimorphism-9
Mon-a04f_92_dimorphism-9	adaptation_comment	appos<list>	et	X	4	Mon-a04f_92_dimorphism-9
Mon-a04f_92_dimorphism-9	adaptation_comment	appos<list>	al.	X	5	Mon-a04f_92_dimorphism-9
Mon-a04f_92_dimorphism-9	adaptation_comment	det>	the	DET	7	Mon-a04f_92_dimorphism-9
Mon-a04f_92_dimorphism-9	adaptation_comment	nmod>case>	of	ADP	10	Mon-a04f_92_dimorphism-9
Mon-a04f_92_dimorphism-9	adaptation_comment	nmod>	Australopithecus	PROPN	11	Mon-a04f_92_dimorphism-9
Mon-a04f_92_dimorphism-9	adaptation_comment	nmod>flat>	afarensis	PROPN	12	Mon-a04f_92_dimorphism-9
Mon-a04f_92_dimorphism-9	adaptation_comment	nmod>appos>det>	a	DET	14	Mon-a04f_92_dimorphism-9
Mon-a04f_92_dimorphism-9	adaptation_comment	nmod>appos>amod>	human	ADJ	15	Mon-a04f_92_dimorphism-9
Mon-a04f_92_dimorphism-9	adaptation_comment	nmod>appos>	ancestor	NOUN	16	Mon-a04f_92_dimorphism-9
Mon-a04f_92_dimorphism-9	adaptation_comment	nmod>appos>nmod>	year	NOUN	21	Mon-a04f_92_dimorphism-9
Mon-a04f_92_dimorphism-9	adaptation_comment	appos<obl<cop>	be	AUX	24	Mon-a04f_92_dimorphism-9
Mon-a04f_92_dimorphism-9	adaptation_comment	appos<obl<case>	within	ADP	25	Mon-a04f_92_dimorphism-9
Mon-a04f_92_dimorphism-9	adaptation_comment	appos<obl<det>	the	DET	26	Mon-a04f_92_dimorphism-9
Mon-a04f_92_dimorphism-9	adaptation_comment	appos<obl<amod>	modern	ADJ	27	Mon-a04f_92_dimorphism-9
Mon-a04f_92_dimorphism-9	adaptation_comment	appos<obl<amod>	human	ADJ	28	Mon-a04f_92_dimorphism-9
Mon-a04f_92_dimorphism-9	adaptation_comment	appos<obl<	range	NOUN	29	Mon-a04f_92_dimorphism-9
Mon-a04f_92_dimorphism-9	adaptation_comment	appos<obl<nmod>	morphology	NOUN	36	Mon-a04f_92_dimorphism-9
Pri-2545_209_social-4	adaptation_comment	amod<nmod<	evidence	NOUN	1	Pri-2545_209_social-4
Pri-2545_209_social-4	adaptation_comment	amod<case>	of	ADP	2	Pri-2545_209_social-4
Pri-2545_209_social-4	adaptation_comment	amod<det>	this	DET	3	Pri-2545_209_social-4
Pri-2545_209_social-4	adaptation_comment	amod<	system	NOUN	5	Pri-2545_209_social-4
Pri-2545_209_social-4	adaptation_comment	amod<nmod<nsubj:pass<	find	VERB	9	Pri-2545_209_social-4
Hom-8819_52_use-14	adaptation_comment	conj<det>	the	DET	1	Hom-8819_52_use-14
Hom-8819_52_use-14	adaptation_comment	conj<amod>	main	ADJ	2	Hom-8819_52_use-14
Hom-8819_52_use-14	adaptation_comment	conj<	reason	NOUN	3	Hom-8819_52_use-14
Hom-8819_52_use-14	adaptation_comment	conj<acl>mark>	to	PART	4	Hom-8819_52_use-14
Hom-8819_52_use-14	adaptation_comment	conj<acl>	include	VERB	5	Hom-8819_52_use-14
Hom-8819_52_use-14	adaptation_comment	conj<acl>obj>	habilis	NOUN	7	Hom-8819_52_use-14
Hom-8819_52_use-14	adaptation_comment	nmod:poss>	its	PRON	11	Hom-8819_52_use-14
Hom-8819_52_use-14	adaptation_comment	amod>	undisputed	ADJ	12	Hom-8819_52_use-14
Hom-8819_52_use-14	adaptation_comment	conj<nsubj<aux>	have	AUX	16	Hom-8819_52_use-14
Hom-8819_52_use-14	adaptation_comment	conj<nsubj<	become	VERB	17	Hom-8819_52_use-14
Hom-8819_52_use-14	adaptation_comment	conj<nsubj<xcomp>	obsolete	ADJ	18	Hom-8819_52_use-14
Aye-787b_52_nocturnal-7	adaptation_comment	amod<nsubj>det>	the	DET	1	Aye-787b_52_nocturnal-7
Aye-787b_52_nocturnal-7	adaptation_comment	amod<nsubj>compound>	aye	NOUN	2	Aye-787b_52_nocturnal-7
Aye-787b_52_nocturnal-7	adaptation_comment	amod<nsubj>	aye	NOUN	4	Aye-787b_52_nocturnal-7
Aye-787b_52_nocturnal-7	adaptation_comment	amod<cop>	be	AUX	5	Aye-787b_52_nocturnal-7
Aye-787b_52_nocturnal-7	adaptation_comment	amod<det>	a	DET	6	Aye-787b_52_nocturnal-7
Aye-787b_52_nocturnal-7	adaptation_comment	conj>cc>	and	CCONJ	8	Aye-787b_52_nocturnal-7
Aye-787b_52_nocturnal-7	adaptation_comment	conj>	arboreal	ADJ	9	Aye-787b_52_nocturnal-7
Aye-787b_52_nocturnal-7	adaptation_comment	amod<	animal	NOUN	10	Aye-787b_52_nocturnal-7
Aye-787b_52_nocturnal-7	adaptation_comment	amod<acl>	mean	VERB	11	Aye-787b_52_nocturnal-7
Aye-787b_52_nocturnal-7	adaptation_comment	amod<acl>ccomp>	spend	VERB	14	Aye-787b_52_nocturnal-7
Chi-c10a_321_culture-7	adaptation_comment	obl<nsubj:pass>	Chimpanzee	NOUN	1	Chi-c10a_321_culture-7
Chi-c10a_321_culture-7	adaptation_comment	obl<aux:pass>	be	AUX	2	Chi-c10a_321_culture-7
Chi-c10a_321_culture-7	adaptation_comment	obl<advmod>	rarely	ADV	3	Chi-c10a_321_culture-7
Chi-c10a_321_culture-7	adaptation_comment	obl<	represent	VERB	4	Chi-c10a_321_culture-7
Chi-c10a_321_culture-7	adaptation_comment	case>	in	ADP	5	Chi-c10a_321_culture-7
Chi-c10a_321_culture-7	adaptation_comment	amod>	african	ADJ	6	Chi-c10a_321_culture-7
Chi-c10a_321_culture-7	adaptation_comment	obl<advcl>mark>	as	SCONJ	9	Chi-c10a_321_culture-7
Chi-c10a_321_culture-7	adaptation_comment	obl<advcl>nsubj>	people	NOUN	10	Chi-c10a_321_culture-7
Chi-c10a_321_culture-7	adaptation_comment	obl<advcl>	find	VERB	11	Chi-c10a_321_culture-7
Chi-c10a_321_culture-7	adaptation_comment	obl<advcl>obj>	resemblance	NOUN	13	Chi-c10a_321_culture-7
Chi-c10a_321_culture-7	adaptation_comment	obl<advcl>obl>	discomforting	NOUN	16	Chi-c10a_321_culture-7
Chi-c10a_18_culture-6	adaptation_comment	obl<nsubj>	Chimpanzee	NOUN	1	Chi-c10a_18_culture-6
Chi-c10a_18_culture-6	adaptation_comment	obl<	appear	VERB	2	Chi-c10a_18_culture-6
Chi-c10a_18_culture-6	adaptation_comment	case>	in	ADP	3	Chi-c10a_18_culture-6
Chi-c10a_18_culture-6	adaptation_comment	amod>	western	ADJ	4	Chi-c10a_18_culture-6
Chi-c10a_18_culture-6	adaptation_comment	amod>	popular	ADJ	5	Chi-c10a_18_culture-6
Chi-c10a_18_culture-6	adaptation_comment	obl<obl>case>	as	ADP	7	Chi-c10a_18_culture-6
Chi-c10a_18_culture-6	adaptation_comment	obl<obl>amod>	stereoty	VERB	8	Chi-c10a_18_culture-6
Chi-c10a_18_culture-6	adaptation_comment	obl<obl>	clown-figure	NOUN	9	Chi-c10a_18_culture-6
Chi-c10a_18_culture-6	adaptation_comment	obl<conj>cc>	and	CCONJ	10	Chi-c10a_18_culture-6
Chi-c10a_18_culture-6	adaptation_comment	obl<conj>aux>	have	AUX	11	Chi-c10a_18_culture-6
Chi-c10a_18_culture-6	adaptation_comment	obl<conj>	feature	VERB	12	Chi-c10a_18_culture-6
Chi-c10a_18_culture-6	adaptation_comment	obl<conj>obl>	entertainment	NOUN	14	Chi-c10a_18_culture-6
Pan-3679_107_social-8	adaptation_comment	amod<obl<nsubj>	Chimpanzee	NOUN	1	Pan-3679_107_social-8
Pan-3679_107_social-8	adaptation_comment	amod<obl<	live	VERB	2	Pan-3679_107_social-8
Pan-3679_107_social-8	adaptation_comment	amod<case>	in	ADP	3	Pan-3679_107_social-8
Pan-3679_107_social-8	adaptation_comment	amod<amod>	large	ADJ	4	Pan-3679_107_social-8
Pan-3679_107_social-8	adaptation_comment	amod<amod>	multi-male	ADJ	5	Pan-3679_107_social-8
Pan-3679_107_social-8	adaptation_comment	amod<amod>conj>	multi-female	ADJ	7	Pan-3679_107_social-8
Pan-3679_107_social-8	adaptation_comment	amod<	group	NOUN	9	Pan-3679_107_social-8
Pan-3679_107_social-8	adaptation_comment	amod<acl:relcl>nsubj:pass>	which	PRON	11	Pan-3679_107_social-8
Pan-3679_107_social-8	adaptation_comment	amod<acl:relcl>aux:pass>	be	AUX	12	Pan-3679_107_social-8
Pan-3679_107_social-8	adaptation_comment	amod<acl:relcl>	call	VERB	13	Pan-3679_107_social-8
Pan-3679_107_social-8	adaptation_comment	amod<acl:relcl>xcomp>	community	NOUN	14	Pan-3679_107_social-8
Coo-03b6_183_learning-18	adaptation_comment	nmod<obj<nsubj>	evolution	NOUN	2	Coo-03b6_183_learning-18
Coo-03b6_183_learning-18	adaptation_comment	nmod<obj<advmod>	also	ADV	10	Coo-03b6_183_learning-18
Coo-03b6_183_learning-18	adaptation_comment	nmod<obj<	promote	VERB	11	Coo-03b6_183_learning-18
Coo-03b6_183_learning-18	adaptation_comment	nmod<amod>	other	ADJ	12	Coo-03b6_183_learning-18
Coo-03b6_183_learning-18	adaptation_comment	nmod<amod>	pro-social	ADJ	13	Coo-03b6_183_learning-18
Coo-03b6_183_learning-18	adaptation_comment	nmod<	behavior	NOUN	14	Coo-03b6_183_learning-18
Coo-03b6_183_learning-18	adaptation_comment	case>	such	ADJ	15	Coo-03b6_183_learning-18
Coo-03b6_183_learning-18	adaptation_comment	case>fixed>	as	ADP	16	Coo-03b6_183_learning-18
Coo-03b6_183_learning-18	adaptation_comment	amod>	social	ADJ	17	Coo-03b6_183_learning-18
Coo-03b6_183_learning-18	adaptation_comment	nmod<obj<conj>	tolerance	NOUN	22	Coo-03b6_183_learning-18
Coo-03b6_183_learning-18	adaptation_comment	nmod<obj<conj>	share	VERB	25	Coo-03b6_183_learning-18
Coo-03b6_183_social-21	adaptation_comment	amod<conj<nsubj>	evolution	NOUN	2	Coo-03b6_183_social-21
Coo-03b6_183_social-21	adaptation_comment	amod<conj<advmod>	also	ADV	10	Coo-03b6_183_social-21
Coo-03b6_183_social-21	adaptation_comment	amod<conj<	promote	VERB	11	Coo-03b6_183_social-21
Coo-03b6_183_social-21	adaptation_comment	amod<conj<obj>	behavior	NOUN	14	Coo-03b6_183_social-21
Coo-03b6_183_social-21	adaptation_comment	amod<amod>	increase	VERB	20	Coo-03b6_183_social-21
Coo-03b6_183_social-21	adaptation_comment	amod<	tolerance	NOUN	22	Coo-03b6_183_social-21
Coo-03b6_183_social-21	adaptation_comment	amod<conj<conj>	share	VERB	25	Coo-03b6_183_social-21
Coo-03b6_183_social-17	adaptation_comment	amod<nmod<obj<	promote	VERB	11	Coo-03b6_183_social-17
Coo-03b6_183_social-17	adaptation_comment	amod<nmod<amod>	other	ADJ	12	Coo-03b6_183_social-17
