,token,token_form,concept_uri,arcpath,lemma,upos,widx,feat,elongation_x,elongation_y,group,relrole,comp_id,N_tokens
3,For-7d57_100_lemur-6,lemur,Fork-marked_lemur#genus,amod>,mark,VERB,5,amod> ...,-0.6917179347341116,-0.1678903577558488,Primate__order,location_topic,0,26
8,Pri-2545_370_macaque-25,macaque,Macaque#genus,amod>,Barbary,ADJ,24,amod> ...,-1.210337572809757,-0.0008111046879883607,Primate__order,location_topic,0,26
4,Pri-2545_370_macaque-11,macaque,Macaque#genus,amod>,japanese,ADJ,10,amod> ...,-0.8870616246200216,-0.10528541391766957,Primate__order,location_topic,0,26
0,Lar-2baf_25_gibbon-2,gibbon,Lar_Gibbon#species,amod>,Lar,ADJ,1,amod> ...,-0.7930369441864099,0.12154510740444235,Primate__order,location_topic,0,26
0,Lar-2baf_24_gibbons-2,gibbons,Lar_Gibbon#species,amod>,Lar,ADJ,1,amod> ...,-0.7930369441864099,0.12154510740444235,Primate__order,location_topic,0,26
13,Gra-9199_42_lemurs-42,lemurs,Mouse_lemur#genus,amod>,eastern,ADJ,39,amod> eastern,-0.9268067970148504,0.09128288097342832,Primate__order,location_topic,0,26
5,Gra-9199_41_lemur-8,lemur,Lemur#infraorder,amod>,brown,ADJ,6,amod> ...,-0.6195498553465736,-0.16919689500531618,Primate__order,location_topic,0,26
9,Ruf-995b_4_lemur-22,lemur,Lemur#infraorder,amod>,black,ADJ,16,amod> black,-0.6427715288697737,-0.18974888168208331,Primate__order,location_topic,0,26
12,Ruf-995b_4_lemur-22,lemur,Lemur#infraorder,amod>,ruff,VERB,21,amod> ruff,-0.9566265125700747,-0.20237208895963954,Primate__order,location_topic,0,26
16,Ruf-995b_4_lemur-33,lemur,Lemur#infraorder,amod>,red,ADJ,31,amod> red,-0.8910432582599801,-0.21368264431804054,Primate__order,location_topic,0,26
17,Ruf-995b_4_lemur-33,lemur,Lemur#infraorder,amod>,ruff,VERB,32,amod> ruff,-0.9566265125700747,-0.20237208895963954,Primate__order,location_topic,0,26
1,Eas-e034_26_gorilla-3,gorilla,Western_Gorilla#species,amod>,heaviest,ADJ,2,amod> ...,-0.8000610322248825,0.16143139536227644,Primate__order,location_topic,0,26
7,Cro-5646_275_colobus-63,colobus,Western_Red_Colobus#species,amod>,black,ADJ,58,amod> black,-0.6427715288697737,-0.18974888168208331,Primate__order,location_topic,0,26
1,Wes-5663_23_colobus-3,colobus,Western_Red_Colobus#species,amod>,red,ADJ,2,amod> red,-0.8910432582599801,-0.21368264431804054,Primate__order,location_topic,0,26
3,For-7d57_101_lemur-6,lemur,Fork-marked_lemur#genus,amod>,mark,VERB,5,amod> ...,-0.6917179347341116,-0.1678903577558488,Primate__order,location_topic,0,26
4,Ant-44b4_254_humans-11,humans,Human#species,amod>,first,ADJ,10,amod> ...,-0.7598932771072696,0.054867235897322786,Primate__order,location_topic,0,26
