feat	count	weight	rel_role	group_name
amod> ...	237.0	1.384	adaptation_comment	Primate__order
case> ...	182.0	0.949	adaptation_comment	Primate__order
amod< ...	135.0	0.705	adaptation_comment	Primate__order
amod> human	117.0	1.467	adaptation_comment	Primate__order
nmod< ...	101.0	0.557	adaptation_comment	Primate__order
amod<case> ...	66.0	1.103	adaptation_comment	Primate__order
case> of	64.0	0.976	adaptation_comment	Primate__order
case> in	62.0	0.959	adaptation_comment	Primate__order
nmod<det> ...	58.0	0.638	adaptation_comment	Primate__order
nsubj< ...	53.0	1.02	adaptation_comment	Primate__order
det> ...	52.0	0.937	adaptation_comment	Primate__order
obl< ...	52.0	0.762	adaptation_comment	Primate__order
nmod>case> ...	52.0	0.949	adaptation_comment	Primate__order
nmod> ...	50.0	0.653	adaptation_comment	Primate__order
obj< ...	48.0	0.542	adaptation_comment	Primate__order
amod<amod> ...	46.0	0.516	adaptation_comment	Primate__order
nmod<det> the	43.0	0.716	adaptation_comment	Primate__order
nmod<case> ...	42.0	0.85	adaptation_comment	Primate__order
conj< ...	36.0	0.547	adaptation_comment	Primate__order
compound> ...	35.0	0.428	adaptation_comment	Primate__order
nmod<amod> ...	33.0	0.483	adaptation_comment	Primate__order
amod<nmod< ...	32.0	0.756	adaptation_comment	Primate__order
amod<det> ...	31.0	0.958	adaptation_comment	Primate__order
compound< ...	30.0	0.435	adaptation_comment	Primate__order
conj> ...	29.0	1.087	adaptation_comment	Primate__order
nmod<obj< ...	28.0	0.653	adaptation_comment	Primate__order
nsubj<conj> ...	28.0	0.394	adaptation_comment	Primate__order
obj<nsubj> ...	27.0	0.307	adaptation_comment	Primate__order
amod<nmod> ...	26.0	0.737	adaptation_comment	Primate__order
cc> ...	26.0	0.761	adaptation_comment	Primate__order
conj>cc> ...	25.0	0.923	adaptation_comment	Primate__order
amod<conj< ...	25.0	0.419	adaptation_comment	Primate__order
amod<obl< ...	25.0	0.56	adaptation_comment	Primate__order
amod<nmod>case> ...	25.0	0.343	adaptation_comment	Primate__order
nsubj<cop> be	24.0	0.596	adaptation_comment	Primate__order
nsubj<cop> ...	24.0	0.596	adaptation_comment	Primate__order
conj<conj> ...	24.0	0.896	adaptation_comment	Primate__order
nmod<conj> ...	23.0	0.32	adaptation_comment	Primate__order
amod<conj> ...	22.0	0.266	adaptation_comment	Primate__order
compound<amod> ...	21.0	0.561	adaptation_comment	Primate__order
nmod<nmod< ...	21.0	0.437	adaptation_comment	Primate__order
amod<case> of	21.0	1.184	adaptation_comment	Primate__order
nsubj<obl>case> ...	20.0	1.092	adaptation_comment	Primate__order
nsubj<obl> ...	20.0	0.483	adaptation_comment	Primate__order
conj>cc> and	19.0	1.057	adaptation_comment	Primate__order
compound<case> ...	19.0	0.279	adaptation_comment	Primate__order
obl<nsubj> ...	19.0	0.827	adaptation_comment	Primate__order
cc> and	19.0	0.821	adaptation_comment	Primate__order
obl<advmod> ...	19.0	0.764	adaptation_comment	Primate__order
nmod<obl< ...	18.0	0.386	adaptation_comment	Primate__order
amod<obj< ...	18.0	0.376	adaptation_comment	Primate__order
nsubj<conj>cc> ...	18.0	0.916	adaptation_comment	Primate__order
amod<conj>cc> ...	17.0	0.731	adaptation_comment	Primate__order
amod<conj<conj> ...	17.0	0.297	adaptation_comment	Primate__order
nsubj<obj> ...	17.0	0.382	adaptation_comment	Primate__order
amod<det> the	17.0	0.951	adaptation_comment	Primate__order
det> the	17.0	1.058	adaptation_comment	Primate__order
amod<conj>cc> and	17.0	0.744	adaptation_comment	Primate__order
amod<cc> ...	16.0	0.417	adaptation_comment	Primate__order
conj<case> ...	16.0	0.604	adaptation_comment	Primate__order
obj<mark> ...	16.0	0.372	adaptation_comment	Primate__order
nmod>amod> ...	16.0	0.7	adaptation_comment	Primate__order
nsubj<conj>cc> and	15.0	0.834	adaptation_comment	Primate__order
