feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
nsubj<obl>nummod> ...,0.975,0.0,0.577,0.134,3,Primate__order,taxongroup_comment
nmod<det> ...,0.973,0.0,0.866,0.005,5,Primate__order,taxongroup_comment
nmod<det> the,0.973,0.0,0.873,0.005,44,Primate__order,taxongroup_comment
nmod< ...,0.945,0.0,0.537,0.17,90,Primate__order,taxongroup_comment
nmod<obl<mark> that,0.942,0.0,0.756,0.03,2,Primate__order,taxongroup_comment
amod> eastern,0.94,0.001,0.913,0.002,6,Primate__order,taxongroup_comment
nsubj<obj> tool,0.939,0.001,0.577,0.134,2,Primate__order,taxongroup_comment
obl<nsubj> bonobo,0.936,0.001,0.764,0.027,7,Primate__order,taxongroup_comment
nmod< population,0.936,0.001,0.764,0.027,5,Primate__order,taxongroup_comment
nsubj<obl>case> at,0.933,0.001,0.577,0.134,3,Primate__order,taxongroup_comment
nsubj<advmod> quadrupedally,0.927,0.001,0.577,0.134,2,Primate__order,taxongroup_comment
nmod>case>fixed> as,0.924,0.001,0.866,0.005,5,Primate__order,taxongroup_comment
nmod< species,0.917,0.001,0.709,0.049,7,Primate__order,taxongroup_comment
obl<advmod> less,0.915,0.001,0.764,0.027,3,Primate__order,taxongroup_comment
obl<advmod> well,0.914,0.001,0.756,0.03,2,Primate__order,taxongroup_comment
obl< violent,0.913,0.002,0.756,0.03,2,Primate__order,taxongroup_comment
amod> ...,0.912,0.002,0.862,0.006,102,Primate__order,taxongroup_comment
nmod>case> of,0.912,0.002,0.873,0.005,7,Primate__order,taxongroup_comment
conj> gibbon,0.909,0.002,0.856,0.007,8,Primate__order,taxongroup_comment
nsubj<nmod>det> the,0.908,0.002,0.756,0.03,4,Primate__order,taxongroup_comment
nsubj<advmod> ...,0.906,0.002,0.577,0.134,8,Primate__order,taxongroup_comment
obl<conj<obj> ...,0.903,0.002,0.764,0.027,3,Primate__order,taxongroup_comment
obl<nsubj> ...,0.901,0.002,0.701,0.053,16,Primate__order,taxongroup_comment
nsubj<obl>det> all,0.901,0.002,0.577,0.134,2,Primate__order,taxongroup_comment
obl<advmod> not,0.9,0.002,0.866,0.005,4,Primate__order,taxongroup_comment
conj<conj>cc> or,0.896,0.003,0.764,0.027,3,Primate__order,taxongroup_comment
nsubj<obl>nummod> one,0.893,0.003,0.577,0.134,2,Primate__order,taxongroup_comment
nsubj<obl>case> in,0.892,0.003,0.655,0.078,15,Primate__order,taxongroup_comment
nsubj<advmod> only,0.891,0.003,0.577,0.134,2,Primate__order,taxongroup_comment
nsubj<advmod> well,0.89,0.003,0.577,0.134,2,Primate__order,taxongroup_comment
obl<nsubj>amod> female,0.889,0.003,0.764,0.027,3,Primate__order,taxongroup_comment
obl<advmod> also,0.888,0.003,0.845,0.008,3,Primate__order,taxongroup_comment
amod> female,0.886,0.003,0.779,0.023,7,Primate__order,taxongroup_comment
nsubj<nmod>amod> ...,0.885,0.003,0.846,0.008,10,Primate__order,taxongroup_comment
nsubj<obl>case> ...,0.883,0.004,0.674,0.067,13,Primate__order,taxongroup_comment
nsubj<advmod> not,0.882,0.004,0.327,0.429,5,Primate__order,taxongroup_comment
conj<case> between,0.882,0.004,0.764,0.027,13,Primate__order,taxongroup_comment
conj< human,0.881,0.004,0.709,0.049,11,Primate__order,taxongroup_comment
obl<advcl<advmod> ...,-0.88,0.004,-0.577,0.134,5,Primate__order,taxongroup_comment
