rel_role	adaptation_comment	adaptation_topic	free_topic	location_comment	location_topic	taxongroup_comment	taxongroup_topic	group	N
adaptation_comment	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Primate__order	519
adaptation_topic	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Primate__order	481
free_topic	0.0	0.0	1.0	0.0	0.002	0.0	0.0	Primate__order	988
location_comment	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Primate__order	232
location_topic	0.0	0.0	0.002	0.0	1.0	0.0	0.0	Primate__order	258
taxongroup_comment	0.0	0.0	0.0	0.0	0.0	1.0	0.02	Primate__order	619
taxongroup_topic	0.0	0.0	0.0	0.0	0.0	0.02	1.0	Primate__order	587
