feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
nsubj<obl>case> at,0.974,0.0,0.577,0.134,3,Primate__order,taxongroup_topic
obl<advmod> less,0.969,0.0,0.577,0.134,3,Primate__order,taxongroup_topic
nmod< population,0.949,0.0,0.866,0.005,5,Primate__order,taxongroup_topic
nsubj<obl>case> to,0.943,0.0,0.577,0.134,7,Primate__order,taxongroup_topic
nsubj<obl>case> ...,0.942,0.0,0.577,0.134,14,Primate__order,taxongroup_topic
nsubj<obl>case> in,0.942,0.0,0.577,0.134,16,Primate__order,taxongroup_topic
conj<appos> troglodyte,0.942,0.0,0.756,0.03,2,Primate__order,taxongroup_topic
obl<advmod> not,0.938,0.001,0.655,0.078,4,Primate__order,taxongroup_topic
nsubj<advmod> not,0.935,0.001,0.577,0.134,7,Primate__order,taxongroup_topic
obl<nsubj>amod> female,0.933,0.001,0.577,0.134,3,Primate__order,taxongroup_topic
nsubj<obl>case> with,0.933,0.001,0.577,0.134,4,Primate__order,taxongroup_topic
conj<conj>cc> or,0.929,0.001,0.577,0.134,2,Primate__order,taxongroup_topic
obl<nsubj>amod> ...,0.929,0.001,0.577,0.134,4,Primate__order,taxongroup_topic
nsubj<obl>case> of,0.925,0.001,0.577,0.134,3,Primate__order,taxongroup_topic
nsubj<advmod> also,0.922,0.001,0.577,0.134,6,Primate__order,taxongroup_topic
nsubj<obl>case> than,0.917,0.001,0.577,0.134,3,Primate__order,taxongroup_topic
nsubj<obl>det> all,0.914,0.001,0.577,0.134,2,Primate__order,taxongroup_topic
nsubj<obl>nummod> ...,0.912,0.002,0.577,0.134,3,Primate__order,taxongroup_topic
obl< violent,0.912,0.002,0.577,0.134,2,Primate__order,taxongroup_topic
nsubj<obl>case> from,0.91,0.002,0.577,0.134,5,Primate__order,taxongroup_topic
nsubj<advmod> quadrupedally,0.908,0.002,0.577,0.134,2,Primate__order,taxongroup_topic
nsubj<obl>case> on,0.907,0.002,0.577,0.134,4,Primate__order,taxongroup_topic
obl<nsubj> ...,0.906,0.002,0.385,0.346,14,Primate__order,taxongroup_topic
obl<conj<obj> ...,0.905,0.002,0.764,0.027,3,Primate__order,taxongroup_topic
nmod<det> ...,0.902,0.002,0.873,0.005,4,Primate__order,taxongroup_topic
obl<mark> ...,0.899,0.002,0.764,0.027,4,Primate__order,taxongroup_topic
