	i	j	irad	group	g_N
0	adaptation_comment	adaptation_comment	0.0	Primate__order	3684
1	adaptation_comment	adaptation_topic	0.29596500188738384	Primate__order	3684
2	adaptation_comment	free_topic	0.25202296639412836	Primate__order	3684
3	adaptation_comment	location_comment	0.36683734232302473	Primate__order	3684
4	adaptation_comment	location_topic	0.3261856473638567	Primate__order	3684
5	adaptation_comment	taxongroup_comment	0.2731624968041005	Primate__order	3684
6	adaptation_comment	taxongroup_topic	0.3087150061702781	Primate__order	3684
7	adaptation_topic	adaptation_comment	0.29596500188738384	Primate__order	3684
8	adaptation_topic	adaptation_topic	0.0	Primate__order	3684
9	adaptation_topic	free_topic	0.2291000952829565	Primate__order	3684
10	adaptation_topic	location_comment	0.4081667923438699	Primate__order	3684
11	adaptation_topic	location_topic	0.35610660678704625	Primate__order	3684
12	adaptation_topic	taxongroup_comment	0.3311476979339788	Primate__order	3684
13	adaptation_topic	taxongroup_topic	0.3278337176889455	Primate__order	3684
14	free_topic	adaptation_comment	0.25202296639412836	Primate__order	3684
15	free_topic	adaptation_topic	0.2291000952829565	Primate__order	3684
16	free_topic	free_topic	0.0	Primate__order	3684
17	free_topic	location_comment	0.37536741405739693	Primate__order	3684
18	free_topic	location_topic	0.24115053183452878	Primate__order	3684
19	free_topic	taxongroup_comment	0.2567590367555421	Primate__order	3684
20	free_topic	taxongroup_topic	0.2659426195623077	Primate__order	3684
21	location_comment	adaptation_comment	0.36683734232302473	Primate__order	3684
22	location_comment	adaptation_topic	0.4081667923438699	Primate__order	3684
23	location_comment	free_topic	0.37536741405739693	Primate__order	3684
24	location_comment	location_comment	0.0	Primate__order	3684
25	location_comment	location_topic	0.423140242840429	Primate__order	3684
26	location_comment	taxongroup_comment	0.3048392771002319	Primate__order	3684
27	location_comment	taxongroup_topic	0.34274481129441403	Primate__order	3684
28	location_topic	adaptation_comment	0.3261856473638567	Primate__order	3684
29	location_topic	adaptation_topic	0.35610660678704625	Primate__order	3684
30	location_topic	free_topic	0.24115053183452878	Primate__order	3684
31	location_topic	location_comment	0.423140242840429	Primate__order	3684
32	location_topic	location_topic	0.0	Primate__order	3684
33	location_topic	taxongroup_comment	0.31807535120974284	Primate__order	3684
34	location_topic	taxongroup_topic	0.32577544155941585	Primate__order	3684
35	taxongroup_comment	adaptation_comment	0.2731624968041005	Primate__order	3684
36	taxongroup_comment	adaptation_topic	0.3311476979339788	Primate__order	3684
37	taxongroup_comment	free_topic	0.2567590367555421	Primate__order	3684
38	taxongroup_comment	location_comment	0.3048392771002319	Primate__order	3684
39	taxongroup_comment	location_topic	0.31807535120974284	Primate__order	3684
40	taxongroup_comment	taxongroup_comment	0.0	Primate__order	3684
41	taxongroup_comment	taxongroup_topic	0.04996969857483799	Primate__order	3684
42	taxongroup_topic	adaptation_comment	0.3087150061702781	Primate__order	3684
43	taxongroup_topic	adaptation_topic	0.3278337176889455	Primate__order	3684
44	taxongroup_topic	free_topic	0.2659426195623077	Primate__order	3684
45	taxongroup_topic	location_comment	0.34274481129441403	Primate__order	3684
46	taxongroup_topic	location_topic	0.32577544155941585	Primate__order	3684
47	taxongroup_topic	taxongroup_comment	0.04996969857483799	Primate__order	3684
48	taxongroup_topic	taxongroup_topic	0.0	Primate__order	3684
