feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
nsubj<obj>conj> crocodile,0.938,0.001,0.873,0.005,6,Reptile__class,adaptation_comment
nsubj<obj>conj> python,0.934,0.001,0.756,0.03,2,Reptile__class,adaptation_comment
nmod> ...,0.933,0.001,0.884,0.004,28,Reptile__class,adaptation_comment
nmod>conj>amod> ...,0.918,0.001,0.845,0.008,3,Reptile__class,adaptation_comment
nsubj<obj>conj> cat,0.918,0.001,0.756,0.03,2,Reptile__class,adaptation_comment
nsubj<obj>conj> ...,0.876,0.004,0.873,0.005,14,Reptile__class,adaptation_comment
conj>amod> ...,0.871,0.005,0.577,0.134,4,Reptile__class,adaptation_comment
amod> most,0.863,0.006,0.764,0.027,3,Reptile__class,adaptation_comment
acl:relcl>obl>case> ...,0.834,0.01,0.866,0.005,4,Reptile__class,adaptation_comment
nmod>det> ...,0.824,0.012,0.756,0.03,2,Reptile__class,adaptation_comment
nmod>conj>amod> hunt,0.82,0.013,0.756,0.03,2,Reptile__class,adaptation_comment
acl:relcl>nsubj> ...,0.816,0.013,0.577,0.134,1,Reptile__class,adaptation_comment
obl<mark> ...,0.812,0.014,0.546,0.162,3,Reptile__class,adaptation_comment
ccomp<nsubj> ...,0.799,0.017,0.655,0.078,3,Reptile__class,adaptation_comment
amod< species,0.797,0.018,0.733,0.039,3,Reptile__class,adaptation_comment
nsubj>det> the,0.785,0.021,0.764,0.027,5,Reptile__class,adaptation_comment
advcl>obl> ...,0.774,0.024,0.784,0.021,4,Reptile__class,adaptation_comment
conj> ...,0.768,0.026,0.3,0.47,12,Reptile__class,adaptation_comment
case> in,-0.763,0.028,-0.764,0.027,3,Reptile__class,adaptation_comment
parataxis>nsubj> ...,0.736,0.037,0.756,0.03,2,Reptile__class,adaptation_comment
nsubj<obj> ...,-0.732,0.039,-0.702,0.052,8,Reptile__class,adaptation_comment
nsubj>conj> ...,0.731,0.039,0.577,0.134,10,Reptile__class,adaptation_comment
conj>advmod> ...,0.725,0.042,0.577,0.134,1,Reptile__class,adaptation_comment
parataxis>nsubj> they,0.711,0.048,0.756,0.03,2,Reptile__class,adaptation_comment
nmod:poss>det> the,0.705,0.051,0.436,0.28,3,Reptile__class,adaptation_comment
det> the,0.705,0.051,0.761,0.028,14,Reptile__class,adaptation_comment
nmod> crocodile,0.704,0.051,0.63,0.094,2,Reptile__class,adaptation_comment
nmod>case> of,0.7,0.053,0.824,0.012,17,Reptile__class,adaptation_comment
nmod>det> the,0.7,0.053,0.655,0.078,7,Reptile__class,adaptation_comment
amod<amod> ...,-0.697,0.055,-0.577,0.134,3,Reptile__class,adaptation_comment
conj>cc> and,0.688,0.06,0.289,0.488,9,Reptile__class,adaptation_comment
advcl>advcl> ...,-0.683,0.062,-0.733,0.039,3,Reptile__class,adaptation_comment
conj<nsubj<conj> ...,0.677,0.065,0.577,0.134,13,Reptile__class,adaptation_comment
nmod>amod> ...,0.676,0.066,0.592,0.122,9,Reptile__class,adaptation_comment
nmod>case> ...,0.674,0.067,0.709,0.049,6,Reptile__class,adaptation_comment
acl:relcl<nmod>case> ...,0.672,0.068,0.577,0.134,3,Reptile__class,adaptation_comment
nsubj>compound> Nile,0.668,0.07,0.577,0.134,2,Reptile__class,adaptation_comment
amod> large,0.662,0.074,0.861,0.006,5,Reptile__class,adaptation_comment
obl>case> ...,0.662,0.074,0.77,0.025,5,Reptile__class,adaptation_comment
compound< ...,0.654,0.078,0.577,0.134,3,Reptile__class,adaptation_comment
advmod> highly,0.653,0.079,0.504,0.203,2,Reptile__class,adaptation_comment
nsubj<obj>conj> dog,0.646,0.083,0.655,0.078,4,Reptile__class,adaptation_comment
nmod<conj>cc> or,0.646,0.084,0.63,0.094,2,Reptile__class,adaptation_comment
nsubj<obj>conj> leopard,0.632,0.093,0.577,0.134,2,Reptile__class,adaptation_comment
nsubj<obj>conj> bird,0.63,0.094,0.577,0.134,2,Reptile__class,adaptation_comment
case> from,-0.629,0.095,-0.546,0.162,3,Reptile__class,adaptation_comment
nsubj<obl>nmod> ...,0.628,0.095,0.577,0.134,4,Reptile__class,adaptation_comment
