feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
nmod<obl< ...,0.912,0.002,0.866,0.005,5,Reptile__class,location_comment
conj> lakes,0.885,0.003,0.764,0.027,3,Reptile__class,location_comment
nmod< ...,0.861,0.006,0.856,0.007,13,Reptile__class,location_comment
conj<case> in,0.853,0.007,0.764,0.027,3,Reptile__class,location_comment
conj<det> the,0.833,0.01,0.577,0.134,2,Reptile__class,location_comment
acl:relcl>nsubj> ...,0.823,0.012,0.756,0.03,2,Reptile__class,location_comment
conj<nmod< ...,0.813,0.014,0.577,0.134,5,Reptile__class,location_comment
obl<obj> ...,0.81,0.015,0.577,0.134,3,Reptile__class,location_comment
nmod<amod> ...,0.808,0.015,0.846,0.008,10,Reptile__class,location_comment
conj> ...,0.782,0.022,0.655,0.078,4,Reptile__class,location_comment
case> with,0.761,0.028,0.756,0.03,2,Reptile__class,location_comment
conj< rivers,0.76,0.029,0.756,0.03,4,Reptile__class,location_comment
conj<conj> lakes,0.748,0.033,0.577,0.134,3,Reptile__class,location_comment
compound> mangrove,0.746,0.034,0.577,0.134,2,Reptile__class,location_comment
conj<case> ...,0.744,0.034,0.577,0.134,2,Reptile__class,location_comment
nmod> ...,0.732,0.039,0.73,0.04,5,Reptile__class,location_comment
conj<conj> ...,0.716,0.046,0.577,0.134,7,Reptile__class,location_comment
nmod<det> a,0.714,0.046,0.732,0.039,3,Reptile__class,location_comment
amod> slow,0.714,0.047,0.756,0.03,2,Reptile__class,location_comment
obl<nsubj> ...,0.706,0.05,0.577,0.134,8,Reptile__class,location_comment
nmod>case> ...,0.695,0.055,0.548,0.16,5,Reptile__class,location_comment
obl< ...,0.689,0.059,0.385,0.346,11,Reptile__class,location_comment
nmod<obl<nsubj> they,0.687,0.06,0.756,0.03,2,Reptile__class,location_comment
cc> and,0.686,0.06,0.733,0.039,7,Reptile__class,location_comment
compound<appos<list> ...,0.674,0.067,0.577,0.134,3,Reptile__class,location_comment
conj<case> include,0.674,0.067,0.577,0.134,2,Reptile__class,location_comment
conj> stream,0.669,0.07,0.848,0.008,6,Reptile__class,location_comment
conj< estuary,0.664,0.073,0.577,0.134,2,Reptile__class,location_comment
conj< lakes,0.662,0.074,0.577,0.134,5,Reptile__class,location_comment
conj< ...,0.655,0.078,0.577,0.134,4,Reptile__class,location_comment
amod> move,0.653,0.079,0.756,0.03,2,Reptile__class,location_comment
obl<nsubj>compound> ...,0.651,0.081,0.577,0.134,3,Reptile__class,location_comment
case> of,0.643,0.085,0.639,0.088,7,Reptile__class,location_comment
nmod<det> the,0.636,0.09,0.436,0.28,5,Reptile__class,location_comment
conj<conj> rivers,0.613,0.106,0.577,0.134,4,Reptile__class,location_comment
nmod<case> in,0.611,0.107,0.678,0.065,5,Reptile__class,location_comment
nmod<conj> ...,0.609,0.109,0.546,0.162,4,Reptile__class,location_comment
compound> ...,0.601,0.115,0.701,0.053,7,Reptile__class,location_comment
amod>advmod> ...,0.601,0.115,0.514,0.192,3,Reptile__class,location_comment
conj<amod> move,0.578,0.134,0.764,0.027,3,Reptile__class,location_comment
amod> Brackish,-0.575,0.136,-0.577,0.134,2,Reptile__class,location_comment
conj>cc> and,0.566,0.144,0.551,0.157,10,Reptile__class,location_comment
conj<conj>amod> ...,-0.556,0.153,-0.577,0.134,3,Reptile__class,location_comment
conj<nmod<obl< ...,-0.524,0.182,-0.577,0.134,1,Reptile__class,location_comment
conj<nmod<obl< occur,-0.514,0.192,-0.577,0.134,2,Reptile__class,location_comment
conj> swamp,0.505,0.202,0.504,0.203,2,Reptile__class,location_comment
conj<cop> be,-0.481,0.228,-0.514,0.192,3,Reptile__class,location_comment
obj<conj< ...,0.468,0.242,0.412,0.31,3,Reptile__class,location_comment
det> the,0.458,0.254,0.639,0.088,10,Reptile__class,location_comment
compound<case> ...,0.446,0.268,0.412,0.31,1,Reptile__class,location_comment
nmod<compound> ...,0.427,0.291,0.733,0.039,4,Reptile__class,location_comment
appos> ...,0.426,0.292,0.265,0.526,3,Reptile__class,location_comment
obj<conj<nsubj> ...,0.399,0.327,0.412,0.31,3,Reptile__class,location_comment
nmod<case> ...,0.398,0.329,0.412,0.31,3,Reptile__class,location_comment
acl:relcl> ...,-0.398,0.329,-0.282,0.499,3,Reptile__class,location_comment
nmod<nmod>compound> ...,0.394,0.334,0.514,0.192,3,Reptile__class,location_comment
conj<nmod<case> ...,-0.387,0.343,-0.412,0.31,1,Reptile__class,location_comment
nmod<nmod>case> on,-0.379,0.354,-0.247,0.555,2,Reptile__class,location_comment
nmod<nmod> ...,0.377,0.358,0.296,0.476,4,Reptile__class,location_comment
conj>amod> ...,0.376,0.359,0.187,0.657,3,Reptile__class,location_comment
acl:relcl> flood,-0.365,0.375,-0.378,0.356,2,Reptile__class,location_comment
compound<case> in,0.364,0.376,0.412,0.31,2,Reptile__class,location_comment
cc> or,0.363,0.376,0.412,0.31,2,Reptile__class,location_comment
conj<nsubj> ...,0.354,0.39,0.296,0.476,4,Reptile__class,location_comment
compound< ...,0.349,0.397,0.412,0.31,5,Reptile__class,location_comment
case> include,0.345,0.403,0.252,0.547,2,Reptile__class,location_comment
acl:relcl>advmod> ...,0.332,0.421,0.378,0.356,2,Reptile__class,location_comment
obl<nmod> ...,0.322,0.436,0.412,0.31,3,Reptile__class,location_comment
conj<nmod<case> in,-0.314,0.448,-0.247,0.555,2,Reptile__class,location_comment
compound<amod> ...,0.308,0.458,0.247,0.555,4,Reptile__class,location_comment
case> ...,0.305,0.463,0.483,0.225,4,Reptile__class,location_comment
conj<nmod<amod> ...,0.293,0.482,0.412,0.31,3,Reptile__class,location_comment
amod> open,-0.274,0.511,-0.247,0.555,4,Reptile__class,location_comment
acl:relcl>advmod> seasonally,0.273,0.513,0.378,0.356,2,Reptile__class,location_comment
acl:relcl>nsubj> which,0.272,0.514,0.378,0.356,2,Reptile__class,location_comment
nmod>nmod>conj> ...,0.266,0.524,0.247,0.555,3,Reptile__class,location_comment
nmod<obl<nsubj> ...,0.256,0.541,0.082,0.846,1,Reptile__class,location_comment
conj<conj>cc> and,0.252,0.546,0.247,0.555,4,Reptile__class,location_comment
conj<det> ...,0.248,0.554,0.412,0.31,1,Reptile__class,location_comment
nmod<nmod>det> the,0.237,0.573,0.082,0.846,3,Reptile__class,location_comment
nmod<nmod>case> ...,-0.232,0.58,-0.252,0.547,2,Reptile__class,location_comment
conj<conj>cc> ...,0.226,0.591,0.247,0.555,1,Reptile__class,location_comment
case> into,0.224,0.593,0.234,0.577,3,Reptile__class,location_comment
case> in,0.219,0.603,0.069,0.872,6,Reptile__class,location_comment
amod> freshwater,-0.219,0.603,-0.252,0.547,2,Reptile__class,location_comment
amod> tropical,0.218,0.603,0.203,0.63,3,Reptile__class,location_comment
conj<amod> ...,0.214,0.611,0.247,0.555,4,Reptile__class,location_comment
amod> brackish,-0.2,0.634,-0.126,0.766,2,Reptile__class,location_comment
conj<amod> slow,0.199,0.636,0.126,0.766,2,Reptile__class,location_comment
obl<nmod>case> ...,0.198,0.638,0.082,0.846,3,Reptile__class,location_comment
conj<conj<conj> ...,-0.175,0.678,-0.247,0.555,3,Reptile__class,location_comment
amod> ...,0.155,0.714,0.334,0.418,6,Reptile__class,location_comment
acl:relcl>advmod> where,0.14,0.74,0.126,0.766,2,Reptile__class,location_comment
nmod<obl<conj> ...,0.131,0.758,0.203,0.63,3,Reptile__class,location_comment
compound<list> ...,-0.126,0.766,-0.412,0.31,3,Reptile__class,location_comment
obj< ...,0.103,0.807,0.327,0.429,7,Reptile__class,location_comment
conj<nmod>conj> ...,0.096,0.82,0.082,0.846,3,Reptile__class,location_comment
conj<nsubj>amod> ...,0.086,0.839,0.094,0.826,6,Reptile__class,location_comment
conj> mangrove,0.076,0.858,0.252,0.547,2,Reptile__class,location_comment
conj<nmod<det> ...,-0.059,0.889,-0.082,0.846,3,Reptile__class,location_comment
compound< tortoise,-0.045,0.916,-0.234,0.577,3,Reptile__class,location_comment
