,token,token_form,concept_uri,arcpath,lemma,upos,widx,feat,elongation_x,elongation_y,group,relrole,comp_id,N_tokens
0,Amee210_1_crocodiles-2,crocodiles,Crocodylus#genus,amod>,american,ADJ,1,amod> american,-0.6151415943745375,0.05869754481023252,Reptile__class,taxongroup_comment,3,66
12,Cro-9102_362_crocodile-18,crocodile,Crocodylus#genus,amod>,american,ADJ,17,amod> american,-0.6151415943745375,0.05869754481023252,Reptile__class,taxongroup_comment,3,66
1,Cro-9102_402_crocodiles-5,crocodiles,Nile_crocodile#species,amod>,female,ADJ,2,amod> ...,-0.6171801379206799,0.06319028969766441,Reptile__class,taxongroup_comment,3,66
2,Cro-9102_402_crocodiles-5,crocodiles,Nile_crocodile#species,amod>,New,ADJ,3,amod> ...,-0.4621165689139675,0.03303995122920919,Reptile__class,taxongroup_comment,3,66
0,Ame-fe9c_111_crocodiles-2,crocodiles,Crocodylus#genus,amod>,american,ADJ,1,amod> american,-0.6151415943745375,0.05869754481023252,Reptile__class,taxongroup_comment,3,66
4,Ame-fe9c_115_crocodiles-8,crocodiles,American_crocodile#species,amod>,american,ADJ,7,amod> american,-0.6151415943745375,0.05869754481023252,Reptile__class,taxongroup_comment,3,66
6,Ame-fe9c_114_crocodiles-14,crocodiles,Crocodylus#genus,amod>,young,ADJ,12,amod> ...,-0.6053973268838935,0.07589745755079516,Reptile__class,taxongroup_comment,3,66
7,Ame-fe9c_114_crocodiles-14,crocodiles,Crocodylus#genus,amod>,american,ADJ,13,amod> american,-0.6151415943745375,0.05869754481023252,Reptile__class,taxongroup_comment,3,66
0,Ame-fe9c_117_crocodiles-5,crocodiles,Crocodylus#genus,amod>,Immature,ADJ,1,amod> ...,-0.7765016116451144,-0.04653780559307179,Reptile__class,taxongroup_comment,3,66
3,Ame-fe9c_117_crocodiles-5,crocodiles,Crocodylus#genus,amod>,american,ADJ,4,amod> american,-0.6151415943745375,0.05869754481023252,Reptile__class,taxongroup_comment,3,66
16,Ame-fe9c_138_crocodile-25,crocodile,Crocodylus#genus,amod>,larger,ADJ,23,amod> ...,-0.7607048135437551,0.00143646189706586,Reptile__class,taxongroup_comment,3,66
17,Ame-fe9c_138_crocodile-25,crocodile,Crocodylus#genus,amod>,american,ADJ,24,amod> american,-0.6151415943745375,0.05869754481023252,Reptile__class,taxongroup_comment,3,66
4,Ame-fe9c_108_crocodile-8,crocodile,Crocodylus#genus,amod>,american,ADJ,7,amod> american,-0.6151415943745375,0.05869754481023252,Reptile__class,taxongroup_comment,3,66
0,Ame-fe9c_105_crocodiles-2,crocodiles,American_crocodile#species,amod>,american,ADJ,1,amod> american,-0.6151415943745375,0.05869754481023252,Reptile__class,taxongroup_comment,3,66
1,Ame-fe9c_106_crocodiles-3,crocodiles,Crocodylus#genus,amod>,other,ADJ,2,amod> other,-0.7548243653023685,0.02761914855932501,Reptile__class,taxongroup_comment,3,66
0,Ame-fe9c_102_crocodiles-2,crocodiles,Crocodylus#genus,amod>,american,ADJ,1,amod> american,-0.6151415943745375,0.05869754481023252,Reptile__class,taxongroup_comment,3,66
0,Ame-fe9c_142_crocodiles-2,crocodiles,American_crocodile#species,amod>,american,ADJ,1,amod> american,-0.6151415943745375,0.05869754481023252,Reptile__class,taxongroup_comment,3,66
4,Ame-fe9c_164_crocodiles-10,crocodiles,Crocodylus#genus,amod>,young,ADJ,8,amod> ...,-0.6053973268838935,0.07589745755079516,Reptile__class,taxongroup_comment,3,66
5,Ame-fe9c_164_crocodiles-10,crocodiles,Crocodylus#genus,amod>,american,ADJ,9,amod> american,-0.6151415943745375,0.05869754481023252,Reptile__class,taxongroup_comment,3,66
