feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
obl<nsubj> ...,0.971,0.0,0.655,0.078,5,Reptile__class,taxongroup_topic
obl<nsubj> crocodile,0.967,0.0,0.577,0.134,4,Reptile__class,taxongroup_topic
nsubj<obl>case> than,0.965,0.0,0.756,0.03,4,Reptile__class,taxongroup_topic
conj>amod> ...,0.943,0.0,0.73,0.04,11,Reptile__class,taxongroup_topic
nsubj<obl>case> in,0.937,0.001,0.756,0.03,8,Reptile__class,taxongroup_topic
nsubj<obl>case> with,0.937,0.001,0.866,0.005,5,Reptile__class,taxongroup_topic
compound< egg,0.931,0.001,0.577,0.134,2,Reptile__class,taxongroup_topic
nsubj<obl>case> like,0.931,0.001,0.756,0.03,4,Reptile__class,taxongroup_topic
obl<mark> ...,0.93,0.001,0.577,0.134,2,Reptile__class,taxongroup_topic
conj>amod> large,0.928,0.001,0.577,0.134,2,Reptile__class,taxongroup_topic
nsubj<advmod> more,0.924,0.001,0.764,0.027,3,Reptile__class,taxongroup_topic
obl<obj> ...,0.924,0.001,0.764,0.027,4,Reptile__class,taxongroup_topic
conj< crocodile,0.92,0.001,0.784,0.021,7,Reptile__class,taxongroup_topic
conj<det> the,0.916,0.001,0.327,0.429,8,Reptile__class,taxongroup_topic
conj> amphibian,0.913,0.002,0.577,0.134,3,Reptile__class,taxongroup_topic
nmod< ...,0.911,0.002,0.873,0.005,42,Reptile__class,taxongroup_topic
amod> small,0.91,0.002,0.764,0.027,5,Reptile__class,taxongroup_topic
nmod< number,0.906,0.002,0.577,0.134,2,Reptile__class,taxongroup_topic
nsubj<obl>det> ...,0.905,0.002,0.764,0.027,4,Reptile__class,taxongroup_topic
nmod<det> a,0.904,0.002,0.577,0.134,5,Reptile__class,taxongroup_topic
nsubj<conj>xcomp> ...,0.897,0.003,0.764,0.027,4,Reptile__class,taxongroup_topic
nmod< species,0.896,0.003,0.436,0.28,8,Reptile__class,taxongroup_topic
nmod>case> for,0.896,0.003,0.577,0.134,2,Reptile__class,taxongroup_topic
nsubj<advmod> also,0.895,0.003,0.756,0.03,4,Reptile__class,taxongroup_topic
conj> fish,0.891,0.003,0.577,0.134,2,Reptile__class,taxongroup_topic
conj> ...,0.89,0.003,0.275,0.509,29,Reptile__class,taxongroup_topic
conj<conj> mammal,0.888,0.003,0.577,0.134,2,Reptile__class,taxongroup_topic
nmod<det> ...,0.886,0.003,0.577,0.134,2,Reptile__class,taxongroup_topic
conj<det> ...,0.884,0.004,0.764,0.027,3,Reptile__class,taxongroup_topic
conj<conj> ...,0.884,0.004,0.436,0.28,29,Reptile__class,taxongroup_topic
nsubj<obl>case> ...,0.883,0.004,0.6,0.116,8,Reptile__class,taxongroup_topic
conj<conj> amphibian,0.882,0.004,0.577,0.134,3,Reptile__class,taxongroup_topic
conj<conj> dinosaur,0.88,0.004,0.577,0.134,3,Reptile__class,taxongroup_topic
nmod< case,0.879,0.004,0.577,0.134,2,Reptile__class,taxongroup_topic
nsubj<advmod> ...,0.878,0.004,0.464,0.247,17,Reptile__class,taxongroup_topic
