feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
nsubj<obl>case> in,0.955,0.0,0.577,0.134,4,Reptile__class,location_topic
conj<conj> python,0.942,0.0,0.577,0.134,2,Reptile__class,location_topic
nmod< ...,0.934,0.001,0.327,0.429,14,Reptile__class,location_topic
conj<conj> cat,0.932,0.001,0.577,0.134,2,Reptile__class,location_topic
conj<conj> crocodile,0.929,0.001,0.577,0.134,2,Reptile__class,location_topic
nsubj<advmod> ...,0.925,0.001,0.577,0.134,6,Reptile__class,location_topic
conj<conj> baboon,0.924,0.001,0.577,0.134,2,Reptile__class,location_topic
conj<conj> monkey,0.921,0.001,0.764,0.027,3,Reptile__class,location_topic
nsubj<obl>case> ...,0.92,0.001,0.577,0.134,5,Reptile__class,location_topic
conj< caiman,0.914,0.001,0.577,0.134,4,Reptile__class,location_topic
conj< crocodile,0.913,0.002,0.577,0.134,3,Reptile__class,location_topic
nsubj:pass<advmod> ...,0.896,0.003,0.577,0.134,3,Reptile__class,location_topic
conj<conj> mandrill,0.886,0.003,0.577,0.134,2,Reptile__class,location_topic
conj<conj> chimpanzee,0.88,0.004,0.577,0.134,2,Reptile__class,location_topic
nsubj<obl>det> ...,0.867,0.005,0.577,0.134,1,Reptile__class,location_topic
conj< ...,0.845,0.008,0.327,0.429,6,Reptile__class,location_topic
nsubj<obl>det> the,0.84,0.009,0.577,0.134,4,Reptile__class,location_topic
nmod< species,0.837,0.01,0.436,0.28,4,Reptile__class,location_topic
nsubj:pass<obl> ...,0.825,0.012,0.436,0.28,8,Reptile__class,location_topic
conj> caiman,0.821,0.012,0.577,0.134,4,Reptile__class,location_topic
cc> and,0.821,0.013,0.577,0.134,8,Reptile__class,location_topic
case> of,0.81,0.015,0.577,0.134,11,Reptile__class,location_topic
nmod<det> a,0.805,0.016,0.577,0.134,4,Reptile__class,location_topic
case> ...,0.79,0.02,0.436,0.28,5,Reptile__class,location_topic
conj>cc> and,0.789,0.02,0.846,0.008,6,Reptile__class,location_topic
