	kldiv	group	g_N
kldiv_adaptation_comment	1.4625645302867278	Reptile__class	2059
kldiv_adaptation_topic	0.987564580243086	Reptile__class	2059
kldiv_free_topic	0.13481060876700246	Reptile__class	2059
kldiv_location_comment	1.7422708865623622	Reptile__class	2059
kldiv_location_topic	1.261612686800322	Reptile__class	2059
kldiv_taxongroup_comment	0.3979572266967148	Reptile__class	2059
kldiv_taxongroup_topic	0.4409998389907192	Reptile__class	2059
