feat	count	weight	rel_role	group_name
amod> ...	83.0	1.097	adaptation_comment	Reptile__class
nmod>case> ...	36.0	0.995	adaptation_comment	Reptile__class
nmod> ...	36.0	0.684	adaptation_comment	Reptile__class
cop> ...	35.0	0.26	adaptation_comment	Reptile__class
cop> be	35.0	0.26	adaptation_comment	Reptile__class
nsubj<obj>conj> ...	34.0	1.003	adaptation_comment	Reptile__class
case> ...	31.0	0.845	adaptation_comment	Reptile__class
nsubj> ...	30.0	0.409	adaptation_comment	Reptile__class
det> ...	26.0	0.678	adaptation_comment	Reptile__class
compound> ...	22.0	0.494	adaptation_comment	Reptile__class
nsubj<conj> ...	19.0	0.217	adaptation_comment	Reptile__class
nsubj< ...	18.0	0.724	adaptation_comment	Reptile__class
nmod>case> of	17.0	1.091	adaptation_comment	Reptile__class
obj< ...	15.0	0.359	adaptation_comment	Reptile__class
nmod>conj> ...	14.0	0.517	adaptation_comment	Reptile__class
det> the	14.0	0.844	adaptation_comment	Reptile__class
obl< ...	14.0	0.711	adaptation_comment	Reptile__class
conj> ...	14.0	0.924	adaptation_comment	Reptile__class
nmod< ...	14.0	0.445	adaptation_comment	Reptile__class
conj<nsubj<conj> ...	13.0	0.46	adaptation_comment	Reptile__class
conj>cc> ...	13.0	0.662	adaptation_comment	Reptile__class
nsubj>conj> ...	12.0	0.467	adaptation_comment	Reptile__class
amod> other	11.0	1.202	adaptation_comment	Reptile__class
advmod> ...	11.0	0.42	adaptation_comment	Reptile__class
nsubj>amod> ...	10.0	0.321	adaptation_comment	Reptile__class
amod< ...	10.0	0.455	adaptation_comment	Reptile__class
obj<nsubj> ...	10.0	0.256	adaptation_comment	Reptile__class
nmod>amod> ...	9.0	0.572	adaptation_comment	Reptile__class
conj>cc> and	9.0	0.842	adaptation_comment	Reptile__class
nmod>case> in	9.0	1.072	adaptation_comment	Reptile__class
nmod>det> ...	9.0	0.484	adaptation_comment	Reptile__class
amod<case> ...	9.0	0.591	adaptation_comment	Reptile__class
amod<conj> ...	8.0	0.285	adaptation_comment	Reptile__class
nsubj<obj> ...	8.0	0.201	adaptation_comment	Reptile__class
nsubj> crocodile	8.0	0.41	adaptation_comment	Reptile__class
nsubj<conj>cc> and	8.0	0.598	adaptation_comment	Reptile__class
nsubj<conj>cc> ...	8.0	0.677	adaptation_comment	Reptile__class
acl:relcl> ...	7.0	0.433	adaptation_comment	Reptile__class
nmod>det> the	7.0	0.479	adaptation_comment	Reptile__class
conj< ...	7.0	0.624	adaptation_comment	Reptile__class
nmod:poss> ...	7.0	0.229	adaptation_comment	Reptile__class
case> of	7.0	0.897	adaptation_comment	Reptile__class
acl:relcl>nsubj> ...	7.0	0.227	adaptation_comment	Reptile__class
mark> ...	7.0	0.325	adaptation_comment	Reptile__class
nsubj< include	7.0	0.816	adaptation_comment	Reptile__class
det> a	7.0	0.769	adaptation_comment	Reptile__class
nmod>conj>cc> and	6.0	0.157	adaptation_comment	Reptile__class
