rel_role	adaptation_comment	adaptation_topic	free_topic	location_comment	location_topic	taxongroup_comment	taxongroup_topic	group	N
adaptation_comment	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Reptile__class	122
adaptation_topic	0.0	1.0	0.0	0.002	0.041	0.039	0.008	Reptile__class	163
free_topic	0.0	0.0	1.0	0.208	0.0	0.018	0.0	Reptile__class	923
location_comment	0.0	0.002	0.208	1.0	0.041	0.092	0.033	Reptile__class	60
location_topic	0.0	0.041	0.0	0.041	1.0	0.006	0.244	Reptile__class	97
taxongroup_comment	0.0	0.039	0.018	0.092	0.006	1.0	0.006	Reptile__class	348
taxongroup_topic	0.0	0.008	0.0	0.033	0.244	0.006	1.0	Reptile__class	346
