source	adaptation_comment	adaptation_topic	free_topic	location_comment	location_topic	taxongroup_comment	taxongroup_topic	group	N
adaptation_comment	19.76	1.12	19.76	0.16	19.76	19.76	19.68	Even-toed_ungulate__order	95
adaptation_topic	0.0	34.69	16.24	0.0	6.78	22.98	19.31	Even-toed_ungulate__order	185
free_topic	0.0	0.01	93.91	0.0	0.18	1.87	4.03	Even-toed_ungulate__order	664
location_comment	0.0	0.08	8.58	71.9	2.22	8.99	8.24	Even-toed_ungulate__order	105
location_topic	0.0	0.01	3.17	0.0	88.0	3.97	4.86	Even-toed_ungulate__order	140
taxongroup_comment	0.0	0.01	5.17	0.0	0.18	66.7	27.94	Even-toed_ungulate__order	382
taxongroup_topic	0.0	0.02	7.47	0.0	0.39	31.37	60.75	Even-toed_ungulate__order	348
