feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
conj<conj> elk,0.992,0.0,0.764,0.027,9,Even-toed_ungulate__order,free_topic
conj<conj> squirrel,0.988,0.0,0.764,0.027,10,Even-toed_ungulate__order,free_topic
conj<conj> rabbit,0.982,0.0,0.764,0.027,9,Even-toed_ungulate__order,free_topic
nsubj<advmod> only,0.956,0.0,0.577,0.134,2,Even-toed_ungulate__order,free_topic
conj<conj> sheep,0.949,0.0,0.764,0.027,12,Even-toed_ungulate__order,free_topic
conj< deer,0.945,0.0,0.577,0.134,9,Even-toed_ungulate__order,free_topic
conj<conj> cattle,0.945,0.0,0.764,0.027,9,Even-toed_ungulate__order,free_topic
conj<conj> moose,0.944,0.0,0.764,0.027,13,Even-toed_ungulate__order,free_topic
conj<appos> guanicoe,0.937,0.001,0.577,0.134,2,Even-toed_ungulate__order,free_topic
nsubj<advmod> typically,0.934,0.001,0.577,0.134,2,Even-toed_ungulate__order,free_topic
compound<appos<appos> ...,0.932,0.001,0.577,0.134,11,Even-toed_ungulate__order,free_topic
conj< antelope,0.927,0.001,0.577,0.134,2,Even-toed_ungulate__order,free_topic
nsubj<advmod> generally,0.927,0.001,0.577,0.134,2,Even-toed_ungulate__order,free_topic
nsubj> badger,0.922,0.001,0.577,0.134,2,Even-toed_ungulate__order,free_topic
nsubj<advmod> also,0.922,0.001,0.577,0.134,3,Even-toed_ungulate__order,free_topic
conj< elk,0.92,0.001,0.436,0.28,7,Even-toed_ungulate__order,free_topic
nsubj:pass<obl>case> despite,0.91,0.002,0.577,0.134,2,Even-toed_ungulate__order,free_topic
conj<nmod<compound> ...,-0.907,0.002,-0.577,0.134,3,Even-toed_ungulate__order,free_topic
conj>appos>compound> ...,0.906,0.002,0.577,0.134,1,Even-toed_ungulate__order,free_topic
compound<appos<appos> seahorse,0.906,0.002,0.577,0.134,8,Even-toed_ungulate__order,free_topic
obl<advcl>nsubj> ...,0.905,0.002,0.577,0.134,1,Even-toed_ungulate__order,free_topic
nsubj:pass<obl>case> ...,0.903,0.002,0.764,0.027,6,Even-toed_ungulate__order,free_topic
conj<conj> bison,0.896,0.003,0.756,0.03,8,Even-toed_ungulate__order,free_topic
obj<obl>compound> ...,0.896,0.003,0.577,0.134,3,Even-toed_ungulate__order,free_topic
conj<case> include,0.896,0.003,0.577,0.134,3,Even-toed_ungulate__order,free_topic
nsubj:pass<obl>case> to,0.892,0.003,0.577,0.134,2,Even-toed_ungulate__order,free_topic
conj< sheep,0.891,0.003,0.577,0.134,5,Even-toed_ungulate__order,free_topic
conj<nmod<nsubj> tiger,-0.888,0.003,-0.577,0.134,2,Even-toed_ungulate__order,free_topic
case> as,0.887,0.003,0.868,0.005,9,Even-toed_ungulate__order,free_topic
conj> fish,0.885,0.003,0.577,0.134,2,Even-toed_ungulate__order,free_topic
nsubj<advmod> ...,0.884,0.004,0.136,0.747,16,Even-toed_ungulate__order,free_topic
conj< buffalo,0.881,0.004,0.577,0.134,3,Even-toed_ungulate__order,free_topic
nsubj:pass<obl>case> by,0.878,0.004,0.577,0.134,2,Even-toed_ungulate__order,free_topic
conj< ...,0.876,0.004,-0.012,0.978,86,Even-toed_ungulate__order,free_topic
conj> elk,0.872,0.005,0.577,0.134,4,Even-toed_ungulate__order,free_topic
acl>obl>det> ...,0.871,0.005,0.577,0.134,2,Even-toed_ungulate__order,free_topic
conj<compound< ...,-0.869,0.005,-0.845,0.008,3,Even-toed_ungulate__order,free_topic
nsubj:pass<obl> ...,0.867,0.005,0.273,0.513,26,Even-toed_ungulate__order,free_topic
parataxis>conj> ...,0.867,0.005,0.577,0.134,4,Even-toed_ungulate__order,free_topic
conj<conj> deer,0.863,0.006,0.733,0.039,33,Even-toed_ungulate__order,free_topic
nmod< prey,0.863,0.006,0.577,0.134,2,Even-toed_ungulate__order,free_topic
conj< bison,0.86,0.006,0.327,0.429,7,Even-toed_ungulate__order,free_topic
appos<conj<conj> antelope,0.852,0.007,0.577,0.134,2,Even-toed_ungulate__order,free_topic
conj<conj> goat,0.849,0.008,0.756,0.03,12,Even-toed_ungulate__order,free_topic
nsubj<obl>det> a,0.849,0.008,0.577,0.134,6,Even-toed_ungulate__order,free_topic
nsubj:pass<obl>case> with,0.848,0.008,0.577,0.134,3,Even-toed_ungulate__order,free_topic
compound<appos<flat> Hippocampus,0.847,0.008,0.577,0.134,5,Even-toed_ungulate__order,free_topic
conj<det> ...,0.843,0.009,0.577,0.134,3,Even-toed_ungulate__order,free_topic
conj<nmod<compound> grazing,-0.842,0.009,-0.577,0.134,2,Even-toed_ungulate__order,free_topic
nmod< antler,0.842,0.009,0.577,0.134,3,Even-toed_ungulate__order,free_topic
conj<appos< ...,0.842,0.009,0.756,0.03,2,Even-toed_ungulate__order,free_topic
nsubj:pass<obl>case> in,0.842,0.009,0.546,0.162,5,Even-toed_ungulate__order,free_topic
nsubj<obl>case> ...,0.838,0.009,0.577,0.134,6,Even-toed_ungulate__order,free_topic
conj> llama,0.836,0.01,0.577,0.134,2,Even-toed_ungulate__order,free_topic
nsubj<obl>det> ...,0.835,0.01,0.577,0.134,1,Even-toed_ungulate__order,free_topic
nsubj<obl>case> with,0.833,0.01,0.577,0.134,9,Even-toed_ungulate__order,free_topic
case> such,0.832,0.01,0.764,0.027,17,Even-toed_ungulate__order,free_topic
nsubj<obl>case> to,0.832,0.01,0.577,0.134,3,Even-toed_ungulate__order,free_topic
conj> caribou,0.83,0.011,0.655,0.078,3,Even-toed_ungulate__order,free_topic
obj< mean,-0.828,0.011,-0.756,0.03,2,Even-toed_ungulate__order,free_topic
conj< rabbit,0.827,0.011,0.577,0.134,3,Even-toed_ungulate__order,free_topic
compound<nsubj<cop> be,-0.827,0.011,-0.577,0.134,6,Even-toed_ungulate__order,free_topic
nmod<obj<aux> have,0.826,0.012,0.577,0.134,2,Even-toed_ungulate__order,free_topic
nmod< rear,0.824,0.012,0.577,0.134,3,Even-toed_ungulate__order,free_topic
conj< horse,0.823,0.012,0.109,0.797,7,Even-toed_ungulate__order,free_topic
nsubj<obl>case> in,0.819,0.013,0.577,0.134,10,Even-toed_ungulate__order,free_topic
conj<nmod< animal,0.817,0.013,0.577,0.134,3,Even-toed_ungulate__order,free_topic
compound<appos<nmod> ...,0.815,0.014,0.733,0.039,3,Even-toed_ungulate__order,free_topic
cc> and,0.814,0.014,0.243,0.563,61,Even-toed_ungulate__order,free_topic
nsubj<obl>nummod> ...,0.812,0.014,0.577,0.134,3,Even-toed_ungulate__order,free_topic
conj<case> such,0.811,0.015,0.577,0.134,25,Even-toed_ungulate__order,free_topic
nmod<det> a,0.811,0.015,0.577,0.134,12,Even-toed_ungulate__order,free_topic
nsubj<advmod> not,0.808,0.015,0.327,0.429,3,Even-toed_ungulate__order,free_topic
conj<conj< ...,0.805,0.016,0.577,0.134,4,Even-toed_ungulate__order,free_topic
amod> other,0.805,0.016,0.355,0.389,7,Even-toed_ungulate__order,free_topic
conj> rabbit,0.803,0.016,0.546,0.162,3,Even-toed_ungulate__order,free_topic
conj<appos< rhinocero,0.803,0.017,0.577,0.134,2,Even-toed_ungulate__order,free_topic
acl>obl>amod> ...,0.799,0.017,0.577,0.134,3,Even-toed_ungulate__order,free_topic
nmod<nsubj:pass< attack,0.799,0.017,0.756,0.03,2,Even-toed_ungulate__order,free_topic
conj<case> of,0.798,0.018,0.577,0.134,7,Even-toed_ungulate__order,free_topic
appos<conj< ...,-0.798,0.018,-0.577,0.134,3,Even-toed_ungulate__order,free_topic
nmod< animal,0.796,0.018,0.577,0.134,4,Even-toed_ungulate__order,free_topic
