,token,token_form,concept_uri,arcpath,lemma,upos,widx,feat,elongation_x,elongation_y,group,relrole,comp_id,N_tokens
9,Pèr-9953_55_deer-10,deer,Deer#family,nmod>case>,besides,ADP,11,nmod>case> ...,0.39140913210917005,-0.23348865838085758,Even-toed_ungulate__order,taxongroup_comment,0,17
7,Hip-aa4f_272_Hippopotamus-12,Hippopotamus,Hippopotamus#species,nmod>case>,by,ADP,14,nmod>case> ...,0.31761723850573526,-0.10950566315044355,Even-toed_ungulate__order,taxongroup_comment,0,17
7,Whi-53ef_61_hippopotamus-9,hippopotamus,Hippopotamus_genus#genus,nmod>case>,despite,ADP,10,nmod>case> ...,0.30137206231589664,-0.24932106596042627,Even-toed_ungulate__order,taxongroup_comment,0,17
8,Sik-94e7_16_deer-18,deer,Deer#family,nmod>case>,with,ADP,19,nmod>case> with,0.3687135438492689,-0.22175315821220234,Even-toed_ungulate__order,taxongroup_comment,0,17
5,Lil-43fd_158_animals-7,animals,Animal#kingdom,nmod>case>,such,ADJ,8,nmod>case> such,0.3399309950142576,-0.2530931607356713,Even-toed_ungulate__order,taxongroup_comment,0,17
6,Lio-60d2_455_animals-11,animals,Animal#kingdom,nmod>case>,in,ADP,12,nmod>case> in,0.3178429192845095,-0.3115769725760413,Even-toed_ungulate__order,taxongroup_comment,0,17
5,Dee-529a_264_animal-6,animal,Animal#kingdom,nmod>case>,for,ADP,7,nmod>case> for,0.3012986878178433,-0.1460957771202558,Even-toed_ungulate__order,taxongroup_comment,0,17
4,Cat-605b_250_animals-17,animals,Animal#kingdom,conj<nmod>case>,in,ADP,12,conj<nmod>case> in,0.3833320151961859,0.14584174245182605,Even-toed_ungulate__order,taxongroup_comment,0,17
9,Cat-605b_250_animals-17,animals,Animal#kingdom,nmod>case>,such,ADJ,18,nmod>case> such,0.3399309950142576,-0.2530931607356713,Even-toed_ungulate__order,taxongroup_comment,0,17
12,Ame-35ae_264_animals-15,animals,Animal#kingdom,nmod>case>,for,ADP,16,nmod>case> for,0.3012986878178433,-0.1460957771202558,Even-toed_ungulate__order,taxongroup_comment,0,17
7,And0de2_7_animals-9,animals,Animal#kingdom,nmod>case>,such,ADJ,11,nmod>case> such,0.3399309950142576,-0.2530931607356713,Even-toed_ungulate__order,taxongroup_comment,0,17
1,Art-6267_227_artiodactyla-2,artiodactyla,Even-toed_ungulate#order,nmod>case>,such,ADJ,4,nmod>case> such,0.3399309950142576,-0.2530931607356713,Even-toed_ungulate__order,taxongroup_comment,0,17
10,Ame-d5c4_32_mammals-25,mammals,Mammal#class,nmod>case>,such,ADJ,26,nmod>case> such,0.3399309950142576,-0.2530931607356713,Even-toed_ungulate__order,taxongroup_comment,0,17
8,Ele-d1e7_67_animals-11,animals,Animal#kingdom,nmod>case>,include,VERB,13,nmod>case> ...,0.3107370729878143,-0.31206186076351267,Even-toed_ungulate__order,taxongroup_comment,0,17
12,Rei-38eb_559_animals-23,animals,Animal#kingdom,nmod>case>,of,ADP,26,nmod>case> of,0.3299685609361833,-0.2543247842457561,Even-toed_ungulate__order,taxongroup_comment,0,17
4,Rei-38eb_275_animals-5,animals,Animal#kingdom,nmod>case>,like,ADP,6,nmod>case> like,0.3832008585322665,-0.21220340938786753,Even-toed_ungulate__order,taxongroup_comment,0,17
6,Nea-dd93_382_deer-8,deer,Deer#family,conj<conj>cc>,and,CCONJ,9,conj<conj>cc> and,0.35818347450311727,-0.15754089737697702,Even-toed_ungulate__order,taxongroup_comment,0,17
6,Roe-b5ac_149_animal-7,animal,Animal#kingdom,nmod>case>,of,ADP,8,nmod>case> of,0.3299685609361833,-0.2543247842457561,Even-toed_ungulate__order,taxongroup_comment,0,17
