feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
conj< reindeer,0.938,0.001,0.756,0.03,2,Even-toed_ungulate__order,adaptation_topic
nsubj<obl>case> ...,0.934,0.001,0.764,0.027,9,Even-toed_ungulate__order,adaptation_topic
nmod<obl<nsubj> ...,0.923,0.001,0.764,0.027,3,Even-toed_ungulate__order,adaptation_topic
nmod< ...,0.917,0.001,0.709,0.049,26,Even-toed_ungulate__order,adaptation_topic
conj> moose,0.914,0.002,0.577,0.134,2,Even-toed_ungulate__order,adaptation_topic
conj< ...,0.911,0.002,0.626,0.097,17,Even-toed_ungulate__order,adaptation_topic
conj> camels,0.907,0.002,0.577,0.134,2,Even-toed_ungulate__order,adaptation_topic
conj> ...,0.906,0.002,0.655,0.078,13,Even-toed_ungulate__order,adaptation_topic
nsubj<obl>case> on,0.891,0.003,0.756,0.03,2,Even-toed_ungulate__order,adaptation_topic
conj>amod> Bactrian,0.889,0.003,0.577,0.134,2,Even-toed_ungulate__order,adaptation_topic
conj>amod> ...,0.878,0.004,0.577,0.134,3,Even-toed_ungulate__order,adaptation_topic
nmod< population,0.874,0.005,0.756,0.03,2,Even-toed_ungulate__order,adaptation_topic
case> ...,0.874,0.005,0.812,0.014,14,Even-toed_ungulate__order,adaptation_topic
nsubj:pass<aux:pass> be,0.865,0.006,0.77,0.025,8,Even-toed_ungulate__order,adaptation_topic
nsubj<advmod> about,0.862,0.006,0.577,0.134,2,Even-toed_ungulate__order,adaptation_topic
nsubj<obl>case> during,0.856,0.007,0.577,0.134,2,Even-toed_ungulate__order,adaptation_topic
cc> and,0.853,0.007,0.66,0.075,15,Even-toed_ungulate__order,adaptation_topic
nsubj<advmod> ...,0.852,0.007,0.577,0.134,4,Even-toed_ungulate__order,adaptation_topic
nsubj:pass<obl> ...,0.852,0.007,0.577,0.134,5,Even-toed_ungulate__order,adaptation_topic
nsubj<advmod> however,0.851,0.007,0.577,0.134,3,Even-toed_ungulate__order,adaptation_topic
nsubj<advmod> not,0.85,0.008,0.577,0.134,2,Even-toed_ungulate__order,adaptation_topic
appos>amod> ...,0.848,0.008,0.436,0.28,4,Even-toed_ungulate__order,adaptation_topic
nsubj<obl>case> at,0.84,0.009,0.577,0.134,2,Even-toed_ungulate__order,adaptation_topic
nsubj<obl>case> in,0.84,0.009,0.577,0.134,5,Even-toed_ungulate__order,adaptation_topic
nmod<obl< ...,0.838,0.009,0.436,0.28,6,Even-toed_ungulate__order,adaptation_topic
nsubj<obl>case> to,0.826,0.012,0.577,0.134,2,Even-toed_ungulate__order,adaptation_topic
nsubj<obl>det> ...,0.815,0.014,0.577,0.134,1,Even-toed_ungulate__order,adaptation_topic
