,token,token_form,concept_uri,arcpath,lemma,upos,widx,feat,elongation_x,elongation_y,group,relrole,comp_id,N_tokens
3,Eur-3123_133_social-5,social,Presociality#adaptation,amod<det>,a,DET,4,amod<det> a,0.28006264680213966,-0.030291932658890353,Even-toed_ungulate__order,adaptation_comment,3,12
0,Eur-3123_127_social-3,social,Presociality#adaptation,amod<det>,a,DET,1,amod<det> a,0.28006264680213966,-0.030291932658890353,Even-toed_ungulate__order,adaptation_comment,3,12
1,Eur-3123_127_social-3,social,Presociality#adaptation,amod<amod>,hierarchical,ADJ,2,amod<amod> ...,0.38789743695066464,0.09471171510689225,Even-toed_ungulate__order,adaptation_comment,3,12
2,Camdcda_5_Camouflage-1,Camouflage,Camouflage#adaptation,nsubj<,art,NOUN,4,nsubj< ...,0.16877135871561802,0.221779035341211,Even-toed_ungulate__order,adaptation_comment,3,12
3,Sau-89d2_89_herbivorous-14,herbivorous,Herbivore#adaptation,amod<det>,the,DET,12,amod<det> the,0.2649159366486709,-0.04863736435930271,Even-toed_ungulate__order,adaptation_comment,3,12
4,Sau-89d2_89_herbivorous-14,herbivorous,Herbivore#adaptation,amod<amod>,different,ADJ,13,amod<amod> different,0.2704738035821294,-0.010093830779413657,Even-toed_ungulate__order,adaptation_comment,3,12
4,Mac-9f03_41_herbivorous-14,herbivorous,Herbivore#adaptation,amod<amod>,various,ADJ,12,amod<amod> ...,0.3639291884133655,0.055308008173137566,Even-toed_ungulate__order,adaptation_comment,3,12
5,Mac-9f03_41_herbivorous-14,herbivorous,Herbivore#adaptation,amod<amod>,other,ADJ,13,amod<amod> ...,0.296396660475173,-0.0032898431681575024,Even-toed_ungulate__order,adaptation_comment,3,12
15,Rei-38eb_153_migrations-39,migrations,Animal_migration#adaptation,nsubj<,calve,VERB,41,nsubj< ...,0.2912689363785691,-0.01932539046411771,Even-toed_ungulate__order,adaptation_comment,3,12
2,Bog-cdf9_52_viviparous-5,viviparous,Vivipary#adaptation,amod<det>,the,DET,4,amod<det> the,0.2649159366486709,-0.04863736435930271,Even-toed_ungulate__order,adaptation_comment,3,12
2,Pum-f726_44_social-4,social,Presociality#adaptation,amod<amod>,many,ADJ,3,amod<amod> ...,0.3157083551708708,0.020453802690515922,Even-toed_ungulate__order,adaptation_comment,3,12
