feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
amod>conj> domestic,0.958,0.0,0.756,0.03,2,Even-toed_ungulate__order,location_topic
nsubj:pass<aux:pass> be,0.951,0.0,0.577,0.134,9,Even-toed_ungulate__order,location_topic
conj>amod> ...,0.945,0.0,0.764,0.027,6,Even-toed_ungulate__order,location_topic
nmod< population,0.929,0.001,0.577,0.134,2,Even-toed_ungulate__order,location_topic
conj> ...,0.917,0.001,0.679,0.064,17,Even-toed_ungulate__order,location_topic
nmod< ...,0.903,0.002,0.166,0.694,18,Even-toed_ungulate__order,location_topic
nsubj:pass<obl> ...,0.901,0.002,0.577,0.134,12,Even-toed_ungulate__order,location_topic
nmod< herd,0.895,0.003,0.577,0.134,3,Even-toed_ungulate__order,location_topic
nsubj:pass<advmod> ...,0.879,0.004,0.577,0.134,4,Even-toed_ungulate__order,location_topic
nsubj:pass<conj> ...,0.868,0.005,0.577,0.134,5,Even-toed_ungulate__order,location_topic
appos>det> ...,0.863,0.006,0.756,0.03,2,Even-toed_ungulate__order,location_topic
conj< deer,0.857,0.007,0.577,0.134,3,Even-toed_ungulate__order,location_topic
nsubj<obj> ...,-0.855,0.007,-0.674,0.067,6,Even-toed_ungulate__order,location_topic
conj>amod> Arctic,0.85,0.007,0.577,0.134,2,Even-toed_ungulate__order,location_topic
nsubj:pass<conj> Island,0.836,0.01,0.577,0.134,2,Even-toed_ungulate__order,location_topic
conj< reindeer,0.836,0.01,0.577,0.134,6,Even-toed_ungulate__order,location_topic
nmod<nmod> ...,0.833,0.01,0.756,0.03,4,Even-toed_ungulate__order,location_topic
conj< ...,0.833,0.01,0.481,0.227,8,Even-toed_ungulate__order,location_topic
conj< subspecy,0.831,0.011,0.756,0.03,2,Even-toed_ungulate__order,location_topic
conj> deer,0.814,0.014,0.546,0.162,3,Even-toed_ungulate__order,location_topic
nsubj:pass<obl>case> ...,0.807,0.015,0.577,0.134,6,Even-toed_ungulate__order,location_topic
amod> wild,0.805,0.016,0.627,0.096,8,Even-toed_ungulate__order,location_topic
conj<nmod>case> in,0.805,0.016,0.756,0.03,2,Even-toed_ungulate__order,location_topic
nsubj:pass<obl>case> with,0.801,0.017,0.577,0.134,2,Even-toed_ungulate__order,location_topic
conj<case> such,0.801,0.017,0.577,0.134,3,Even-toed_ungulate__order,location_topic
conj<conj>det> the,0.798,0.018,0.77,0.025,4,Even-toed_ungulate__order,location_topic
nsubj:pass<obl>case> in,0.793,0.019,0.577,0.134,4,Even-toed_ungulate__order,location_topic
compound> sika,-0.779,0.023,-0.548,0.16,7,Even-toed_ungulate__order,location_topic
cc> and,0.772,0.025,0.289,0.488,10,Even-toed_ungulate__order,location_topic
appos<nmod>nmod> ...,0.771,0.025,0.655,0.078,3,Even-toed_ungulate__order,location_topic
nmod<obl<nsubj> ...,0.77,0.025,0.436,0.28,5,Even-toed_ungulate__order,location_topic
conj<case> ...,0.765,0.027,0.577,0.134,3,Even-toed_ungulate__order,location_topic
compound>amod> barren,0.761,0.028,0.823,0.012,6,Even-toed_ungulate__order,location_topic
conj<case> of,0.761,0.028,0.546,0.162,3,Even-toed_ungulate__order,location_topic
case> of,0.74,0.036,0.464,0.247,18,Even-toed_ungulate__order,location_topic
nmod<case> with,0.739,0.036,0.577,0.134,3,Even-toed_ungulate__order,location_topic
case> ...,0.736,0.037,0.464,0.247,9,Even-toed_ungulate__order,location_topic
appos<conj>det> the,0.732,0.039,0.756,0.03,2,Even-toed_ungulate__order,location_topic
appos<conj>det> ...,0.731,0.04,0.756,0.03,2,Even-toed_ungulate__order,location_topic
amod> last,0.73,0.04,0.756,0.03,2,Even-toed_ungulate__order,location_topic
nsubj<advcl> ...,-0.729,0.04,-0.436,0.28,3,Even-toed_ungulate__order,location_topic
nmod<case> ...,0.722,0.043,0.436,0.28,5,Even-toed_ungulate__order,location_topic
nsubj:pass<conj>compound> ...,-0.72,0.044,-0.577,0.134,4,Even-toed_ungulate__order,location_topic
conj<case> in,0.716,0.046,0.577,0.134,2,Even-toed_ungulate__order,location_topic
appos>compound> ...,0.712,0.048,0.732,0.039,3,Even-toed_ungulate__order,location_topic
nmod>case> in,0.71,0.048,0.548,0.16,5,Even-toed_ungulate__order,location_topic
conj<appos>compound> ...,0.706,0.05,0.756,0.03,2,Even-toed_ungulate__order,location_topic
nmod<nmod>det> ...,0.704,0.051,0.577,0.134,1,Even-toed_ungulate__order,location_topic
conj<nmod< ...,0.702,0.052,0.577,0.134,2,Even-toed_ungulate__order,location_topic
nsubj:pass<obl>det> the,0.7,0.053,0.577,0.134,2,Even-toed_ungulate__order,location_topic
nmod<amod> ...,0.699,0.054,0.436,0.28,10,Even-toed_ungulate__order,location_topic
acl>obl>det> the,0.686,0.06,0.577,0.134,2,Even-toed_ungulate__order,location_topic
conj<appos>det> the,0.679,0.064,0.577,0.134,2,Even-toed_ungulate__order,location_topic
conj>compound> ground,0.674,0.067,0.756,0.03,2,Even-toed_ungulate__order,location_topic
conj<conj>det> a,0.663,0.073,0.63,0.094,2,Even-toed_ungulate__order,location_topic
nmod<det> a,0.663,0.073,0.733,0.039,6,Even-toed_ungulate__order,location_topic
conj<appos>det> ...,0.662,0.073,0.577,0.134,1,Even-toed_ungulate__order,location_topic
nsubj<conj> ...,0.662,0.073,0.577,0.134,7,Even-toed_ungulate__order,location_topic
nsubj:pass< introduce,0.657,0.077,0.577,0.134,2,Even-toed_ungulate__order,location_topic
conj<appos> ...,0.651,0.08,0.655,0.078,6,Even-toed_ungulate__order,location_topic
nsubj:pass<obl>det> ...,0.649,0.082,0.577,0.134,2,Even-toed_ungulate__order,location_topic
conj<nmod>case> ...,0.644,0.085,0.733,0.039,5,Even-toed_ungulate__order,location_topic
obj< ...,-0.643,0.086,-0.385,0.346,5,Even-toed_ungulate__order,location_topic
appos<nsubj<obl> ...,-0.641,0.087,-0.436,0.28,4,Even-toed_ungulate__order,location_topic
compound> Rangifer,-0.64,0.088,-0.577,0.134,2,Even-toed_ungulate__order,location_topic
det> the,0.631,0.093,0.368,0.37,29,Even-toed_ungulate__order,location_topic
acl>obl>amod> ...,-0.631,0.093,-0.627,0.096,6,Even-toed_ungulate__order,location_topic
conj<det> ...,0.63,0.094,0.577,0.134,1,Even-toed_ungulate__order,location_topic
appos<nmod<det> a,-0.628,0.096,-0.577,0.134,2,Even-toed_ungulate__order,location_topic
conj<det> the,0.626,0.097,0.764,0.027,9,Even-toed_ungulate__order,location_topic
compound> ...,0.61,0.109,0.788,0.02,15,Even-toed_ungulate__order,location_topic
conj> caribou,0.607,0.111,0.733,0.039,6,Even-toed_ungulate__order,location_topic
appos<nmod<det> ...,-0.605,0.112,-0.577,0.134,1,Even-toed_ungulate__order,location_topic
appos<nummod> ...,-0.604,0.113,-0.507,0.2,3,Even-toed_ungulate__order,location_topic
compound< herder,0.602,0.114,0.577,0.134,2,Even-toed_ungulate__order,location_topic
conj<nsubj< ...,0.6,0.116,0.733,0.039,3,Even-toed_ungulate__order,location_topic
conj>compound> ...,0.598,0.118,0.481,0.227,9,Even-toed_ungulate__order,location_topic
conj>cc> or,0.594,0.121,0.504,0.203,2,Even-toed_ungulate__order,location_topic
conj<nmod> live,0.59,0.123,0.577,0.134,2,Even-toed_ungulate__order,location_topic
conj<nmod> ...,0.588,0.125,0.733,0.039,6,Even-toed_ungulate__order,location_topic
appos>compound> c.,0.587,0.126,0.756,0.03,2,Even-toed_ungulate__order,location_topic
conj<appos>nmod> fennicus,-0.567,0.143,-0.577,0.134,2,Even-toed_ungulate__order,location_topic
conj<obj<nsubj> painting,0.563,0.146,0.756,0.03,2,Even-toed_ungulate__order,location_topic
nmod<conj> ...,0.562,0.147,0.385,0.346,4,Even-toed_ungulate__order,location_topic
case> by,0.558,0.151,0.378,0.356,2,Even-toed_ungulate__order,location_topic
conj<appos>appos> caribou,0.556,0.153,0.577,0.134,3,Even-toed_ungulate__order,location_topic
nsubj:pass< distribute,0.555,0.154,0.577,0.134,2,Even-toed_ungulate__order,location_topic
det> ...,-0.547,0.161,-0.504,0.203,2,Even-toed_ungulate__order,location_topic
compound<cop> be,-0.546,0.161,-0.577,0.134,3,Even-toed_ungulate__order,location_topic
appos<appos>appos> caribou,0.546,0.161,0.577,0.134,3,Even-toed_ungulate__order,location_topic
acl:relcl>obl>case> in,-0.543,0.164,-0.577,0.134,2,Even-toed_ungulate__order,location_topic
advmod> not,0.542,0.165,0.504,0.203,2,Even-toed_ungulate__order,location_topic
conj<nmod>case> t.,0.539,0.168,0.412,0.31,2,Even-toed_ungulate__order,location_topic
nmod<det> the,0.539,0.168,0.733,0.039,8,Even-toed_ungulate__order,location_topic
conj<appos>nmod> ...,0.538,0.169,0.577,0.134,2,Even-toed_ungulate__order,location_topic
nmod< subspecy,0.537,0.17,0.218,0.604,3,Even-toed_ungulate__order,location_topic
nsubj:pass< ...,0.536,0.171,0.577,0.134,4,Even-toed_ungulate__order,location_topic
case> with,0.535,0.171,0.504,0.203,2,Even-toed_ungulate__order,location_topic
nsubj:pass< find,0.535,0.172,0.577,0.134,2,Even-toed_ungulate__order,location_topic
det> a,0.533,0.173,0.327,0.429,4,Even-toed_ungulate__order,location_topic
acl> ...,-0.533,0.174,-0.507,0.2,3,Even-toed_ungulate__order,location_topic
conj<appos>appos> R.,0.527,0.18,0.655,0.078,4,Even-toed_ungulate__order,location_topic
obj< include,0.525,0.182,0.507,0.2,3,Even-toed_ungulate__order,location_topic
compound< herds,0.524,0.182,0.577,0.134,3,Even-toed_ungulate__order,location_topic
appos<nmod< ...,-0.519,0.187,-0.577,0.134,4,Even-toed_ungulate__order,location_topic
conj<appos> R.,0.518,0.189,0.764,0.027,7,Even-toed_ungulate__order,location_topic
conj<appos>compound> forest,0.514,0.193,0.514,0.192,3,Even-toed_ungulate__order,location_topic
nmod>case> ...,0.502,0.205,0.504,0.203,6,Even-toed_ungulate__order,location_topic
conj<compound> ...,0.491,0.217,0.577,0.134,6,Even-toed_ungulate__order,location_topic
case> such,0.491,0.217,0.504,0.203,2,Even-toed_ungulate__order,location_topic
appos<appos>compound> ...,-0.488,0.22,-0.327,0.429,3,Even-toed_ungulate__order,location_topic
conj<compound> tundra,0.486,0.222,0.577,0.134,3,Even-toed_ungulate__order,location_topic
conj<conj>cc> and,0.486,0.222,0.639,0.088,8,Even-toed_ungulate__order,location_topic
conj<amod> ...,0.483,0.225,0.577,0.134,7,Even-toed_ungulate__order,location_topic
appos>det> the,0.48,0.229,0.412,0.31,6,Even-toed_ungulate__order,location_topic
nmod<obj< ...,0.479,0.229,0.109,0.797,6,Even-toed_ungulate__order,location_topic
conj<nmod< population,0.474,0.235,0.577,0.134,2,Even-toed_ungulate__order,location_topic
cc> or,0.472,0.237,0.252,0.547,2,Even-toed_ungulate__order,location_topic
nsubj<cop> be,0.468,0.242,0.327,0.429,5,Even-toed_ungulate__order,location_topic
appos<appos>appos> R.,0.465,0.246,0.577,0.134,2,Even-toed_ungulate__order,location_topic
nsubj<advmod> not,0.463,0.248,0.412,0.31,2,Even-toed_ungulate__order,location_topic
compound<appos> ...,0.46,0.251,0.577,0.134,4,Even-toed_ungulate__order,location_topic
conj<conj>compound> american,0.458,0.254,0.577,0.134,2,Even-toed_ungulate__order,location_topic
compound< ...,0.456,0.256,0.733,0.039,10,Even-toed_ungulate__order,location_topic
nmod>appos> ...,-0.456,0.256,-0.394,0.334,3,Even-toed_ungulate__order,location_topic
compound<amod> wild,0.454,0.259,0.577,0.134,2,Even-toed_ungulate__order,location_topic
conj>det> ...,0.45,0.263,0.504,0.203,2,Even-toed_ungulate__order,location_topic
nmod<appos<appos> R.,0.446,0.268,0.577,0.134,2,Even-toed_ungulate__order,location_topic
compound> Sika,0.445,0.269,0.546,0.162,3,Even-toed_ungulate__order,location_topic
appos<conj>compound> ground,0.443,0.271,0.412,0.31,2,Even-toed_ungulate__order,location_topic
case> in,-0.441,0.274,-0.378,0.356,2,Even-toed_ungulate__order,location_topic
conj<conj> ...,0.44,0.275,0.592,0.122,8,Even-toed_ungulate__order,location_topic
appos> reindeer,0.438,0.278,0.378,0.356,2,Even-toed_ungulate__order,location_topic
nmod<det> ...,0.437,0.279,0.412,0.31,2,Even-toed_ungulate__order,location_topic
obj<nsubj>amod> ...,0.437,0.279,0.784,0.021,5,Even-toed_ungulate__order,location_topic
nmod>case> with,0.435,0.281,0.378,0.356,2,Even-toed_ungulate__order,location_topic
nsubj<conj>cc> and,0.431,0.286,0.412,0.31,5,Even-toed_ungulate__order,location_topic
conj>cc> and,0.43,0.288,0.342,0.406,11,Even-toed_ungulate__order,location_topic
nsubj<obl>case> ...,0.426,0.293,0.327,0.429,3,Even-toed_ungulate__order,location_topic
compound<nmod<nmod> ...,-0.426,0.293,-0.412,0.31,3,Even-toed_ungulate__order,location_topic
amod>conj> ...,0.423,0.297,0.412,0.31,1,Even-toed_ungulate__order,location_topic
conj<conj>cc> ...,-0.419,0.302,-0.412,0.31,1,Even-toed_ungulate__order,location_topic
appos<appos>det> the,0.416,0.305,0.504,0.203,2,Even-toed_ungulate__order,location_topic
conj<conj> caribou,0.407,0.317,0.412,0.31,2,Even-toed_ungulate__order,location_topic
appos>nmod>case> ...,-0.406,0.319,-0.577,0.134,1,Even-toed_ungulate__order,location_topic
nmod<appos<appos> ...,0.405,0.32,0.412,0.31,2,Even-toed_ungulate__order,location_topic
appos>nmod> ...,-0.402,0.324,-0.272,0.515,10,Even-toed_ungulate__order,location_topic
compound>compound> ...,0.398,0.329,0.577,0.134,1,Even-toed_ungulate__order,location_topic
compound<compound> ...,-0.397,0.33,-0.412,0.31,3,Even-toed_ungulate__order,location_topic
acl>obl>det> ...,-0.39,0.339,-0.412,0.31,1,Even-toed_ungulate__order,location_topic
compound> ground,0.388,0.342,0.592,0.122,7,Even-toed_ungulate__order,location_topic
appos<appos>det> ...,0.386,0.345,0.412,0.31,1,Even-toed_ungulate__order,location_topic
compound> roe,-0.385,0.347,0.0,1.0,2,Even-toed_ungulate__order,location_topic
nmod>compound> ...,0.382,0.35,0.378,0.356,5,Even-toed_ungulate__order,location_topic
nmod<obj<nsubj> ...,-0.381,0.352,-0.187,0.657,5,Even-toed_ungulate__order,location_topic
appos<appos>nmod> ...,0.379,0.354,0.296,0.476,7,Even-toed_ungulate__order,location_topic
conj<nmod> sibiricus,0.378,0.356,0.412,0.31,2,Even-toed_ungulate__order,location_topic
conj<appos>amod> Finnish,-0.377,0.357,-0.412,0.31,2,Even-toed_ungulate__order,location_topic
appos>flat> ...,0.373,0.363,0.378,0.356,2,Even-toed_ungulate__order,location_topic
nmod<compound> ...,0.371,0.365,0.577,0.134,3,Even-toed_ungulate__order,location_topic
appos<conj>cc> and,0.368,0.37,0.082,0.846,8,Even-toed_ungulate__order,location_topic
amod> modern,0.366,0.372,0.669,0.07,6,Even-toed_ungulate__order,location_topic
conj<obj< ...,-0.364,0.376,-0.247,0.555,1,Even-toed_ungulate__order,location_topic
conj<conj> deer,0.362,0.378,0.247,0.555,4,Even-toed_ungulate__order,location_topic
appos<conj>nmod> ...,-0.359,0.382,-0.483,0.225,3,Even-toed_ungulate__order,location_topic
compound<case> of,0.357,0.385,0.126,0.766,2,Even-toed_ungulate__order,location_topic
obl<aux:pass> be,0.352,0.393,0.282,0.499,3,Even-toed_ungulate__order,location_topic
nmod>amod> ...,0.346,0.401,0.109,0.797,3,Even-toed_ungulate__order,location_topic
nmod<compound> tundra,0.344,0.405,0.412,0.31,2,Even-toed_ungulate__order,location_topic
conj<amod> Eurasian,0.339,0.411,0.412,0.31,2,Even-toed_ungulate__order,location_topic
conj<obj<nsubj> ...,-0.338,0.413,-0.412,0.31,1,Even-toed_ungulate__order,location_topic
compound<nsubj<advmod> ...,-0.338,0.413,-0.247,0.555,3,Even-toed_ungulate__order,location_topic
conj<nsubj<obl> other,0.334,0.418,0.412,0.31,2,Even-toed_ungulate__order,location_topic
acl:relcl> ...,-0.333,0.421,-0.124,0.77,5,Even-toed_ungulate__order,location_topic
conj<nsubj<cop> be,0.329,0.426,0.452,0.261,4,Even-toed_ungulate__order,location_topic
nmod:poss> ...,0.327,0.429,0.296,0.476,3,Even-toed_ungulate__order,location_topic
nmod<nmod>det> a,0.322,0.437,0.126,0.766,2,Even-toed_ungulate__order,location_topic
appos<nsubj< ...,0.318,0.443,0.252,0.547,4,Even-toed_ungulate__order,location_topic
