feat	count	weight	rel_role	group_name
amod< ...	45.0	0.282	adaptation_comment	Even-toed_ungulate__order
amod> ...	20.0	0.811	adaptation_comment	Even-toed_ungulate__order
case> ...	20.0	0.843	adaptation_comment	Even-toed_ungulate__order
amod<case> ...	18.0	0.472	adaptation_comment	Even-toed_ungulate__order
amod<det> ...	16.0	0.634	adaptation_comment	Even-toed_ungulate__order
compound> ...	11.0	0.561	adaptation_comment	Even-toed_ungulate__order
amod<nmod>case> ...	11.0	0.38	adaptation_comment	Even-toed_ungulate__order
amod<amod> ...	11.0	0.475	adaptation_comment	Even-toed_ungulate__order
amod<nmod< ...	11.0	0.277	adaptation_comment	Even-toed_ungulate__order
amod<obj< ...	10.0	0.385	adaptation_comment	Even-toed_ungulate__order
amod<nmod> ...	10.0	0.465	adaptation_comment	Even-toed_ungulate__order
conj< ...	9.0	0.709	adaptation_comment	Even-toed_ungulate__order
obl< ...	9.0	0.293	adaptation_comment	Even-toed_ungulate__order
nmod< ...	8.0	0.515	adaptation_comment	Even-toed_ungulate__order
amod<det> the	8.0	0.6	adaptation_comment	Even-toed_ungulate__order
amod<conj> ...	8.0	0.289	adaptation_comment	Even-toed_ungulate__order
amod<det> a	7.0	0.634	adaptation_comment	Even-toed_ungulate__order
cc> ...	7.0	0.595	adaptation_comment	Even-toed_ungulate__order
amod<nmod<det> ...	7.0	0.577	adaptation_comment	Even-toed_ungulate__order
det> ...	7.0	0.802	adaptation_comment	Even-toed_ungulate__order
nmod> ...	7.0	0.646	adaptation_comment	Even-toed_ungulate__order
nmod>case> ...	7.0	0.689	adaptation_comment	Even-toed_ungulate__order
det> the	7.0	0.88	adaptation_comment	Even-toed_ungulate__order
amod<conj>cc> ...	7.0	0.362	adaptation_comment	Even-toed_ungulate__order
amod<nmod<det> the	6.0	0.583	adaptation_comment	Even-toed_ungulate__order
amod<obj<nsubj> ...	6.0	0.152	adaptation_comment	Even-toed_ungulate__order
amod<conj< ...	6.0	0.287	adaptation_comment	Even-toed_ungulate__order
amod<nmod>conj> ...	6.0	0.338	adaptation_comment	Even-toed_ungulate__order
case> of	6.0	0.836	adaptation_comment	Even-toed_ungulate__order
amod<case> of	5.0	0.542	adaptation_comment	Even-toed_ungulate__order
nsubj> ...	5.0	0.455	adaptation_comment	Even-toed_ungulate__order
nmod<case> ...	5.0	0.555	adaptation_comment	Even-toed_ungulate__order
obl<nsubj> ...	5.0	0.514	adaptation_comment	Even-toed_ungulate__order
compound<appos<appos> ...	5.0	0.804	adaptation_comment	Even-toed_ungulate__order
cc> and	5.0	0.645	adaptation_comment	Even-toed_ungulate__order
amod<conj>cc> and	5.0	0.386	adaptation_comment	Even-toed_ungulate__order
amod<nmod<amod> ...	4.0	0.366	adaptation_comment	Even-toed_ungulate__order
obl<conj<advmod> ...	4.0	0.416	adaptation_comment	Even-toed_ungulate__order
appos> ...	4.0	0.465	adaptation_comment	Even-toed_ungulate__order
obl<obl>case> ...	4.0	0.232	adaptation_comment	Even-toed_ungulate__order
appos> principles	4.0	0.536	adaptation_comment	Even-toed_ungulate__order
amod<acl> ...	4.0	0.431	adaptation_comment	Even-toed_ungulate__order
amod<acl>obl> ...	4.0	0.142	adaptation_comment	Even-toed_ungulate__order
compound< ...	4.0	0.69	adaptation_comment	Even-toed_ungulate__order
amod<advmod> ...	4.0	0.336	adaptation_comment	Even-toed_ungulate__order
conj>cc> ...	4.0	0.461	adaptation_comment	Even-toed_ungulate__order
conj> ...	4.0	1.0	adaptation_comment	Even-toed_ungulate__order
obl<obl> ...	4.0	0.287	adaptation_comment	Even-toed_ungulate__order
obj< ...	4.0	0.173	adaptation_comment	Even-toed_ungulate__order
amod<cc> and	4.0	0.384	adaptation_comment	Even-toed_ungulate__order
amod<obl< ...	4.0	0.553	adaptation_comment	Even-toed_ungulate__order
amod<cc> ...	4.0	0.384	adaptation_comment	Even-toed_ungulate__order
amod<nmod>case> of	4.0	0.433	adaptation_comment	Even-toed_ungulate__order
amod<nsubj< ...	4.0	0.49	adaptation_comment	Even-toed_ungulate__order
amod<nsubj<conj> ...	4.0	0.631	adaptation_comment	Even-toed_ungulate__order
appos>appos> ...	4.0	0.156	adaptation_comment	Even-toed_ungulate__order
cop> be	4.0	0.279	adaptation_comment	Even-toed_ungulate__order
nmod<det> ...	4.0	0.597	adaptation_comment	Even-toed_ungulate__order
amod< structure	4.0	0.369	adaptation_comment	Even-toed_ungulate__order
cop> ...	4.0	0.279	adaptation_comment	Even-toed_ungulate__order
conj<obl< ...	3.0	0.349	adaptation_comment	Even-toed_ungulate__order
obl<obl>det> ...	3.0	0.352	adaptation_comment	Even-toed_ungulate__order
amod< rank	3.0	0.377	adaptation_comment	Even-toed_ungulate__order
nmod>case> of	3.0	0.763	adaptation_comment	Even-toed_ungulate__order
conj<amod< ...	3.0	0.202	adaptation_comment	Even-toed_ungulate__order
compound<case> ...	3.0	0.169	adaptation_comment	Even-toed_ungulate__order
amod<case> for	3.0	0.551	adaptation_comment	Even-toed_ungulate__order
obl<conj< ...	3.0	0.391	adaptation_comment	Even-toed_ungulate__order
nmod<nmod<amod> ...	3.0	0.35	adaptation_comment	Even-toed_ungulate__order
amod<nmod>compound> ...	3.0	0.18	adaptation_comment	Even-toed_ungulate__order
obl<conj<obl> ...	3.0	0.362	adaptation_comment	Even-toed_ungulate__order
amod<obj<mark> ...	3.0	0.354	adaptation_comment	Even-toed_ungulate__order
obl<cc> ...	3.0	0.428	adaptation_comment	Even-toed_ungulate__order
nmod<det> the	3.0	0.625	adaptation_comment	Even-toed_ungulate__order
conj<case> ...	3.0	0.618	adaptation_comment	Even-toed_ungulate__order
amod<conj<conj> ...	3.0	0.166	adaptation_comment	Even-toed_ungulate__order
conj<obl<obj> ...	3.0	0.126	adaptation_comment	Even-toed_ungulate__order
amod<compound> ...	3.0	0.268	adaptation_comment	Even-toed_ungulate__order
amod<nmod<case> ...	3.0	0.353	adaptation_comment	Even-toed_ungulate__order
amod<nmod<nsubj< ...	3.0	0.199	adaptation_comment	Even-toed_ungulate__order
nsubj< ...	3.0	0.592	adaptation_comment	Even-toed_ungulate__order
appos>appos>amod> ...	3.0	0.37	adaptation_comment	Even-toed_ungulate__order
amod<obl<obj> ...	3.0	0.478	adaptation_comment	Even-toed_ungulate__order
compound>compound> ...	3.0	0.376	adaptation_comment	Even-toed_ungulate__order
conj>cc> and	3.0	0.604	adaptation_comment	Even-toed_ungulate__order
case> on	3.0	0.858	adaptation_comment	Even-toed_ungulate__order
amod<obl<nsubj> ...	3.0	0.518	adaptation_comment	Even-toed_ungulate__order
obl<obj> ...	3.0	0.221	adaptation_comment	Even-toed_ungulate__order
amod<obj<obl> ...	3.0	0.327	adaptation_comment	Even-toed_ungulate__order
amod< animal	3.0	0.407	adaptation_comment	Even-toed_ungulate__order
obl<obl>det> the	3.0	0.429	adaptation_comment	Even-toed_ungulate__order
amod<acl:relcl> ...	2.0	0.371	adaptation_comment	Even-toed_ungulate__order
nmod>conj> ...	2.0	0.41	adaptation_comment	Even-toed_ungulate__order
conj>obl> ...	2.0	0.5	adaptation_comment	Even-toed_ungulate__order
amod<nsubj<cop> be	2.0	0.263	adaptation_comment	Even-toed_ungulate__order
advmod> ...	2.0	0.455	adaptation_comment	Even-toed_ungulate__order
conj<cop> ...	2.0	0.455	adaptation_comment	Even-toed_ungulate__order
amod< life	2.0	0.279	adaptation_comment	Even-toed_ungulate__order
conj<obl> ...	2.0	0.33	adaptation_comment	Even-toed_ungulate__order
nmod<nmod< ...	2.0	0.63	adaptation_comment	Even-toed_ungulate__order
conj<obl>case> ...	2.0	0.39	adaptation_comment	Even-toed_ungulate__order
conj>obl>case> ...	2.0	0.596	adaptation_comment	Even-toed_ungulate__order
amod<nmod>det> ...	2.0	0.481	adaptation_comment	Even-toed_ungulate__order
amod< group	2.0	0.494	adaptation_comment	Even-toed_ungulate__order
amod<nsubj<obj> ...	2.0	0.341	adaptation_comment	Even-toed_ungulate__order
amod<conj<nsubj> ...	2.0	0.258	adaptation_comment	Even-toed_ungulate__order
amod<acl:relcl>nsubj> ...	2.0	0.539	adaptation_comment	Even-toed_ungulate__order
nmod>det> the	2.0	0.43	adaptation_comment	Even-toed_ungulate__order
conj<nsubj> ...	2.0	0.434	adaptation_comment	Even-toed_ungulate__order
amod<acl:relcl>obl> ...	2.0	0.528	adaptation_comment	Even-toed_ungulate__order
nmod<obl< ...	2.0	0.377	adaptation_comment	Even-toed_ungulate__order
amod< behaviour	2.0	0.28	adaptation_comment	Even-toed_ungulate__order
amod<case> through	2.0	0.443	adaptation_comment	Even-toed_ungulate__order
obl<advcl> ...	2.0	0.412	adaptation_comment	Even-toed_ungulate__order
amod>advmod> ...	2.0	0.195	adaptation_comment	Even-toed_ungulate__order
amod< behavior	2.0	0.283	adaptation_comment	Even-toed_ungulate__order
appos<appos<amod> ...	2.0	0.338	adaptation_comment	Even-toed_ungulate__order
nmod<case> of	2.0	0.637	adaptation_comment	Even-toed_ungulate__order
amod<appos< ...	2.0	0.174	adaptation_comment	Even-toed_ungulate__order
amod<cop> be	2.0	0.355	adaptation_comment	Even-toed_ungulate__order
nsubj<cop> ...	2.0	0.58	adaptation_comment	Even-toed_ungulate__order
nsubj<det> ...	2.0	0.48	adaptation_comment	Even-toed_ungulate__order
amod<nsubj<cop> ...	2.0	0.263	adaptation_comment	Even-toed_ungulate__order
amod<nmod>det> the	2.0	0.481	adaptation_comment	Even-toed_ungulate__order
conj<mark> ...	2.0	0.543	adaptation_comment	Even-toed_ungulate__order
amod<conj<case> ...	2.0	0.109	adaptation_comment	Even-toed_ungulate__order
amod<nmod<obj< ...	2.0	0.402	adaptation_comment	Even-toed_ungulate__order
obl<acl< ...	2.0	0.285	adaptation_comment	Even-toed_ungulate__order
conj<advmod> ...	2.0	0.322	adaptation_comment	Even-toed_ungulate__order
conj<obl<mark> ...	2.0	0.342	adaptation_comment	Even-toed_ungulate__order
nmod<obj< ...	2.0	0.609	adaptation_comment	Even-toed_ungulate__order
nmod<obj<nsubj> ...	2.0	0.317	adaptation_comment	Even-toed_ungulate__order
appos< ...	2.0	0.267	adaptation_comment	Even-toed_ungulate__order
appos<compound> ...	2.0	0.331	adaptation_comment	Even-toed_ungulate__order
amod< lifestyle	2.0	0.34	adaptation_comment	Even-toed_ungulate__order
amod<case>fixed> ...	2.0	0.616	adaptation_comment	Even-toed_ungulate__order
nmod<obl<advmod> ...	2.0	0.215	adaptation_comment	Even-toed_ungulate__order
amod<appos>amod> ...	2.0	0.615	adaptation_comment	Even-toed_ungulate__order
conj<amod<appos> ...	2.0	0.296	adaptation_comment	Even-toed_ungulate__order
amod<nmod< number	2.0	0.312	adaptation_comment	Even-toed_ungulate__order
