relation	btoken	rtoken	btag	bloc	rtag	rloc	rdist	bterm	rterm	tagscore
location	Com-f597_32_frogs-7	Com-f597_32_marshes-19	Com-f597_32_frogs-7_3834	32	Com-f597_32_marshes-19_3807	32	0	common frog	marsh	100.0
location	Pan-2813_22_frog-4	Pan-2813_22_mountain-22	Pan-2813_22_frog-4_2971	22	Pan-2813_22_mountain-22_4527	22	0	Panamanian golden frog	mountains	100.0
location	Pan-2813_96_frog-4	Pan-2813_96_mountain-10	Pan-2813_96_frog-4_2971	96	Pan-2813_96_mountain-10_4527	96	0	Panamanian golden frog	mountains	100.0
location	Fro-2392_282_frog-20	Fro-2392_282_marsh-19	Fro-2392_282_frog-20_3875	282	Fro-2392_282_marsh-19_3807	282	0	marsh frog	marsh	100.0
location	Mar-495f_19_frog-10	Mar-495f_19_marsh-9	Mar-495f_19_frog-10_3875	19	Mar-495f_19_marsh-9_3807	19	0	marsh frog	marsh	100.0
location	Mar-495f_2_frog-3	Mar-495f_2_marsh-2	Mar-495f_2_frog-3_3875	2	Mar-495f_2_marsh-2_3807	2	0	marsh frog	marsh	100.0
location	Mar-495f_2_frog-13	Mar-495f_2_marsh-2	Mar-495f_2_frog-13_3875	2	Mar-495f_2_marsh-2_3807	2	0	marsh frog	marsh	100.0
location	Mar-495f_4_frog-3	Mar-495f_4_marsh-2	Mar-495f_4_frog-3_3875	4	Mar-495f_4_marsh-2_3807	4	0	marsh frog	marsh	100.0
location	Mar-495f_2_ridibundus-6	Mar-495f_2_marsh-2	Mar-495f_2_ridibundus-6_175	2	Mar-495f_2_marsh-2_3807	2	0	Pelophylax ridibundus	marsh	87.0
location	Fro-2392_282_ridibundus-23	Fro-2392_282_marsh-19	Fro-2392_282_ridibundus-23_175	282	Fro-2392_282_marsh-19_3807	282	0	Pelophylax ridibundus	marsh	87.0
location	Sal-7dcf_23_newt-12	Sal-7dcf_23_taiga-22	Sal-7dcf_23_newt-12_235	23	Sal-7dcf_23_taiga-22_4534	23	0	Siberian newt	taiga	83.0
location	Sal-7dcf_23_newt-12	Sal-7dcf_23_tundra-28	Sal-7dcf_23_newt-12_235	23	Sal-7dcf_23_tundra-28_4539	23	0	Siberian newt	tundra	83.0
location	Pan-2813_95_frog-3	Pan-2813_96_mountain-10	Pan-2813_95_frog-3_2971	95	Pan-2813_96_mountain-10_4527	96	1	Panamanian golden frog	mountains	50.0
location	Pan-2813_21_frog-3	Pan-2813_22_mountain-22	Pan-2813_21_frog-3_2971	21	Pan-2813_22_mountain-22_4527	22	1	Panamanian golden frog	mountains	50.0
location	Tai-3286_116_salamander-32	Tai-3286_115_taiga-9	Tai-3286_116_salamander-32_232	116	Tai-3286_115_taiga-9_4534	115	1	Siberian salamander	taiga	50.0
location	Tai-3286_116_salamander-26	Tai-3286_115_taiga-9	Tai-3286_116_salamander-26_232	116	Tai-3286_115_taiga-9_4534	115	1	Siberian salamander	taiga	50.0
location	Smo-99ce_5_frog-3	Smo-99ce_4_marshes-28	Smo-99ce_5_frog-3_243	5	Smo-99ce_4_marshes-28_3807	4	1	Smoky jungle frog	marsh	50.0
location	Smo-99ce_5_frog-3	Smo-99ce_4_marshes-32	Smo-99ce_5_frog-3_243	5	Smo-99ce_4_marshes-32_3807	4	1	Smoky jungle frog	marsh	50.0
location	Smo-99ce_21_frog-3	Smo-99ce_22_rainforest-6	Smo-99ce_21_frog-3_243	21	Smo-99ce_22_rainforest-6_3811	22	1	Smoky jungle frog	rainforest	50.0
location	Smo-99ce_23_frog-3	Smo-99ce_22_rainforest-6	Smo-99ce_23_frog-3_243	23	Smo-99ce_22_rainforest-6_3811	22	1	Smoky jungle frog	rainforest	50.0
location	Smo-99ce_5_frog-3	Smo-99ce_4_swamps-16	Smo-99ce_5_frog-3_243	5	Smo-99ce_4_swamps-16_3808	4	1	Smoky jungle frog	swamp	50.0
location	Paneebe_4_frogs-3	Paneebe_5_rainforests-7	Paneebe_4_frogs-3_2971	4	Paneebe_5_rainforests-7_3811	5	1	Panamanian golden frog	rainforest	50.0
location	Tai-3286_116_salamander-35	Tai-3286_115_taiga-9	Tai-3286_116_salamander-35_232	116	Tai-3286_115_taiga-9_4534	115	1	Siberian salamander	taiga	50.0
location	Com-43a2_169_toads-14	Com-43a2_168_wetlands-15	Com-43a2_169_toads-14_3843	169	Com-43a2_168_wetlands-15_4542	168	1	common toad	wetlands	50.0
location	Com-f597_31_frog-2	Com-f597_32_marshes-19	Com-f597_31_frog-2_3834	31	Com-f597_32_marshes-19_3807	32	1	common frog	marsh	50.0
location	Sal-7dcf_22_keyserlingii-2	Sal-7dcf_23_taiga-22	Sal-7dcf_22_keyserlingii-2_233	22	Sal-7dcf_23_taiga-22_4534	23	1	Salamandrella keyserlingii	taiga	43.5
location	Sal-7dcf_22_keyserlingii-2	Sal-7dcf_23_tundra-28	Sal-7dcf_22_keyserlingii-2_233	22	Sal-7dcf_23_tundra-28_4539	23	1	Salamandrella keyserlingii	tundra	43.5
location	Smo8f05_7_frogs-8	Smo8f05_9_marshes-18	Smo8f05_7_frogs-8_3903	7	Smo8f05_9_marshes-18_3807	9	2	smoky jungle frog	marsh	33.333
location	Smo-99ce_2_Leptodactylus-6	Smo-99ce_4_swamps-16	Smo-99ce_2_Leptodactylus-6_1105	2	Smo-99ce_4_swamps-16_3808	4	2	Leptodactylus	swamp	33.333
location	Smo-99ce_2_frog-4	Smo-99ce_4_marshes-32	Smo-99ce_2_frog-4_3903	2	Smo-99ce_4_marshes-32_3807	4	2	smoky jungle frog	marsh	33.333
location	Smo-99ce_2_frog-13	Smo-99ce_4_marshes-28	Smo-99ce_2_frog-13_3903	2	Smo-99ce_4_marshes-28_3807	4	2	smoky jungle frog	marsh	33.333
location	Smo8f05_7_frogs-8	Smo8f05_9_swamps-16	Smo8f05_7_frogs-8_3903	7	Smo8f05_9_swamps-16_3808	9	2	smoky jungle frog	swamp	33.333
location	Sal-7dcf_21_salamander-3	Sal-7dcf_23_taiga-22	Sal-7dcf_21_salamander-3_232	21	Sal-7dcf_23_taiga-22_4534	23	2	Siberian salamander	taiga	33.333
location	Tai-3286_116_salamander-26	Tai-3286_118_taiga-4	Tai-3286_116_salamander-26_232	116	Tai-3286_118_taiga-4_4534	118	2	Siberian salamander	taiga	33.333
location	Com-43a2_170_toad-10	Com-43a2_168_wetlands-15	Com-43a2_170_toad-10_3843	170	Com-43a2_168_wetlands-15_4542	168	2	common toad	wetlands	33.333
location	Smo-99ce_2_frog-4	Smo-99ce_4_marshes-28	Smo-99ce_2_frog-4_3903	2	Smo-99ce_4_marshes-28_3807	4	2	smoky jungle frog	marsh	33.333
location	Smo-99ce_2_Leptodactylus-6	Smo-99ce_4_marshes-28	Smo-99ce_2_Leptodactylus-6_1105	2	Smo-99ce_4_marshes-28_3807	4	2	Leptodactylus	marsh	33.333
location	Smo-99ce_2_frog-13	Smo-99ce_4_swamps-16	Smo-99ce_2_frog-13_3903	2	Smo-99ce_4_swamps-16_3808	4	2	smoky jungle frog	swamp	33.333
location	Smo-99ce_2_frog-4	Smo-99ce_4_swamps-16	Smo-99ce_2_frog-4_3903	2	Smo-99ce_4_swamps-16_3808	4	2	smoky jungle frog	swamp	33.333
location	Smo-99ce_2_frog-13	Smo-99ce_4_marshes-32	Smo-99ce_2_frog-13_3903	2	Smo-99ce_4_marshes-32_3807	4	2	smoky jungle frog	marsh	33.333
location	Smo-99ce_2_Leptodactylus-6	Smo-99ce_4_marshes-32	Smo-99ce_2_Leptodactylus-6_1105	2	Smo-99ce_4_marshes-32_3807	4	2	Leptodactylus	marsh	33.333
location	Tai-3286_116_salamander-35	Tai-3286_118_taiga-4	Tai-3286_116_salamander-35_232	116	Tai-3286_118_taiga-4_4534	118	2	Siberian salamander	taiga	33.333
location	Tai-3286_116_salamander-32	Tai-3286_118_taiga-4	Tai-3286_116_salamander-32_232	116	Tai-3286_118_taiga-4_4534	118	2	Siberian salamander	taiga	33.333
location	Sal-7dcf_21_salamander-3	Sal-7dcf_23_tundra-28	Sal-7dcf_21_salamander-3_232	21	Sal-7dcf_23_tundra-28_4539	23	2	Siberian salamander	tundra	33.333
location	Poi-d65f_121_frogs-4	Poi-d65f_122_rainforest-8	Poi-d65f_121_frogs-4_5364	121	Poi-d65f_122_rainforest-8_3811	122	1	poison dart frogs	rainforest	33.0
location	Poi32a6_7_frogs-6	Poi32a6_6_rainforests-17	Poi32a6_7_frogs-6_3115	7	Poi32a6_6_rainforests-17_3811	6	1	Poison dart frogs	rainforest	33.0
location	Par5cb2_24_newts-19	Par5cb2_23_parklands-22	Par5cb2_24_newts-19_5046	24	Par5cb2_23_parklands-22_4529	23	1	great crested newt	parkland	33.0
location	Mar-495f_2_ridibundus-6	Mar-495f_4_marsh-2	Mar-495f_2_ridibundus-6_175	2	Mar-495f_4_marsh-2_3807	4	2	Pelophylax ridibundus	marsh	29.0
location	Sal-7dcf_25_keyserlingii-2	Sal-7dcf_23_taiga-22	Sal-7dcf_25_keyserlingii-2_233	25	Sal-7dcf_23_taiga-22_4534	23	2	Salamandrella keyserlingii	taiga	29.0
location	Sal-7dcf_25_keyserlingii-2	Sal-7dcf_23_tundra-28	Sal-7dcf_25_keyserlingii-2_233	25	Sal-7dcf_23_tundra-28_4539	23	2	Salamandrella keyserlingii	tundra	29.0
location	Tri-5b33_208_newt-22	Tri-5b33_206_farmland-72	Tri-5b33_208_newt-22_5047	208	Tri-5b33_206_farmland-72_4509	206	2	northern crested newt	farmland	27.667
location	Tri-5b33_208_newt-16	Tri-5b33_206_farmland-72	Tri-5b33_208_newt-16_5047	208	Tri-5b33_206_farmland-72_4509	206	2	northern crested newt	farmland	27.667
location	Poi32a6_4_frog-8	Poi32a6_6_rainforests-17	Poi32a6_4_frog-8_5294	4	Poi32a6_6_rainforests-17_3811	6	2	golden frog	rainforest	27.667
location	Com-43a2_69_frog-4	Com-43a2_72_mountain-23	Com-43a2_69_frog-4_3834	69	Com-43a2_72_mountain-23_4527	72	3	common frog	mountains	25.0
location	Fro-2392_365_frog-17	Fro-2392_362_pools-5	Fro-2392_365_frog-17_841	365	Fro-2392_362_pools-5_1381	362	3	True frogs	Temporary pools	25.0
location	Com-43a2_69_frog-12	Com-43a2_72_mountain-23	Com-43a2_69_frog-12_3834	69	Com-43a2_72_mountain-23_4527	72	3	common frog	mountains	25.0
location	Fro-2392_269_frog-11	Fro-2392_266_mountain-11	Fro-2392_269_frog-11_3834	269	Fro-2392_266_mountain-11_4527	266	3	common frog	mountains	25.0
location	Fro-2392_269_frog-3	Fro-2392_266_mountain-11	Fro-2392_269_frog-3_3834	269	Fro-2392_266_mountain-11_4527	266	3	common frog	mountains	25.0
location	Com-f597_35_frogs-7	Com-f597_32_marshes-19	Com-f597_35_frogs-7_3834	35	Com-f597_32_marshes-19_3807	32	3	common frog	marsh	25.0
location	Smo-99ce_7_frog-3	Smo-99ce_4_swamps-16	Smo-99ce_7_frog-3_243	7	Smo-99ce_4_swamps-16_3808	4	3	Smoky jungle frog	swamp	25.0
location	Fro-2392_365_frogs-6	Fro-2392_362_pools-5	Fro-2392_365_frogs-6_841	365	Fro-2392_362_pools-5_1381	362	3	True frogs	Temporary pools	25.0
location	Poi-d65f_24_frog-3	Poi-d65f_26_rainforests-8	Poi-d65f_24_frog-3_5364	24	Poi-d65f_26_rainforests-8_3811	26	2	poison dart frogs	rainforest	22.0
location	Poi-d65f_120_frogs-6	Poi-d65f_122_rainforest-8	Poi-d65f_120_frogs-6_5364	120	Poi-d65f_122_rainforest-8_3811	122	2	poison dart frogs	rainforest	22.0
location	Sal-7dcf_20_keyserlingii-2	Sal-7dcf_23_taiga-22	Sal-7dcf_20_keyserlingii-2_233	20	Sal-7dcf_23_taiga-22_4534	23	3	Salamandrella keyserlingii	taiga	21.75
location	Sal-7dcf_20_keyserlingii-2	Sal-7dcf_23_tundra-28	Sal-7dcf_20_keyserlingii-2_233	20	Sal-7dcf_23_tundra-28_4539	23	3	Salamandrella keyserlingii	tundra	21.75
location	Poi32a6_9_frog-4	Poi32a6_6_rainforests-17	Poi32a6_9_frog-4_3119	9	Poi32a6_6_rainforests-17_3811	6	3	Poison frogs	rainforest	20.75
location	Tri-5b33_209_newts-10	Tri-5b33_206_farmland-72	Tri-5b33_209_newts-10_5047	209	Tri-5b33_206_farmland-72_4509	206	3	northern crested newt	farmland	20.75
location	Tri-5b33_209_newt-45	Tri-5b33_206_farmland-72	Tri-5b33_209_newt-45_5047	209	Tri-5b33_206_farmland-72_4509	206	3	northern crested newt	farmland	20.75
location	Tri-5b33_209_newt-36	Tri-5b33_206_farmland-72	Tri-5b33_209_newt-36_5047	209	Tri-5b33_206_farmland-72_4509	206	3	northern crested newt	farmland	20.75
location	Paneebe_2_frog-6	Paneebe_5_rainforests-7	Paneebe_2_frog-6_5294	2	Paneebe_5_rainforests-7_3811	5	3	golden frog	rainforest	20.75
location	Smo-99ce_18_frog-3	Smo-99ce_22_rainforest-6	Smo-99ce_18_frog-3_243	18	Smo-99ce_22_rainforest-6_3811	22	4	Smoky jungle frog	rainforest	20.0
location	Com-43a2_164_toad-11	Com-43a2_168_wetlands-15	Com-43a2_164_toad-11_3843	164	Com-43a2_168_wetlands-15_4542	168	4	common toad	wetlands	20.0
location	Pan-2813_26_frog-3	Pan-2813_22_mountain-22	Pan-2813_26_frog-3_2971	26	Pan-2813_22_mountain-22_4527	22	4	Panamanian golden frog	mountains	20.0
location	Fro-2392_280_bullfrog-6	Fro-2392_282_marsh-19	Fro-2392_280_bullfrog-6_245	280	Fro-2392_282_marsh-19_3807	282	2	Central American bullfrog	marsh	18.0
location	Pan-2813_17_frogs-3	Pan-2813_22_mountain-22	Pan-2813_17_frogs-3_2971	17	Pan-2813_22_mountain-22_4527	22	5	Panamanian golden frog	mountains	16.667
location	Com-43a2_163_toad-2	Com-43a2_168_wetlands-15	Com-43a2_163_toad-2_108	163	Com-43a2_168_wetlands-15_4542	168	5	Common toad	wetlands	16.667
location	Pan-2813_27_frog-7	Pan-2813_22_mountain-22	Pan-2813_27_frog-7_2971	27	Pan-2813_22_mountain-22_4527	22	5	Panamanian golden frog	mountains	16.667
location	Pan-2813_101_frogs-11	Pan-2813_96_mountain-10	Pan-2813_101_frogs-11_2971	101	Pan-2813_96_mountain-10_4527	96	5	Panamanian golden frog	mountains	16.667
location	Pan-2813_101_frogs-36	Pan-2813_96_mountain-10	Pan-2813_101_frogs-36_2971	101	Pan-2813_96_mountain-10_4527	96	5	Panamanian golden frog	mountains	16.667
location	Poi32a6_1_frogs-9	Poi32a6_6_rainforests-17	Poi32a6_1_frogs-9_3115	1	Poi32a6_6_rainforests-17_3811	6	5	Poison dart frogs	rainforest	16.667
location	Poi-d65f_126_frogs-2	Poi-d65f_122_rainforest-8	Poi-d65f_126_frogs-2_5366	126	Poi-d65f_122_rainforest-8_3811	122	4	poison frogs	rainforest	16.6
location	Par5cb2_24_newts-19	Par5cb2_21_parklands-23	Par5cb2_24_newts-19_5046	24	Par5cb2_21_parklands-23_4529	21	3	great crested newt	parkland	16.5
location	Smo-99ce_1_frog-3	Smo-99ce_4_swamps-16	Smo-99ce_1_frog-3_3903	1	Smo-99ce_4_swamps-16_3808	4	3	smoky jungle frog	swamp	16.5
location	Poi-d65f_119_frog-3	Poi-d65f_122_rainforest-8	Poi-d65f_119_frog-3_3115	119	Poi-d65f_122_rainforest-8_3811	122	3	Poison dart frogs	rainforest	16.5
location	Amp-436a_353_salamanders-16	Amp-436a_349_pools-11	Amp-436a_353_salamanders-16_787	353	Amp-436a_349_pools-11_4541	349	4	True salamanders and newts	temporary pools	15.0
location	Com-43a2_174_toad-22	Com-43a2_168_wetlands-15	Com-43a2_174_toad-22_3843	174	Com-43a2_168_wetlands-15_4542	168	6	common toad	wetlands	14.286
location	Com-43a2_174_toad-3	Com-43a2_168_wetlands-15	Com-43a2_174_toad-3_3843	174	Com-43a2_168_wetlands-15_4542	168	6	common toad	wetlands	14.286
location	Tai-3286_116_salamander-26	Tai-3286_110_Taiga-1	Tai-3286_116_salamander-26_232	116	Tai-3286_110_Taiga-1_1373	110	6	Siberian salamander	Taiga	14.286
location	Smo8f05_3_frogs-3	Smo8f05_9_swamps-16	Smo8f05_3_frogs-3_243	3	Smo8f05_9_swamps-16_3808	9	6	Smoky jungle frog	swamp	14.286
location	Tai-3286_116_salamander-35	Tai-3286_110_Taiga-1	Tai-3286_116_salamander-35_232	116	Tai-3286_110_Taiga-1_1373	110	6	Siberian salamander	Taiga	14.286
location	Tai-3286_116_salamander-32	Tai-3286_110_Taiga-1	Tai-3286_116_salamander-32_232	116	Tai-3286_110_Taiga-1_1373	110	6	Siberian salamander	Taiga	14.286
location	Par5cb2_24_newts-19	Par5cb2_20_Parklands-1	Par5cb2_24_newts-19_5046	24	Par5cb2_20_Parklands-1_1368	20	4	great crested newt	Parkland	13.2
location	Com-f597_25_toad-13	Com-f597_32_marshes-19	Com-f597_25_toad-13_108	25	Com-f597_32_marshes-19_3807	32	7	Common toad	marsh	12.5
location	Sal-7dcf_29_keyserlingii-2	Sal-7dcf_23_taiga-22	Sal-7dcf_29_keyserlingii-2_233	29	Sal-7dcf_23_taiga-22_4534	23	6	Salamandrella keyserlingii	taiga	12.429
location	Sal-7dcf_29_keyserlingii-2	Sal-7dcf_23_tundra-28	Sal-7dcf_29_keyserlingii-2_233	29	Sal-7dcf_23_tundra-28_4539	23	6	Salamandrella keyserlingii	tundra	12.429
location	Com-43a2_160_toad-2	Com-43a2_168_wetlands-15	Com-43a2_160_toad-2_3843	160	Com-43a2_168_wetlands-15_4542	168	8	common toad	wetlands	11.111
location	Com-43a2_176_toad-10	Com-43a2_168_wetlands-15	Com-43a2_176_toad-10_108	176	Com-43a2_168_wetlands-15_4542	168	8	Common toad	wetlands	11.111
location	Smo-99ce_27_frog-3	Smo-99ce_22_rainforest-6	Smo-99ce_27_frog-3_3903	27	Smo-99ce_22_rainforest-6_3811	22	5	smoky jungle frog	rainforest	11.0
location	Poi-d65f_31_frog-3	Poi-d65f_26_rainforests-8	Poi-d65f_31_frog-3_3115	31	Poi-d65f_26_rainforests-8_3811	26	5	Poison dart frogs	rainforest	11.0
location	Sal-7dcf_30_keyserlingii-2	Sal-7dcf_23_taiga-22	Sal-7dcf_30_keyserlingii-2_233	30	Sal-7dcf_23_taiga-22_4534	23	7	Salamandrella keyserlingii	taiga	10.875
location	Poi-d65f_33_Dendrobatidae-3	Poi-d65f_26_rainforests-8	Poi-d65f_33_Dendrobatidae-3_3116	33	Poi-d65f_26_rainforests-8_3811	26	7	Dendrobatidae	rainforest	10.875
location	Sal-7dcf_30_keyserlingii-2	Sal-7dcf_23_tundra-28	Sal-7dcf_30_keyserlingii-2_233	30	Sal-7dcf_23_tundra-28_4539	23	7	Salamandrella keyserlingii	tundra	10.875
location	Com-43a2_159_frogs-12	Com-43a2_168_wetlands-15	Com-43a2_159_frogs-12_92	159	Com-43a2_168_wetlands-15_4542	168	9	Common frog	wetlands	10.0
location	Com-43a2_159_frogs-15	Com-43a2_168_wetlands-15	Com-43a2_159_frogs-15_92	159	Com-43a2_168_wetlands-15_4542	168	9	Common frog	wetlands	10.0
location	Poi32a6_14_frog-7	Poi32a6_6_rainforests-17	Poi32a6_14_frog-7_3119	14	Poi32a6_6_rainforests-17_3811	6	8	Poison frogs	rainforest	9.222
location	Com-43a2_63_temporaria-6	Com-43a2_72_mountain-23	Com-43a2_63_temporaria-6_93	63	Com-43a2_72_mountain-23_4527	72	9	Rana temporaria	mountains	8.7
location	Fro-2392_551_toad-4	Fro-2392_562_deserts-25	Fro-2392_551_toad-4_108	551	Fro-2392_562_deserts-25_3805	562	11	Common toad	desert	8.333
location	Amp-436a_57_frog-18	Amp-436a_68_swamps-19	Amp-436a_57_frog-18_4207	57	Amp-436a_68_swamps-19_3808	68	11	true frogs	swamp	8.333
