relation	btoken	rtoken	btag	bloc	rtag	rloc	rdist	bterm	rterm	tagscore
location	Old0ecc_6_swallowtails-7	Old0ecc_6_marshes-21	Old0ecc_6_swallowtails-7_3888	6	Old0ecc_6_marshes-21_3807	6	0	swallowtail	marsh	100.0
location	Orc5d52_23_cosmopolitan-5	Orc5d52_23_deserts-17	Orc5d52_23_cosmopolitan-5_3917	23	Orc5d52_23_deserts-17_34	23	0	cosmopolitan	Desert	83.0
location	Pie-14e4_6_white-3	Pie-14e4_6_parkland-24	Pie-14e4_6_white-3_2664	6	Pie-14e4_6_parkland-24_4529	6	0	Large white	parkland	83.0
location	Gat7338_3_brown-36	Gat7338_3_hedgerows-17	Gat7338_3_brown-36_5004	3	Gat7338_3_hedgerows-17_4519	3	0	hedge brown	hedgerows	83.0
location	Pie-14e4_5_brassicae-2	Pie-14e4_6_parkland-24	Pie-14e4_5_brassicae-2_2661	5	Pie-14e4_6_parkland-24_4529	6	1	Pieris brassicae	parkland	43.5
location	Van-b9b9_19_cardui-2	Van-b9b9_20_mountains-10	Van-b9b9_19_cardui-2_272	19	Van-b9b9_20_mountains-10_4527	20	1	Vanessa cardui	mountains	43.5
location	Van-b9b9_18_lady-9	Van-b9b9_20_mountains-10	Van-b9b9_18_lady-9_271	18	Van-b9b9_20_mountains-10_4527	20	2	Painted lady	mountains	33.333
location	Van-b9b9_18_lady-18	Van-b9b9_20_mountains-10	Van-b9b9_18_lady-18_271	18	Van-b9b9_20_mountains-10_4527	20	2	Painted lady	mountains	33.333
location	Pie-14e4_8_white-3	Pie-14e4_6_parkland-24	Pie-14e4_8_white-3_2664	8	Pie-14e4_6_parkland-24_4529	6	2	Large white	parkland	27.667
location	Dro-4d9f_124_cosmopolitan-7	Dro-4d9f_126_rainforests-18	Dro-4d9f_124_cosmopolitan-7_3917	124	Dro-4d9f_126_rainforests-18_3811	126	2	cosmopolitan	rainforest	27.667
location	Pie-14e4_4_white-3	Pie-14e4_6_parkland-24	Pie-14e4_4_white-3_5154	4	Pie-14e4_6_parkland-24_4529	6	2	large white	parkland	27.667
location	Van-b9b9_17_lady-11	Van-b9b9_20_mountains-10	Van-b9b9_17_lady-11_271	17	Van-b9b9_20_mountains-10_4527	20	3	Painted lady	mountains	25.0
location	Swa-32cf_23_Swallowtail-1	Swa-32cf_26_deserts-13	Swa-32cf_23_Swallowtail-1_201	23	Swa-32cf_26_deserts-13_34	26	3	Swallowtail	Desert	25.0
location	Old0ecc_3_Swallowtails-1	Old0ecc_6_marshes-21	Old0ecc_3_Swallowtails-1_201	3	Old0ecc_6_marshes-21_3807	6	3	Swallowtail	marsh	25.0
location	Van-b9b9_135_cardui-2	Van-b9b9_132_Taiga-19	Van-b9b9_135_cardui-2_272	135	Van-b9b9_132_Taiga-19_1373	132	3	Vanessa cardui	Taiga	21.75
location	Van-b9b9_94_cardui-2	Van-b9b9_91_hedgerows-9	Van-b9b9_94_cardui-2_272	94	Van-b9b9_91_hedgerows-9_4519	91	3	Vanessa cardui	hedgerows	21.75
location	Pie-14e4_9_white-6	Pie-14e4_6_parkland-24	Pie-14e4_9_white-6_5154	9	Pie-14e4_6_parkland-24_4529	6	3	large white	parkland	20.75
location	Gul-1ea1_41_cosmopolitan-6	Gul-1ea1_44_deserts-28	Gul-1ea1_41_cosmopolitan-6_3917	41	Gul-1ea1_44_deserts-28_3805	44	3	cosmopolitan	desert	20.75
location	Pie-14e4_2_white-28	Pie-14e4_6_parkland-24	Pie-14e4_2_white-28_5151	2	Pie-14e4_6_parkland-24_4529	6	4	cabbage white	parkland	20.0
location	Pie-14e4_2_white-6	Pie-14e4_6_parkland-24	Pie-14e4_2_white-6_5151	2	Pie-14e4_6_parkland-24_4529	6	4	cabbage white	parkland	20.0
location	Gat7338_7_butterfly-5	Gat7338_3_hedgerows-17	Gat7338_7_butterfly-5_2341	7	Gat7338_3_hedgerows-17_4519	3	4	Gatekeeper butterfly	hedgerows	20.0
location	Pie-14e4_2_butterfly-32	Pie-14e4_6_parkland-24	Pie-14e4_2_butterfly-32_5152	2	Pie-14e4_6_parkland-24_4529	6	4	cabbage butterfly	parkland	16.6
location	Pie-14e4_2_butterfly-11	Pie-14e4_6_parkland-24	Pie-14e4_2_butterfly-11_5152	2	Pie-14e4_6_parkland-24_4529	6	4	cabbage butterfly	parkland	16.6
location	Swa-71c0_51_cosmopolitan-6	Swa-71c0_55_marshes-42	Swa-71c0_51_cosmopolitan-6_3917	51	Swa-71c0_55_marshes-42_3807	55	4	cosmopolitan	marsh	16.6
location	Pie-14e4_1_brassicae-2	Pie-14e4_6_parkland-24	Pie-14e4_1_brassicae-2_2661	1	Pie-14e4_6_parkland-24_4529	6	5	Pieris brassicae	parkland	14.5
location	Van-b9b9_39_lady-8	Van-b9b9_33_deserts-15	Van-b9b9_39_lady-8_271	39	Van-b9b9_33_deserts-15_34	33	6	Painted lady	Desert	14.286
location	Dro-4d9f_124_cosmopolitan-7	Dro-4d9f_129_bogs-4	Dro-4d9f_124_cosmopolitan-7_3917	124	Dro-4d9f_129_bogs-4_4511	129	5	cosmopolitan	bog	13.833
location	Dro-4d9f_124_cosmopolitan-7	Dro-4d9f_129_swamps-8	Dro-4d9f_124_cosmopolitan-7_3917	124	Dro-4d9f_129_swamps-8_3808	129	5	cosmopolitan	swamp	13.833
location	Dro-4d9f_124_cosmopolitan-7	Dro-4d9f_129_marshes-10	Dro-4d9f_124_cosmopolitan-7_3917	124	Dro-4d9f_129_marshes-10_3807	129	5	cosmopolitan	marsh	13.833
location	Van-b9b9_39_lady-8	Van-b9b9_32_desert-14	Van-b9b9_39_lady-8_271	39	Van-b9b9_32_desert-14_34	32	7	Painted lady	Desert	12.5
location	Van-b9b9_14_cardui-2	Van-b9b9_20_mountains-10	Van-b9b9_14_cardui-2_272	14	Van-b9b9_20_mountains-10_4527	20	6	Vanessa cardui	mountains	12.429
location	Van-b9b9_98_cardui-2	Van-b9b9_91_hedgerows-9	Van-b9b9_98_cardui-2_272	98	Van-b9b9_91_hedgerows-9_4519	91	7	Vanessa cardui	hedgerows	10.875
location	Van-b9b9_84_cardui-2	Van-b9b9_91_hedgerows-9	Van-b9b9_84_cardui-2_272	84	Van-b9b9_91_hedgerows-9_4519	91	7	Vanessa cardui	hedgerows	10.875
location	Van-b9b9_139_cardui-2	Van-b9b9_132_Taiga-19	Van-b9b9_139_cardui-2_272	139	Van-b9b9_132_Taiga-19_1373	132	7	Vanessa cardui	Taiga	10.875
location	Van-b9b9_125_cardui-18	Van-b9b9_132_Taiga-19	Van-b9b9_125_cardui-18_272	125	Van-b9b9_132_Taiga-19_1373	132	7	Vanessa cardui	Taiga	10.875
location	Gat-a3f4_29_butterfly-10	Gat-a3f4_38_hedgerows-19	Gat-a3f4_29_butterfly-10_5003	29	Gat-a3f4_38_hedgerows-19_4519	38	9	gatekeeper butterfly	hedgerows	10.0
location	Swa-32cf_17_Swallowtail-1	Swa-32cf_26_deserts-13	Swa-32cf_17_Swallowtail-1_201	17	Swa-32cf_26_deserts-13_3805	26	9	Swallowtail	desert	10.0
location	Swa-32cf_35_Swallowtail-1	Swa-32cf_26_deserts-13	Swa-32cf_35_Swallowtail-1_201	35	Swa-32cf_26_deserts-13_34	26	9	Swallowtail	Desert	10.0
location	Swa-32cf_16_swallowtails-2	Swa-32cf_26_deserts-13	Swa-32cf_16_swallowtails-2_3888	16	Swa-32cf_26_deserts-13_34	26	10	swallowtail	Desert	9.091
location	Van-b9b9_39_lady-8	Van-b9b9_29_desert-12	Van-b9b9_39_lady-8_271	39	Van-b9b9_29_desert-12_3805	29	10	Painted lady	desert	9.091
location	Van-b9b9_141_cardui-19	Van-b9b9_132_Taiga-19	Van-b9b9_141_cardui-19_272	141	Van-b9b9_132_Taiga-19_1373	132	9	Vanessa cardui	Taiga	8.7
location	Swa-32cf_15_swallowtails-5	Swa-32cf_26_deserts-13	Swa-32cf_15_swallowtails-5_3888	15	Swa-32cf_26_deserts-13_34	26	11	swallowtail	Desert	8.333
