	kldiv	group	g_N
kldiv_adaptation_comment	1.3712043824908413	Lepidoptera__order	1157
kldiv_adaptation_topic	1.0281530319160663	Lepidoptera__order	1157
kldiv_free_topic	0.5827103674209735	Lepidoptera__order	1157
kldiv_location_comment	2.29990556865909	Lepidoptera__order	1157
kldiv_location_topic	1.2598642730691638	Lepidoptera__order	1157
kldiv_taxongroup_comment	0.7264623324940439	Lepidoptera__order	1157
kldiv_taxongroup_topic	0.6682684405533519	Lepidoptera__order	1157
