feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
compound<list<list> ...,0.953,0.0,0.764,0.027,11,Lepidoptera__order,free_topic
conj<conj> ...,0.938,0.001,0.464,0.247,18,Lepidoptera__order,free_topic
flat> atalanta,0.919,0.001,0.764,0.027,3,Lepidoptera__order,free_topic
compound<list<flat> ...,0.899,0.002,0.577,0.134,4,Lepidoptera__order,free_topic
appos>det> a,0.862,0.006,0.764,0.027,3,Lepidoptera__order,free_topic
appos<conj<conj> ...,0.857,0.007,0.846,0.008,6,Lepidoptera__order,free_topic
appos> Linnaeus,0.843,0.009,0.756,0.03,2,Lepidoptera__order,free_topic
conj<conj<conj> moth,0.837,0.01,0.577,0.134,3,Lepidoptera__order,free_topic
nmod<nmod> ...,0.799,0.017,0.577,0.134,5,Lepidoptera__order,free_topic
appos<appos> ...,0.785,0.021,0.577,0.134,4,Lepidoptera__order,free_topic
flat> galathea,0.769,0.026,0.546,0.162,3,Lepidoptera__order,free_topic
appos<conj<conj> darner,0.769,0.026,0.577,0.134,2,Lepidoptera__order,free_topic
flat> satnia,0.765,0.027,0.577,0.134,2,Lepidoptera__order,free_topic
appos<conj<conj> fly,0.764,0.027,0.577,0.134,2,Lepidoptera__order,free_topic
appos<conj<conj> yellowjacket,0.754,0.031,0.577,0.134,3,Lepidoptera__order,free_topic
det> all,0.742,0.035,0.756,0.03,2,Lepidoptera__order,free_topic
amod> brown,-0.74,0.036,-0.655,0.078,8,Lepidoptera__order,free_topic
compound<compound> Paulus,0.731,0.039,0.577,0.134,2,Lepidoptera__order,free_topic
conj<conj<conj> ...,0.725,0.042,0.577,0.134,6,Lepidoptera__order,free_topic
acl>obl> ...,0.725,0.042,0.655,0.078,3,Lepidoptera__order,free_topic
appos<conj<conj> wasp,0.722,0.043,0.577,0.134,2,Lepidoptera__order,free_topic
nmod<nsubj>compound> ...,-0.703,0.052,-0.577,0.134,3,Lepidoptera__order,free_topic
nmod<nmod<det> the,-0.695,0.056,-0.577,0.134,5,Lepidoptera__order,free_topic
compound<compound> ...,0.694,0.056,0.109,0.797,7,Lepidoptera__order,free_topic
nmod<conj> ...,0.692,0.057,0.577,0.134,9,Lepidoptera__order,free_topic
nmod<nmod<det> a,-0.687,0.06,-0.577,0.134,3,Lepidoptera__order,free_topic
appos<flat> ...,0.684,0.061,0.756,0.03,4,Lepidoptera__order,free_topic
compound<appos<appos> ...,-0.681,0.063,-0.577,0.134,4,Lepidoptera__order,free_topic
list> ...,0.67,0.069,0.546,0.162,9,Lepidoptera__order,free_topic
nmod>compound> ...,0.669,0.07,0.577,0.134,4,Lepidoptera__order,free_topic
compound<nmod<amod> ...,0.664,0.072,0.109,0.797,8,Lepidoptera__order,free_topic
flat<appos> ...,0.655,0.078,0.577,0.134,5,Lepidoptera__order,free_topic
compound<compound> butterfly,0.647,0.083,0.577,0.134,2,Lepidoptera__order,free_topic
