feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
compound> ...,-0.922,0.001,-0.764,0.027,3,Lepidoptera__order,location_comment
case> ...,0.876,0.004,0.626,0.097,7,Lepidoptera__order,location_comment
conj>nmod>case> of,0.846,0.008,0.577,0.134,3,Lepidoptera__order,location_comment
case> in,0.826,0.011,0.385,0.346,8,Lepidoptera__order,location_comment
case> such,0.818,0.013,0.577,0.134,2,Lepidoptera__order,location_comment
case> of,0.803,0.016,0.577,0.134,4,Lepidoptera__order,location_comment
compound> Sahara,-0.786,0.021,-0.577,0.134,2,Lepidoptera__order,location_comment
conj> ...,0.786,0.021,0.587,0.126,12,Lepidoptera__order,location_comment
nmod<det> ...,0.77,0.025,0.577,0.134,3,Lepidoptera__order,location_comment
nmod<det> the,0.762,0.028,0.577,0.134,3,Lepidoptera__order,location_comment
obl<obl> ...,0.757,0.03,0.674,0.067,4,Lepidoptera__order,location_comment
nmod<case> in,0.74,0.036,0.577,0.134,2,Lepidoptera__order,location_comment
nmod<case> ...,0.74,0.036,0.577,0.134,2,Lepidoptera__order,location_comment
conj<nmod<obl< adapt,-0.736,0.037,-0.577,0.134,2,Lepidoptera__order,location_comment
nmod<amod> ...,0.731,0.039,0.577,0.134,5,Lepidoptera__order,location_comment
conj< ...,0.716,0.046,0.764,0.027,8,Lepidoptera__order,location_comment
conj<conj>cc> and,0.707,0.05,0.732,0.039,6,Lepidoptera__order,location_comment
obl< find,0.707,0.05,0.756,0.03,2,Lepidoptera__order,location_comment
obl<nsubj>det> ...,0.704,0.051,0.733,0.039,3,Lepidoptera__order,location_comment
amod> dry,0.694,0.056,0.756,0.03,2,Lepidoptera__order,location_comment
nmod< ...,0.691,0.058,0.436,0.28,11,Lepidoptera__order,location_comment
conj<conj> ...,0.675,0.066,0.685,0.061,14,Lepidoptera__order,location_comment
conj<obj< ...,-0.67,0.069,-0.577,0.134,1,Lepidoptera__order,location_comment
conj<conj> fen,0.658,0.076,0.577,0.134,2,Lepidoptera__order,location_comment
conj<conj> fynbo,0.646,0.083,0.577,0.134,2,Lepidoptera__order,location_comment
conj<conj>nmod> Africa,0.634,0.091,0.577,0.134,2,Lepidoptera__order,location_comment
conj<conj> streambank,0.628,0.096,0.577,0.134,2,Lepidoptera__order,location_comment
conj<conj> tepuis,0.624,0.098,0.577,0.134,2,Lepidoptera__order,location_comment
conj<conj>nmod> Australia,0.62,0.101,0.577,0.134,2,Lepidoptera__order,location_comment
conj<conj> wallum,0.606,0.112,0.577,0.134,2,Lepidoptera__order,location_comment
compound<nmod<amod> ...,0.596,0.119,0.655,0.078,3,Lepidoptera__order,location_comment
nmod< nest,0.593,0.121,0.577,0.134,2,Lepidoptera__order,location_comment
conj<conj>compound> ...,0.57,0.14,0.577,0.134,2,Lepidoptera__order,location_comment
compound< ...,-0.55,0.158,-0.481,0.227,4,Lepidoptera__order,location_comment
nmod>det> ...,0.549,0.158,0.577,0.134,1,Lepidoptera__order,location_comment
conj<det> ...,0.545,0.163,0.412,0.31,1,Lepidoptera__order,location_comment
obl<obl>case> ...,0.539,0.168,0.591,0.123,4,Lepidoptera__order,location_comment
nmod>case> in,0.531,0.175,0.378,0.356,2,Lepidoptera__order,location_comment
nmod>case> ...,0.52,0.186,0.378,0.356,2,Lepidoptera__order,location_comment
det> ...,0.489,0.219,0.577,0.134,1,Lepidoptera__order,location_comment
obl< ...,0.488,0.22,0.573,0.138,6,Lepidoptera__order,location_comment
nmod<conj<amod> ...,0.461,0.25,0.577,0.134,3,Lepidoptera__order,location_comment
conj<nmod<amod> ...,0.454,0.258,0.436,0.28,3,Lepidoptera__order,location_comment
conj<conj>amod> ...,0.446,0.268,0.436,0.28,4,Lepidoptera__order,location_comment
obl<advmod> ...,0.427,0.291,0.481,0.227,4,Lepidoptera__order,location_comment
amod> ...,0.395,0.333,0.514,0.192,4,Lepidoptera__order,location_comment
conj<conj>det> ...,0.391,0.339,0.412,0.31,1,Lepidoptera__order,location_comment
det> the,-0.387,0.343,-0.385,0.346,9,Lepidoptera__order,location_comment
conj<case> ...,0.38,0.353,0.394,0.334,3,Lepidoptera__order,location_comment
conj<obj< include,-0.344,0.404,-0.412,0.31,2,Lepidoptera__order,location_comment
conj<nmod< habitat,0.336,0.416,0.252,0.547,2,Lepidoptera__order,location_comment
conj<case> in,0.324,0.433,0.126,0.766,2,Lepidoptera__order,location_comment
conj<obl< find,0.32,0.439,0.504,0.203,2,Lepidoptera__order,location_comment
nmod>det> the,0.309,0.457,0.378,0.356,2,Lepidoptera__order,location_comment
conj<conj>compound> moist,0.3,0.471,0.412,0.31,2,Lepidoptera__order,location_comment
nmod<nmod>case> in,-0.297,0.475,-0.252,0.547,2,Lepidoptera__order,location_comment
conj<obj<nsubj> habitats,0.271,0.516,0.247,0.555,2,Lepidoptera__order,location_comment
conj<conj>det> the,0.259,0.536,0.247,0.555,6,Lepidoptera__order,location_comment
nmod<nmod>case> ...,0.249,0.552,0.082,0.846,1,Lepidoptera__order,location_comment
conj<obl< ...,-0.247,0.555,-0.126,0.766,2,Lepidoptera__order,location_comment
conj<conj>nmod> Venezuela,0.243,0.562,0.082,0.846,2,Lepidoptera__order,location_comment
conj<conj>nmod> ...,0.242,0.563,0.247,0.555,1,Lepidoptera__order,location_comment
cc> and,0.226,0.591,0.156,0.712,3,Lepidoptera__order,location_comment
conj< bog,-0.225,0.592,-0.412,0.31,2,Lepidoptera__order,location_comment
nmod<nmod> ...,0.217,0.605,0.094,0.826,3,Lepidoptera__order,location_comment
conj<nmod< ...,0.213,0.613,0.412,0.31,1,Lepidoptera__order,location_comment
conj<obj<nsubj> ...,0.195,0.644,0.247,0.555,1,Lepidoptera__order,location_comment
nmod> ...,-0.189,0.654,-0.126,0.766,4,Lepidoptera__order,location_comment
nmod<compound> ...,0.172,0.684,-0.082,0.846,4,Lepidoptera__order,location_comment
conj>det> the,0.149,0.725,0.082,0.846,3,Lepidoptera__order,location_comment
conj<nmod<obl< ...,-0.146,0.731,-0.247,0.555,1,Lepidoptera__order,location_comment
conj<det> the,-0.141,0.738,-0.252,0.547,2,Lepidoptera__order,location_comment
conj>nmod> ...,-0.14,0.741,-0.247,0.555,3,Lepidoptera__order,location_comment
conj<case> such,-0.085,0.842,-0.247,0.555,2,Lepidoptera__order,location_comment
conj<nmod<case> ...,0.07,0.869,-0.062,0.883,3,Lepidoptera__order,location_comment
conj<conj>cc> ...,0.058,0.892,0.082,0.846,1,Lepidoptera__order,location_comment
conj>cc> and,0.05,0.907,-0.026,0.951,5,Lepidoptera__order,location_comment
obl<nsubj> ...,0.027,0.95,0.203,0.63,3,Lepidoptera__order,location_comment
conj< grassland,-0.009,0.983,-0.082,0.846,2,Lepidoptera__order,location_comment
