token	relrole	arcpath	lemma	upos	widx	token
Aes-55d6_13_poisonous-6	adaptation_comment	xcomp<nsubj:pass>	it	PRON	1	Aes-55d6_13_poisonous-6
Aes-55d6_13_poisonous-6	adaptation_comment	xcomp<aux:pass>	be	AUX	2	Aes-55d6_13_poisonous-6
Aes-55d6_13_poisonous-6	adaptation_comment	xcomp<	pollen	VERB	3	Aes-55d6_13_poisonous-6
Aes-55d6_13_poisonous-6	adaptation_comment	cop>	be	AUX	4	Aes-55d6_13_poisonous-6
Aes-55d6_13_poisonous-6	adaptation_comment	advmod>	not	PART	5	Aes-55d6_13_poisonous-6
Aes-55d6_13_poisonous-6	adaptation_comment	obl>case>	for	ADP	7	Aes-55d6_13_poisonous-6
Aes-55d6_13_poisonous-6	adaptation_comment	obl>compound>	hony	NOUN	8	Aes-55d6_13_poisonous-6
Aes-55d6_13_poisonous-6	adaptation_comment	obl>	be	NOUN	9	Aes-55d6_13_poisonous-6
Aes-55d6_43_poisonous-14	adaptation_comment	nsubj>det>	the	DET	1	Aes-55d6_43_poisonous-14
Aes-55d6_43_poisonous-14	adaptation_comment	nsubj>	seed	NOUN	2	Aes-55d6_43_poisonous-14
Aes-55d6_43_poisonous-14	adaptation_comment	nsubj>advmod>	especially	ADV	4	Aes-55d6_43_poisonous-14
Aes-55d6_43_poisonous-14	adaptation_comment	nsubj>	those	PRON	5	Aes-55d6_43_poisonous-14
Aes-55d6_43_poisonous-14	adaptation_comment	nsubj>acl:relcl>nsubj>	that	PRON	6	Aes-55d6_43_poisonous-14
Aes-55d6_43_poisonous-14	adaptation_comment	nsubj>acl:relcl>cop>	be	AUX	7	Aes-55d6_43_poisonous-14
Aes-55d6_43_poisonous-14	adaptation_comment	nsubj>acl:relcl>	young	ADJ	8	Aes-55d6_43_poisonous-14
Aes-55d6_43_poisonous-14	adaptation_comment	nsubj>acl:relcl>conj>	fresh	ADJ	10	Aes-55d6_43_poisonous-14
Aes-55d6_43_poisonous-14	adaptation_comment	cop>	be	AUX	12	Aes-55d6_43_poisonous-14
Aes-55d6_43_poisonous-14	adaptation_comment	advmod>	slightly	ADV	13	Aes-55d6_43_poisonous-14
Aes-55d6_43_poisonous-14	adaptation_comment	appos>amod>	contain	VERB	16	Aes-55d6_43_poisonous-14
Aes-55d6_43_poisonous-14	adaptation_comment	appos>amod>	alkaloid	ADJ	17	Aes-55d6_43_poisonous-14
Aes-55d6_43_poisonous-14	adaptation_comment	appos>	saponin	NOUN	18	Aes-55d6_43_poisonous-14
Aes-55d6_43_poisonous-14	adaptation_comment	appos>conj>cc>	and	CCONJ	19	Aes-55d6_43_poisonous-14
Aes-55d6_43_poisonous-14	adaptation_comment	appos>conj>	glucoside	NOUN	20	Aes-55d6_43_poisonous-14
Hed-8dc6_168_flowering-7	adaptation_comment	compound<nsubj:pass<obl>	climate	NOUN	3	Hed-8dc6_168_flowering-7
Hed-8dc6_168_flowering-7	adaptation_comment	compound<amod>advmod>	more	ADV	5	Hed-8dc6_168_flowering-7
Hed-8dc6_168_flowering-7	adaptation_comment	compound<amod>	exotic	ADJ	6	Hed-8dc6_168_flowering-7
Hed-8dc6_168_flowering-7	adaptation_comment	compound<	hedge	NOUN	8	Hed-8dc6_168_flowering-7
Hed-8dc6_168_flowering-7	adaptation_comment	compound<nsubj:pass<aux:pass>	be	AUX	9	Hed-8dc6_168_flowering-7
Hed-8dc6_168_flowering-7	adaptation_comment	compound<nsubj:pass<	form	VERB	10	Hed-8dc6_168_flowering-7
Hed-8dc6_168_flowering-7	adaptation_comment	compound<nsubj:pass<conj>	use	VERB	12	Hed-8dc6_168_flowering-7
Hed-8dc6_168_flowering-7	adaptation_comment	compound<nsubj:pass<conj>	species	NOUN	33	Hed-8dc6_168_flowering-7
Hed-8dc6_166_flowering-19	adaptation_comment	obl<conj<nsubj>	hedge	NOUN	2	Hed-8dc6_166_flowering-19
Hed-8dc6_166_flowering-19	adaptation_comment	obl<conj<	take	VERB	3	Hed-8dc6_166_flowering-19
Hed-8dc6_166_flowering-19	adaptation_comment	obl<conj<compound:prt>	up	ADP	4	Hed-8dc6_166_flowering-19
Hed-8dc6_166_flowering-19	adaptation_comment	obl<conj<obj>	space	NOUN	6	Hed-8dc6_166_flowering-19
Hed-8dc6_166_flowering-19	adaptation_comment	obl<conj<obl>	premium	NOUN	11	Hed-8dc6_166_flowering-19
