feat	count	weight	rel_role	group_name
compound< ...	25.0	0.784	adaptation_comment	Dicotyledon__class
compound<det> ...	15.0	0.87	adaptation_comment	Dicotyledon__class
compound<case> ...	15.0	0.587	adaptation_comment	Dicotyledon__class
compound< plant	14.0	0.826	adaptation_comment	Dicotyledon__class
compound<det> the	11.0	0.933	adaptation_comment	Dicotyledon__class
compound<nmod< ...	10.0	0.544	adaptation_comment	Dicotyledon__class
compound> ...	9.0	0.596	adaptation_comment	Dicotyledon__class
compound<amod> ...	8.0	0.572	adaptation_comment	Dicotyledon__class
compound<case> of	6.0	0.517	adaptation_comment	Dicotyledon__class
compound<compound> ...	6.0	0.345	adaptation_comment	Dicotyledon__class
compound<nmod<det> ...	4.0	0.567	adaptation_comment	Dicotyledon__class
compound<nmod<case> ...	4.0	0.422	adaptation_comment	Dicotyledon__class
compound<obl< ...	4.0	0.705	adaptation_comment	Dicotyledon__class
compound<compound<compound> ...	4.0	0.202	adaptation_comment	Dicotyledon__class
compound<nmod<nmod> ...	4.0	0.464	adaptation_comment	Dicotyledon__class
compound<det> a	3.0	0.928	adaptation_comment	Dicotyledon__class
amod<conj<advmod> ...	3.0	0.215	adaptation_comment	Dicotyledon__class
cop> ...	3.0	0.493	adaptation_comment	Dicotyledon__class
nsubj> ...	3.0	0.274	adaptation_comment	Dicotyledon__class
compound<nmod> ...	3.0	0.379	adaptation_comment	Dicotyledon__class
compound<compound<det> the	3.0	0.571	adaptation_comment	Dicotyledon__class
case> ...	3.0	0.894	adaptation_comment	Dicotyledon__class
compound<nmod<amod> ...	3.0	0.343	adaptation_comment	Dicotyledon__class
compound<obl<nsubj> ...	3.0	0.407	adaptation_comment	Dicotyledon__class
compound<compound< ...	3.0	0.416	adaptation_comment	Dicotyledon__class
cop> be	3.0	0.493	adaptation_comment	Dicotyledon__class
compound<nmod<nsubj> ...	3.0	0.299	adaptation_comment	Dicotyledon__class
compound<nmod>case> ...	3.0	0.999	adaptation_comment	Dicotyledon__class
compound<compound<det> ...	3.0	0.54	adaptation_comment	Dicotyledon__class
compound<compound< faq	3.0	0.284	adaptation_comment	Dicotyledon__class
compound<nmod<case> to	2.0	0.455	adaptation_comment	Dicotyledon__class
conj<conj> ...	2.0	0.828	adaptation_comment	Dicotyledon__class
obl< ...	2.0	0.378	adaptation_comment	Dicotyledon__class
compound<appos< ...	2.0	0.49	adaptation_comment	Dicotyledon__class
nsubj>det> ...	2.0	0.47	adaptation_comment	Dicotyledon__class
nsubj<conj>cc> ...	2.0	0.64	adaptation_comment	Dicotyledon__class
nsubj< ...	2.0	0.776	adaptation_comment	Dicotyledon__class
nsubj>det> the	2.0	0.503	adaptation_comment	Dicotyledon__class
nsubj<amod> ...	2.0	0.222	adaptation_comment	Dicotyledon__class
compound<nmod<nmod< ...	2.0	0.398	adaptation_comment	Dicotyledon__class
appos>amod> ...	2.0	0.327	adaptation_comment	Dicotyledon__class
appos> ...	2.0	0.532	adaptation_comment	Dicotyledon__class
compound<acl> ...	2.0	0.657	adaptation_comment	Dicotyledon__class
compound<nsubj:pass<obl> ...	2.0	0.184	adaptation_comment	Dicotyledon__class
amod< ...	2.0	0.294	adaptation_comment	Dicotyledon__class
compound<nsubj:pass<aux:pass> be	2.0	0.211	adaptation_comment	Dicotyledon__class
compound<nsubj< ...	2.0	0.484	adaptation_comment	Dicotyledon__class
compound<nsubj:pass<aux:pass> ...	2.0	0.211	adaptation_comment	Dicotyledon__class
compound<nsubj:pass< ...	2.0	0.418	adaptation_comment	Dicotyledon__class
compound<nsubj:pass<conj> ...	2.0	0.407	adaptation_comment	Dicotyledon__class
compound<nmod<cop> be	2.0	0.433	adaptation_comment	Dicotyledon__class
compound<compound> plant	2.0	0.544	adaptation_comment	Dicotyledon__class
advmod> ...	2.0	0.445	adaptation_comment	Dicotyledon__class
