feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
obj<nsubj> name,0.937,0.001,0.756,0.03,2,Dicotyledon__class,location_topic
conj> tree,0.922,0.001,0.577,0.134,2,Dicotyledon__class,location_topic
nmod< ...,0.922,0.001,0.764,0.027,19,Dicotyledon__class,location_topic
case> of,0.92,0.001,0.764,0.027,19,Dicotyledon__class,location_topic
conj> ash,0.913,0.002,0.577,0.134,2,Dicotyledon__class,location_topic
conj> ...,0.873,0.005,0.304,0.464,19,Dicotyledon__class,location_topic
conj> maple,0.859,0.006,0.327,0.429,5,Dicotyledon__class,location_topic
case> on,0.839,0.009,0.577,0.134,3,Dicotyledon__class,location_topic
conj<conj> thistle,0.837,0.01,0.577,0.134,4,Dicotyledon__class,location_topic
cc> and,0.833,0.01,0.577,0.134,6,Dicotyledon__class,location_topic
nmod<det> ...,0.829,0.011,0.577,0.134,1,Dicotyledon__class,location_topic
case> such,0.827,0.011,0.756,0.03,2,Dicotyledon__class,location_topic
nmod<det> the,0.827,0.011,0.577,0.134,6,Dicotyledon__class,location_topic
nsubj<advcl> ...,0.824,0.012,0.825,0.012,5,Dicotyledon__class,location_topic
nmod<det> a,0.823,0.012,0.546,0.162,4,Dicotyledon__class,location_topic
nmod<amod> large,0.817,0.013,0.756,0.03,2,Dicotyledon__class,location_topic
nmod>case> ...,0.808,0.015,0.866,0.005,4,Dicotyledon__class,location_topic
compound<case> as,0.805,0.016,0.577,0.134,2,Dicotyledon__class,location_topic
compound<case> in,0.804,0.016,0.577,0.134,2,Dicotyledon__class,location_topic
compound< species,0.802,0.017,0.577,0.134,3,Dicotyledon__class,location_topic
nmod>conj> ...,0.782,0.022,0.577,0.134,7,Dicotyledon__class,location_topic
acl>obl>det> the,0.778,0.023,0.756,0.03,2,Dicotyledon__class,location_topic
nsubj<conj> ...,0.778,0.023,0.426,0.293,9,Dicotyledon__class,location_topic
nmod<amod> ...,0.772,0.025,0.764,0.027,10,Dicotyledon__class,location_topic
amod> native,0.771,0.025,0.577,0.134,2,Dicotyledon__class,location_topic
