feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
compound> sea,0.966,0.0,0.764,0.027,3,Dicotyledon__class,free_topic
nmod< species,0.947,0.0,0.764,0.027,20,Dicotyledon__class,free_topic
nmod< ...,0.938,0.001,0.791,0.019,87,Dicotyledon__class,free_topic
parataxis<nsubj> ...,0.935,0.001,0.764,0.027,3,Dicotyledon__class,free_topic
nmod< distribution,0.935,0.001,0.577,0.134,4,Dicotyledon__class,free_topic
nmod< population,0.918,0.001,0.577,0.134,3,Dicotyledon__class,free_topic
nmod< cycle,0.918,0.001,0.577,0.134,2,Dicotyledon__class,free_topic
compound<conj<conj> island,0.914,0.002,0.733,0.039,3,Dicotyledon__class,free_topic
cc> or,0.913,0.002,0.764,0.027,6,Dicotyledon__class,free_topic
conj<nmod>case> in,0.913,0.002,0.764,0.027,10,Dicotyledon__class,free_topic
nmod<nsubj> Bat,0.913,0.002,0.577,0.134,2,Dicotyledon__class,free_topic
nsubj<mark> while,0.9,0.002,0.764,0.027,3,Dicotyledon__class,free_topic
conj<compound> ...,0.899,0.002,0.546,0.162,11,Dicotyledon__class,free_topic
conj< genus,0.898,0.002,0.577,0.134,3,Dicotyledon__class,free_topic
appos<conj> branch,0.898,0.002,0.577,0.134,2,Dicotyledon__class,free_topic
conj<nummod> ...,0.895,0.003,0.756,0.03,4,Dicotyledon__class,free_topic
compound<case> on,0.885,0.004,0.866,0.005,6,Dicotyledon__class,free_topic
case> for,0.884,0.004,0.764,0.027,6,Dicotyledon__class,free_topic
appos<conj> mangle,0.879,0.004,0.577,0.134,2,Dicotyledon__class,free_topic
nmod< member,0.875,0.004,0.577,0.134,5,Dicotyledon__class,free_topic
conj<nmod<obj< ...,0.874,0.005,0.764,0.027,3,Dicotyledon__class,free_topic
conj<compound<obj< ...,0.874,0.005,0.733,0.039,3,Dicotyledon__class,free_topic
conj> rowan,0.872,0.005,0.577,0.134,2,Dicotyledon__class,free_topic
nmod<obj< ...,0.872,0.005,0.764,0.027,11,Dicotyledon__class,free_topic
obl<nsubj>det> the,0.869,0.005,0.764,0.027,4,Dicotyledon__class,free_topic
obj<acl< Dahlgren,-0.868,0.005,-0.577,0.134,2,Dicotyledon__class,free_topic
obl<obj> ...,0.866,0.005,0.764,0.027,7,Dicotyledon__class,free_topic
obl<parataxis>advmod> ...,0.862,0.006,0.577,0.134,3,Dicotyledon__class,free_topic
case> like,0.86,0.006,0.764,0.027,5,Dicotyledon__class,free_topic
conj>cc> as,0.859,0.006,0.577,0.134,2,Dicotyledon__class,free_topic
appos<obl<advmod> mainly,0.857,0.007,0.577,0.134,2,Dicotyledon__class,free_topic
conj<compound<nmod< ...,0.855,0.007,0.577,0.134,3,Dicotyledon__class,free_topic
cc> and,0.854,0.007,0.77,0.025,51,Dicotyledon__class,free_topic
appos<conj> namely,0.854,0.007,0.577,0.134,2,Dicotyledon__class,free_topic
compound<appos<amod> ...,-0.853,0.007,-0.655,0.078,4,Dicotyledon__class,free_topic
flat<compound< ...,-0.846,0.008,-0.764,0.027,3,Dicotyledon__class,free_topic
nmod< source,0.845,0.008,0.756,0.03,2,Dicotyledon__class,free_topic
compound>compound> ...,0.845,0.008,0.764,0.027,6,Dicotyledon__class,free_topic
obl<conj<obl> ...,0.843,0.009,0.577,0.134,3,Dicotyledon__class,free_topic
compound<acl> know,0.842,0.009,0.577,0.134,2,Dicotyledon__class,free_topic
case> by,0.842,0.009,0.764,0.027,7,Dicotyledon__class,free_topic
obl<obl>case> ...,0.841,0.009,0.756,0.03,6,Dicotyledon__class,free_topic
parataxis<conj> ...,0.839,0.009,0.764,0.027,3,Dicotyledon__class,free_topic
conj<conj>compound> oak,0.839,0.009,0.577,0.134,2,Dicotyledon__class,free_topic
case> of,0.839,0.009,0.464,0.247,83,Dicotyledon__class,free_topic
compound<obl<nsubj> ...,0.838,0.009,0.764,0.027,8,Dicotyledon__class,free_topic
obj<obl>det> a,0.837,0.009,0.756,0.03,2,Dicotyledon__class,free_topic
nmod<obj< show,0.837,0.01,0.577,0.134,4,Dicotyledon__class,free_topic
case> such,0.836,0.01,0.756,0.03,20,Dicotyledon__class,free_topic
conj> mangrove,0.836,0.01,0.577,0.134,2,Dicotyledon__class,free_topic
obl<mark> ...,0.835,0.01,0.577,0.134,3,Dicotyledon__class,free_topic
compound<case> for,0.834,0.01,0.577,0.134,2,Dicotyledon__class,free_topic
obj<parataxis> ...,0.834,0.01,0.577,0.134,1,Dicotyledon__class,free_topic
case> ...,0.832,0.01,0.464,0.247,26,Dicotyledon__class,free_topic
conj<compound<conj> ...,0.831,0.011,0.756,0.03,6,Dicotyledon__class,free_topic
conj< oak,0.83,0.011,0.577,0.134,6,Dicotyledon__class,free_topic
conj>amod> mix,0.828,0.011,0.577,0.134,2,Dicotyledon__class,free_topic
compound<nsubj<obj> ...,-0.828,0.011,-0.546,0.162,8,Dicotyledon__class,free_topic
appos<conj> Laguncularia,0.827,0.011,0.577,0.134,2,Dicotyledon__class,free_topic
nmod<obl<nsubj> ...,0.827,0.011,0.764,0.027,4,Dicotyledon__class,free_topic
nmod<nmod>det> the,0.822,0.012,0.764,0.027,3,Dicotyledon__class,free_topic
conj<conj>compound> Hybanthus,0.821,0.012,0.577,0.134,3,Dicotyledon__class,free_topic
conj< species,0.82,0.013,0.436,0.28,4,Dicotyledon__class,free_topic
appos<nmod> stem,0.819,0.013,0.577,0.134,2,Dicotyledon__class,free_topic
appos< species,0.818,0.013,0.764,0.027,4,Dicotyledon__class,free_topic
case> in,0.817,0.013,0.546,0.162,41,Dicotyledon__class,free_topic
conj<conj> cherry,0.817,0.013,0.764,0.027,7,Dicotyledon__class,free_topic
conj<conj> aspen,0.816,0.013,0.756,0.03,4,Dicotyledon__class,free_topic
conj< ...,0.814,0.014,0.344,0.404,94,Dicotyledon__class,free_topic
appos<nmod>case> in,0.812,0.014,0.756,0.03,2,Dicotyledon__class,free_topic
compound<case> ...,0.809,0.015,0.764,0.027,12,Dicotyledon__class,free_topic
obl<nsubj>det> ...,0.808,0.015,0.756,0.03,2,Dicotyledon__class,free_topic
nmod<obj<acl< tree,0.806,0.016,0.577,0.134,2,Dicotyledon__class,free_topic
obl<nsubj> it,0.804,0.016,0.577,0.134,2,Dicotyledon__class,free_topic
nmod<amod> largest,0.803,0.016,0.577,0.134,2,Dicotyledon__class,free_topic
nmod< roosting,0.803,0.016,0.577,0.134,2,Dicotyledon__class,free_topic
conj< tree,0.801,0.017,0.577,0.134,3,Dicotyledon__class,free_topic
conj<nmod<cc> and,0.8,0.017,0.764,0.027,3,Dicotyledon__class,free_topic
nmod<nmod<nsubj< ...,0.8,0.017,0.577,0.134,3,Dicotyledon__class,free_topic
nmod<conj>advmod> alternatively,0.799,0.017,0.577,0.134,2,Dicotyledon__class,free_topic
nmod<acl>obl> Eboracum,0.797,0.018,0.577,0.134,2,Dicotyledon__class,free_topic
conj< beech,0.796,0.018,0.577,0.134,2,Dicotyledon__class,free_topic
conj< holly,0.795,0.018,0.577,0.134,2,Dicotyledon__class,free_topic
nsubj<obl>det> ...,0.794,0.019,0.577,0.134,2,Dicotyledon__class,free_topic
appos< ...,0.79,0.02,0.33,0.425,26,Dicotyledon__class,free_topic
acl:relcl>cop> be,0.789,0.02,0.756,0.03,4,Dicotyledon__class,free_topic
nsubj<ccomp>advcl> help,-0.789,0.02,-0.577,0.134,2,Dicotyledon__class,free_topic
obl<conj<nsubj> ...,0.789,0.02,0.577,0.134,3,Dicotyledon__class,free_topic
nsubj<cop> be,0.788,0.02,0.764,0.027,27,Dicotyledon__class,free_topic
obl<nsubj:pass>nmod> ...,0.786,0.021,0.756,0.03,2,Dicotyledon__class,free_topic
nmod<conj>amod> ...,0.785,0.021,0.733,0.039,7,Dicotyledon__class,free_topic
compound<case> of,0.785,0.021,0.655,0.078,39,Dicotyledon__class,free_topic
nmod>compound> superorder,0.783,0.021,0.577,0.134,2,Dicotyledon__class,free_topic
compound<case> from,0.781,0.022,0.764,0.027,8,Dicotyledon__class,free_topic
compound<case> in,0.779,0.023,0.655,0.078,19,Dicotyledon__class,free_topic
compound< woodland,0.776,0.023,0.764,0.027,12,Dicotyledon__class,free_topic
compound< forests,0.776,0.024,0.495,0.213,18,Dicotyledon__class,free_topic
nmod<det> a,0.775,0.024,0.764,0.027,15,Dicotyledon__class,free_topic
compound< swamp,0.774,0.024,0.577,0.134,12,Dicotyledon__class,free_topic
nsubj<conj>amod> ...,0.773,0.024,0.546,0.162,3,Dicotyledon__class,free_topic
compound<case> with,0.771,0.025,0.577,0.134,2,Dicotyledon__class,free_topic
nmod<amod> many,0.771,0.025,0.756,0.03,4,Dicotyledon__class,free_topic
nsubj<conj>cc> and,0.771,0.025,0.764,0.027,11,Dicotyledon__class,free_topic
conj> ash,0.771,0.025,0.577,0.134,4,Dicotyledon__class,free_topic
compound< species,0.771,0.025,0.436,0.28,14,Dicotyledon__class,free_topic
compound<nmod<conj< ...,-0.769,0.026,-0.577,0.134,6,Dicotyledon__class,free_topic
nmod<conj>advmod> ...,0.769,0.026,0.577,0.134,1,Dicotyledon__class,free_topic
conj<conj> lime,0.767,0.026,0.756,0.03,4,Dicotyledon__class,free_topic
conj<conj>cc> and,0.767,0.026,0.327,0.429,55,Dicotyledon__class,free_topic
cc> ...,0.766,0.027,0.655,0.078,3,Dicotyledon__class,free_topic
compound<amod> many,0.766,0.027,0.756,0.03,2,Dicotyledon__class,free_topic
nsubj< grow,0.764,0.027,0.733,0.039,3,Dicotyledon__class,free_topic
nmod<nmod<obl< ...,0.764,0.027,0.733,0.039,11,Dicotyledon__class,free_topic
compound<appos> ...,0.761,0.028,0.674,0.067,11,Dicotyledon__class,free_topic
compound<amod> ancient,0.76,0.029,0.733,0.039,3,Dicotyledon__class,free_topic
nmod<amod> find,0.758,0.029,0.577,0.134,2,Dicotyledon__class,free_topic
compound< snake,0.757,0.03,0.577,0.134,5,Dicotyledon__class,free_topic
compound>compound> class,0.757,0.03,0.577,0.134,2,Dicotyledon__class,free_topic
conj>cc> ...,0.757,0.03,0.546,0.162,3,Dicotyledon__class,free_topic
compound<conj<obl< find,-0.757,0.03,-0.577,0.134,2,Dicotyledon__class,free_topic
compound<compound> gouty,0.756,0.03,0.577,0.134,2,Dicotyledon__class,free_topic
nmod<amod> ...,0.756,0.03,0.764,0.027,31,Dicotyledon__class,free_topic
obl<advcl>obl> ...,0.755,0.03,0.764,0.027,3,Dicotyledon__class,free_topic
conj>cc> and,0.755,0.03,0.051,0.905,74,Dicotyledon__class,free_topic
case> with,0.755,0.03,0.756,0.03,8,Dicotyledon__class,free_topic
compound<conj<nmod< area,-0.752,0.031,-0.577,0.134,2,Dicotyledon__class,free_topic
nmod<cop> be,0.752,0.031,0.733,0.039,7,Dicotyledon__class,free_topic
compound< ...,0.752,0.031,0.41,0.313,126,Dicotyledon__class,free_topic
conj>amod> ...,0.75,0.032,0.327,0.429,17,Dicotyledon__class,free_topic
nsubj< tree,0.75,0.032,0.764,0.027,3,Dicotyledon__class,free_topic
nsubj<ccomp>advcl> ...,-0.75,0.032,-0.577,0.134,1,Dicotyledon__class,free_topic
compound<case> such,0.748,0.033,0.577,0.134,5,Dicotyledon__class,free_topic
parataxis<nsubj<conj> ...,0.747,0.033,0.577,0.134,3,Dicotyledon__class,free_topic
compound<amod>advmod> ...,0.747,0.033,0.682,0.062,6,Dicotyledon__class,free_topic
nmod>flat> ...,0.747,0.033,0.577,0.134,2,Dicotyledon__class,free_topic
compound<conj> ...,0.747,0.033,0.733,0.039,19,Dicotyledon__class,free_topic
appos< family,0.744,0.034,0.756,0.03,2,Dicotyledon__class,free_topic
compound<nmod<det> ...,0.743,0.034,0.577,0.134,3,Dicotyledon__class,free_topic
compound<obl< make,-0.743,0.035,-0.577,0.134,3,Dicotyledon__class,free_topic
compound<amod<det> a,0.742,0.035,0.577,0.134,2,Dicotyledon__class,free_topic
compound<nmod<det> a,0.741,0.035,0.577,0.134,13,Dicotyledon__class,free_topic
compound<det> the,0.74,0.036,0.685,0.061,42,Dicotyledon__class,free_topic
obj<parataxis>obj> ...,-0.738,0.037,-0.577,0.134,3,Dicotyledon__class,free_topic
obl<obl>det> ...,0.737,0.037,0.577,0.134,1,Dicotyledon__class,free_topic
compound<nmod>case> in,0.737,0.037,0.764,0.027,12,Dicotyledon__class,free_topic
nmod<nmod>det> ...,0.737,0.037,0.577,0.134,1,Dicotyledon__class,free_topic
obj<obl>det> the,0.737,0.037,0.63,0.094,2,Dicotyledon__class,free_topic
nsubj< produce,0.736,0.037,0.63,0.094,2,Dicotyledon__class,free_topic
compound< tree,0.735,0.038,0.409,0.314,47,Dicotyledon__class,free_topic
nmod>compound> ...,0.733,0.039,0.294,0.48,11,Dicotyledon__class,free_topic
conj>cc>fixed> as,0.732,0.039,0.577,0.134,2,Dicotyledon__class,free_topic
obl<nsubj>amod> ...,0.732,0.039,0.436,0.28,3,Dicotyledon__class,free_topic
conj<conj>appos> %,0.732,0.039,0.577,0.134,3,Dicotyledon__class,free_topic
nsubj:pass<obl>det> the,0.732,0.039,0.764,0.027,4,Dicotyledon__class,free_topic
