relation	btoken	rtoken	btag	bloc	rtag	rloc	rdist	bterm	rterm	tagscore
location	Hap-98f9_13_Coccolithophores-1	Hap-98f9_13_ocean-15	Hap-98f9_13_Coccolithophores-1_1899	13	Hap-98f9_13_ocean-15_4530	13	0	Coccolithophores	open ocean	100.0
location	Hap-98f9_12_coccolithophores-7	Hap-98f9_13_ocean-15	Hap-98f9_12_coccolithophores-7_4787	12	Hap-98f9_13_ocean-15_4530	13	1	coccolithophores	open ocean	50.0
location	Hap-98f9_12_coccoliths-28	Hap-98f9_13_ocean-15	Hap-98f9_12_coccoliths-28_4789	12	Hap-98f9_13_ocean-15_4530	13	1	coccoliths	open ocean	41.5
location	Che-369e_336_badger-16	Che-369e_341_farmlands-28	Che-369e_336_badger-16_4928	336	Che-369e_341_farmlands-28_4509	341	5	badger	farmland	16.667
location	Che-369e_336_badgers-27	Che-369e_341_farmlands-28	Che-369e_336_badgers-27_4928	336	Che-369e_341_farmlands-28_4509	341	5	badger	farmland	16.667
location	Hap-98f9_20_coccolithophores-13	Hap-98f9_13_ocean-15	Hap-98f9_20_coccolithophores-13_4787	20	Hap-98f9_13_ocean-15_4530	13	7	coccolithophores	open ocean	12.5
location	Urb173e_19_badgers-2	Urb173e_11_farmlands-10	Urb173e_19_badgers-2_4928	19	Urb173e_11_farmlands-10_4509	11	8	badger	farmland	11.111
location	Urb173e_19_badgers-2	Urb173e_10_farmlands-5	Urb173e_19_badgers-2_4928	19	Urb173e_10_farmlands-5_4509	10	9	badger	farmland	10.0
location	Sea-a5d2_59_coccolithophores-14	Sea-a5d2_87_ocean-6	Sea-a5d2_59_coccolithophores-14_4787	59	Sea-a5d2_87_ocean-6_4530	87	28	coccolithophores	open ocean	3.448
location	Eng-0a3a_31_badger-17	Eng-0a3a_63_farmland-26	Eng-0a3a_31_badger-17_4928	31	Eng-0a3a_63_farmland-26_4509	63	32	badger	farmland	3.03
location	Eur-d3a5_85_badger-31	Eur-d3a5_49_farmlands-34	Eur-d3a5_85_badger-31_4928	85	Eur-d3a5_49_farmlands-34_4509	49	36	badger	farmland	2.703
location	Tai-3286_130_badger-40	Tai-3286_75_grassland-20	Tai-3286_130_badger-40_4928	130	Tai-3286_75_grassland-20_4537	75	55	badger	temperate grassland	1.786
location	Bur-d18a_71_badgers-18	Bur-d18a_132_Urban-10	Bur-d18a_71_badgers-18_4928	71	Bur-d18a_132_Urban-10_1380	132	61	badger	Urban	1.613
location	Bur-d18a_71_badgers-18	Bur-d18a_159_urban-2	Bur-d18a_71_badgers-18_4928	71	Bur-d18a_159_urban-2_4540	159	88	badger	urban	1.124
adaptation	Eur-3123_122_badgers-2	Eur-3123_122_social-6	Eur-3123_122_badgers-2_4928	122	Eur-3123_122_social-6_3788	122	0	badger	social	100.0
adaptation	Eur-3123_127_badgers-10	Eur-3123_127_hierarchical-2	Eur-3123_127_badgers-10_4928	127	Eur-3123_127_hierarchical-2_3782	127	0	badger	hierarchical	100.0
adaptation	Eur-3123_127_badgers-10	Eur-3123_127_social-3	Eur-3123_127_badgers-10_4928	127	Eur-3123_127_social-3_3788	127	0	badger	social	100.0
adaptation	Eur-3123_122_badgers-8	Eur-3123_122_social-6	Eur-3123_122_badgers-8_4928	122	Eur-3123_122_social-6_3788	122	0	badger	social	100.0
adaptation	Dom-6f87_315_badgers-3	Dom-6f87_315_social-18	Dom-6f87_315_badgers-3_4928	315	Dom-6f87_315_social-18_3788	315	0	badger	social	100.0
adaptation	Eur-3123_135_badgers-3	Eur-3123_135_territorial-8	Eur-3123_135_badgers-3_4928	135	Eur-3123_135_territorial-8_3985	135	0	badger	territorial	100.0
adaptation	Eur-3123_127_badgers-10	Eur-3123_126_territorial-9	Eur-3123_127_badgers-10_4928	127	Eur-3123_126_territorial-9_3985	126	1	badger	territorial	50.0
adaptation	Bad-5841_51_badgers-8	Bad-5841_50_nocturnal-3	Bad-5841_51_badgers-8_4928	51	Bad-5841_50_nocturnal-3_3967	50	1	badger	nocturnal	50.0
adaptation	Eur-3123_135_badgers-3	Eur-3123_134_nocturnal-5	Eur-3123_135_badgers-3_4928	135	Eur-3123_134_nocturnal-5_3967	134	1	badger	nocturnal	50.0
adaptation	Eur-3123_120_badger-2	Eur-3123_121_territorial-7	Eur-3123_120_badger-2_4928	120	Eur-3123_121_territorial-7_3985	121	1	badger	territorial	50.0
adaptation	Bad-5841_49_badger-12	Bad-5841_50_nocturnal-3	Bad-5841_49_badger-12_4928	49	Bad-5841_50_nocturnal-3_3967	50	1	badger	nocturnal	50.0
adaptation	Ann-6efb_199_badgers-23	Ann-6efb_198_burrowers-2	Ann-6efb_199_badgers-23_4928	199	Ann-6efb_198_burrowers-2_3956	198	1	badger	burrower	50.0
adaptation	Eur-3123_122_badgers-2	Eur-3123_121_territorial-7	Eur-3123_122_badgers-2_4928	122	Eur-3123_121_territorial-7_3985	121	1	badger	territorial	50.0
adaptation	Eur-3123_165_badgers-15	Eur-3123_164_territorial-17	Eur-3123_165_badgers-15_4928	165	Eur-3123_164_territorial-17_3985	164	1	badger	territorial	50.0
adaptation	Eur-3123_163_badgers-15	Eur-3123_164_territorial-17	Eur-3123_163_badgers-15_4928	163	Eur-3123_164_territorial-17_3985	164	1	badger	territorial	50.0
adaptation	Nomef04_20_badgers-18	Nomef04_19_territorial-17	Nomef04_20_badgers-18_4928	20	Nomef04_19_territorial-17_3985	19	1	badger	territorial	50.0
adaptation	Dom-6f87_315_badgers-3	Dom-6f87_316_territorial-8	Dom-6f87_315_badgers-3_4928	315	Dom-6f87_316_territorial-8_3985	316	1	badger	territorial	50.0
adaptation	Coy-1bf1_218_badgers-10	Coy-1bf1_217_nocturnal-12	Coy-1bf1_218_badgers-10_4928	218	Coy-1bf1_217_nocturnal-12_3967	217	1	badger	nocturnal	50.0
adaptation	Eur-3123_122_badgers-8	Eur-3123_121_territorial-7	Eur-3123_122_badgers-8_4928	122	Eur-3123_121_territorial-7_3985	121	1	badger	territorial	50.0
adaptation	Eur-3123_124_badger-5	Eur-3123_127_hierarchical-2	Eur-3123_124_badger-5_4928	124	Eur-3123_127_hierarchical-2_3782	127	3	badger	hierarchical	25.0
adaptation	Bad-5841_53_Badger-1	Bad-5841_50_nocturnal-3	Bad-5841_53_Badger-1_2180	53	Bad-5841_50_nocturnal-3_3967	50	3	Badger	nocturnal	25.0
adaptation	Eur-3123_122_badgers-8	Eur-3123_127_hierarchical-2	Eur-3123_122_badgers-8_4928	122	Eur-3123_127_hierarchical-2_4	127	5	badger	Hierarchical	16.667
adaptation	Eur-3123_122_badgers-2	Eur-3123_127_hierarchical-2	Eur-3123_122_badgers-2_4928	122	Eur-3123_127_hierarchical-2_3782	127	5	badger	hierarchical	16.667
adaptation	Fos-19c4_3_badgers-6	Fos-19c4_9_burrowers-4	Fos-19c4_3_badgers-6_4928	3	Fos-19c4_9_burrowers-4_3956	9	6	badger	burrower	14.286
adaptation	Eur-3123_120_badger-2	Eur-3123_127_hierarchical-2	Eur-3123_120_badger-2_4928	120	Eur-3123_127_hierarchical-2_4	127	7	badger	Hierarchical	12.5
adaptation	Bad-5841_43_Badger-1	Bad-5841_50_nocturnal-3	Bad-5841_43_Badger-1_2180	43	Bad-5841_50_nocturnal-3_3967	50	7	Badger	nocturnal	12.5
adaptation	Eur-3123_135_badgers-3	Eur-3123_127_hierarchical-2	Eur-3123_135_badgers-3_4928	135	Eur-3123_127_hierarchical-2_4	127	8	badger	Hierarchical	11.111
adaptation	Eur-3123_118_badger-2	Eur-3123_127_hierarchical-2	Eur-3123_118_badger-2_4928	118	Eur-3123_127_hierarchical-2_4	127	9	badger	Hierarchical	10.0
adaptation	Syn-38d5_143_badger-17	Syn-38d5_155_viviparous-4	Syn-38d5_143_badger-17_4928	143	Syn-38d5_155_viviparous-4_3795	155	12	badger	viviparous	7.692
adaptation	Tas-3df1_130_Badger-3	Tas-3df1_148_nocturnal-4	Tas-3df1_130_Badger-3_2180	130	Tas-3df1_148_nocturnal-4_3967	148	18	Badger	nocturnal	5.263
adaptation	Tas-3df1_129_Badger-6	Tas-3df1_148_nocturnal-4	Tas-3df1_129_Badger-6_2180	129	Tas-3df1_148_nocturnal-4_3967	148	19	Badger	nocturnal	5.0
adaptation	Mam-3742_290_badger-45	Mam-3742_312_viviparous-5	Mam-3742_290_badger-45_4928	290	Mam-3742_312_viviparous-5_3795	312	22	badger	viviparous	4.348
adaptation	Mam-3742_290_badger-45	Mam-3742_318_viviparous-7	Mam-3742_290_badger-45_4928	290	Mam-3742_318_viviparous-7_3795	318	28	badger	viviparous	3.448
adaptation	Tas-3df1_130_Badger-3	Tas-3df1_158_social-8	Tas-3df1_130_Badger-3_2180	130	Tas-3df1_158_social-8_3788	158	28	Badger	social	3.448
adaptation	Tas-3df1_129_Badger-6	Tas-3df1_158_social-8	Tas-3df1_129_Badger-6_2180	129	Tas-3df1_158_social-8_3788	158	29	Badger	social	3.333
adaptation	Tas-3df1_129_Badger-6	Tas-3df1_97_social-13	Tas-3df1_129_Badger-6_2180	129	Tas-3df1_97_social-13_3788	97	32	Badger	social	3.03
adaptation	Tas-3df1_130_Badger-3	Tas-3df1_97_social-13	Tas-3df1_130_Badger-3_2180	130	Tas-3df1_97_social-13_3788	97	33	Badger	social	2.941
adaptation	Tas-3df1_130_Badger-3	Tas-3df1_163_social-13	Tas-3df1_130_Badger-3_2180	130	Tas-3df1_163_social-13_3788	163	33	Badger	social	2.941
adaptation	Tas-3df1_130_Badger-3	Tas-3df1_164_territorial-13	Tas-3df1_130_Badger-3_2180	130	Tas-3df1_164_territorial-13_3985	164	34	Badger	territorial	2.857
adaptation	Tas-3df1_129_Badger-6	Tas-3df1_163_social-13	Tas-3df1_129_Badger-6_2180	129	Tas-3df1_163_social-13_3788	163	34	Badger	social	2.857
adaptation	Tas-3df1_129_Badger-6	Tas-3df1_164_territorial-13	Tas-3df1_129_Badger-6_2180	129	Tas-3df1_164_territorial-13_3985	164	35	Badger	territorial	2.778
adaptation	Tas-3df1_130_Badger-3	Tas-3df1_165_territorial-15	Tas-3df1_130_Badger-3_2180	130	Tas-3df1_165_territorial-15_3985	165	35	Badger	territorial	2.778
adaptation	Tas-3df1_129_Badger-6	Tas-3df1_165_territorial-15	Tas-3df1_129_Badger-6_2180	129	Tas-3df1_165_territorial-15_3985	165	36	Badger	territorial	2.703
adaptation	Bur-08d7_61_badger-9	Bur-08d7_19_burrowers-14	Bur-08d7_61_badger-9_4928	61	Bur-08d7_19_burrowers-14_3956	19	42	badger	burrower	2.326
adaptation	Bur-08d7_61_badger-9	Bur-08d7_13_burrowers-14	Bur-08d7_61_badger-9_4928	61	Bur-08d7_13_burrowers-14_3956	13	48	badger	burrower	2.041
adaptation	Ann-6efb_199_badgers-23	Ann-6efb_143_burrowers-8	Ann-6efb_199_badgers-23_4928	199	Ann-6efb_143_burrowers-8_3956	143	56	badger	burrower	1.754
adaptation	Tas-3df1_130_Badger-3	Tas-3df1_189_nocturnal-27	Tas-3df1_130_Badger-3_2180	130	Tas-3df1_189_nocturnal-27_3967	189	59	Badger	nocturnal	1.667
adaptation	Tas-3df1_129_Badger-6	Tas-3df1_189_nocturnal-27	Tas-3df1_129_Badger-6_2180	129	Tas-3df1_189_nocturnal-27_3967	189	60	Badger	nocturnal	1.639
adaptation	Bur-d18a_71_badgers-18	Bur-d18a_10_burrower-11	Bur-d18a_71_badgers-18_4928	71	Bur-d18a_10_burrower-11_3956	10	61	badger	burrower	1.613
adaptation	Ann-6efb_199_badgers-23	Ann-6efb_125_burrowers-55	Ann-6efb_199_badgers-23_4928	199	Ann-6efb_125_burrowers-55_3956	125	74	badger	burrower	1.333
