relation	btoken	rtoken	btag	bloc	rtag	rloc	rdist	bterm	rterm	tagscore
location	Sho-489b_126_catfish-4	Sho-489b_126_wetlands-9	Sho-489b_126_catfish-4_1849	126	Sho-489b_126_wetlands-9_4542	126	0	Catfish	wetlands	100.0
location	Atl-f357_30_salmon-3	Atl-f357_30_estuary-12	Atl-f357_30_salmon-3_1590	30	Atl-f357_30_estuary-12_4517	30	0	Atlantic salmon	estuaries	100.0
location	Gob6890_1_goby-11	Gob6890_1_reef-4	Gob6890_1_goby-11_5016	1	Gob6890_1_reef-4_4532	1	0	gobies	reefs	100.0
location	Fro-21e4_35_frogfish-3	Fro-21e4_35_waters-9	Fro-21e4_35_frogfish-3_4993	35	Fro-21e4_35_waters-9_4512	35	0	frogfish	brackish water	100.0
location	Fro-21e4_35_frogfish-3	Fro-21e4_35_water-16	Fro-21e4_35_frogfish-3_4993	35	Fro-21e4_35_water-16_4512	35	0	frogfish	brackish water	100.0
location	Gob-6481_106_goby-28	Gob-6481_106_reef-18	Gob-6481_106_goby-28_5016	106	Gob-6481_106_reef-18_4532	106	0	gobies	reefs	100.0
location	Bro-dfd8_126_trout-14	Bro-dfd8_126_rivers-17	Bro-dfd8_126_trout-14_4741	126	Bro-dfd8_126_rivers-17_4533	126	0	brown trout	rivers and streams	100.0
location	Sho-489b_125_catfish-6	Sho-489b_126_wetlands-9	Sho-489b_125_catfish-6_4761	125	Sho-489b_126_wetlands-9_4542	126	1	catfish	wetlands	50.0
location	Atl-f357_31_salmon-20	Atl-f357_30_estuary-12	Atl-f357_31_salmon-20_1590	31	Atl-f357_30_estuary-12_4517	30	1	Atlantic salmon	estuaries	50.0
location	Atl-f357_89_salmon-11	Atl-f357_88_estuary-12	Atl-f357_89_salmon-11_1590	89	Atl-f357_88_estuary-12_4517	88	1	Atlantic salmon	estuaries	50.0
location	Wet-a585_292_catfish-10	Wet-a585_293_wetlands-17	Wet-a585_292_catfish-10_1849	292	Wet-a585_293_wetlands-17_4542	293	1	Catfish	wetlands	50.0
location	Atl-f357_89_salmon-3	Atl-f357_88_estuary-12	Atl-f357_89_salmon-3_1590	89	Atl-f357_88_estuary-12_4517	88	1	Atlantic salmon	estuaries	50.0
location	Gob-6481_19_Gobiidae-1	Gob-6481_18_reefs-3	Gob-6481_19_Gobiidae-1_2376	19	Gob-6481_18_reefs-3_4532	18	1	Gobiidae	reefs	43.5
location	Com-264e_34_seadragons-15	Com-264e_35_reefs-15	Com-264e_34_seadragons-15_3066	34	Com-264e_35_reefs-15_4532	35	1	Common seadragon	reefs	41.5
location	Bra-fdd7_38_fish-12	Bra-fdd7_37_estuaries-10	Bra-fdd7_38_fish-12_5324	38	Bra-fdd7_37_estuaries-10_4517	37	1	perch-like fishes	estuaries	37.5
location	Bra-fdd7_38_fish-12	Bra-fdd7_39_estuaries-2	Bra-fdd7_38_fish-12_5324	38	Bra-fdd7_39_estuaries-2_4517	39	1	perch-like fishes	estuaries	37.5
location	Bra-fdd7_38_fish-27	Bra-fdd7_39_estuaries-2	Bra-fdd7_38_fish-27_5324	38	Bra-fdd7_39_estuaries-2_4517	39	1	perch-like fishes	estuaries	37.5
location	Bra-fdd7_38_fish-27	Bra-fdd7_37_estuaries-10	Bra-fdd7_38_fish-27_5324	38	Bra-fdd7_37_estuaries-10_4517	37	1	perch-like fishes	estuaries	37.5
location	Bra-fdd7_38_fish-22	Bra-fdd7_37_estuaries-10	Bra-fdd7_38_fish-22_5324	38	Bra-fdd7_37_estuaries-10_4517	37	1	perch-like fishes	estuaries	37.5
location	Bra-fdd7_38_fish-22	Bra-fdd7_39_estuaries-2	Bra-fdd7_38_fish-22_5324	38	Bra-fdd7_39_estuaries-2_4517	39	1	perch-like fishes	estuaries	37.5
location	Gob-6481_36_goby-23	Gob-6481_34_mangrove-40	Gob-6481_36_goby-23_5016	36	Gob-6481_34_mangrove-40_4524	34	2	gobies	mangroves	33.333
location	Gob-6481_36_goby-5	Gob-6481_34_mangrove-40	Gob-6481_36_goby-5_5016	36	Gob-6481_34_mangrove-40_4524	34	2	gobies	mangroves	33.333
location	Fro-21e4_35_frogfish-3	Fro-21e4_33_reefs-12	Fro-21e4_35_frogfish-3_4993	35	Fro-21e4_33_reefs-12_4532	33	2	frogfish	reefs	33.333
location	Gia-ae2f_20_catfish-16	Gia-ae2f_18_rivers-5	Gia-ae2f_20_catfish-16_1849	20	Gia-ae2f_18_rivers-5_4533	18	2	Catfish	rivers and streams	33.333
location	Gob-6481_16_Gobies-1	Gob-6481_18_reefs-3	Gob-6481_16_Gobies-1_2375	16	Gob-6481_18_reefs-3_4532	18	2	Gobies	reefs	33.333
location	Gob-6481_48_gobies-13	Gob-6481_46_waters-14	Gob-6481_48_gobies-13_5016	48	Gob-6481_46_waters-14_4512	46	2	gobies	brackish water	33.333
location	Gob-6481_36_goby-13	Gob-6481_34_mangrove-40	Gob-6481_36_goby-13_5016	36	Gob-6481_34_mangrove-40_4524	34	2	gobies	mangroves	33.333
location	Wet-a585_291_characid-12	Wet-a585_293_wetlands-17	Wet-a585_291_characid-12_4064	291	Wet-a585_293_wetlands-17_4542	293	2	characids	wetlands	33.333
location	Bro-dfd8_124_trout-21	Bro-dfd8_126_rivers-17	Bro-dfd8_124_trout-21_4741	124	Bro-dfd8_126_rivers-17_4533	126	2	brown trout	rivers and streams	33.333
location	Bro-dfd8_124_trout-17	Bro-dfd8_126_rivers-17	Bro-dfd8_124_trout-17_4741	124	Bro-dfd8_126_rivers-17_4533	126	2	brown trout	rivers and streams	33.333
location	Atl-12cc_24_sailfish-2	Atl-12cc_22_ocean-11	Atl-12cc_24_sailfish-2_1586	24	Atl-12cc_22_ocean-11_4530	22	2	Atlantic sailfish	open ocean	33.333
location	Atl-12cc_20_sailfish-3	Atl-12cc_22_ocean-11	Atl-12cc_20_sailfish-3_1586	20	Atl-12cc_22_ocean-11_4530	22	2	Atlantic sailfish	open ocean	33.333
location	Bro-dfd8_124_trout-14	Bro-dfd8_126_rivers-17	Bro-dfd8_124_trout-14_4741	124	Bro-dfd8_126_rivers-17_4533	126	2	brown trout	rivers and streams	33.333
location	Bro-dfd8_6_trout-8	Bro-dfd8_7_rivers-23	Bro-dfd8_6_trout-8_4741	6	Bro-dfd8_7_rivers-23_4533	7	1	brown trout	rivers and streams	33.0
location	Com-264e_37_seadragon-2	Com-264e_35_reefs-15	Com-264e_37_seadragon-2_3066	37	Com-264e_35_reefs-15_4532	35	2	Common seadragon	reefs	27.667
location	Com-264e_33_seadragon-4	Com-264e_35_reefs-15	Com-264e_33_seadragon-4_3066	33	Com-264e_35_reefs-15_4532	35	2	Common seadragon	reefs	27.667
location	Bil-e183_52_billfish-2	Bil-e183_50_ocean-19	Bil-e183_52_billfish-2_4636	52	Bil-e183_50_ocean-19_4530	50	2	billfish	open ocean	27.667
location	Gia-ae2f_20_characins-14	Gia-ae2f_18_rivers-5	Gia-ae2f_20_characins-14_4065	20	Gia-ae2f_18_rivers-5_4533	18	2	characins	rivers and streams	27.667
location	Sald767_5_family-16	Sald767_8_ocean-6	Sald767_5_family-16_789	5	Sald767_8_ocean-6_4530	8	3	Salmon family	open ocean	25.0
location	Gob-6481_103_gobies-2	Gob-6481_106_reef-18	Gob-6481_103_gobies-2_5016	103	Gob-6481_106_reef-18_4532	106	3	gobies	reefs	25.0
location	Atl-12cc_19_sailfish-2	Atl-12cc_22_ocean-11	Atl-12cc_19_sailfish-2_1586	19	Atl-12cc_22_ocean-11_4530	22	3	Atlantic sailfish	open ocean	25.0
location	Atl-f357_27_Salmo-11	Atl-f357_30_estuary-12	Atl-f357_27_Salmo-11_1260	27	Atl-f357_30_estuary-12_4517	30	3	Salmo	estuaries	25.0
location	Gob-6481_37_gobies-2	Gob-6481_34_mangrove-40	Gob-6481_37_gobies-2_5016	37	Gob-6481_34_mangrove-40_4524	34	3	gobies	mangroves	25.0
