relation	btoken	rtoken	btag	bloc	rtag	rloc	rdist	bterm	rterm	tagscore
location	Req-2240_3_shark-33	Req-2240_3_reef-42	Req-2240_3_shark-33_5166	3	Req-2240_3_reef-42_4532	3	0	lemon shark	reefs	100.0
location	Gia-6202_26_ray-4	Gia-6202_26_reef-2	Gia-6202_26_ray-4_5211	26	Gia-6202_26_reef-2_4532	26	0	manta ray	reefs	100.0
location	Sha-8b9d_328_sharks-27	Sha-8b9d_328_ocean-61	Sha-8b9d_328_sharks-27_5464	328	Sha-8b9d_328_ocean-61_1354	328	0	sharks	Deep ocean	100.0
location	Sha-8b9d_328_sharks-9	Sha-8b9d_328_ocean-61	Sha-8b9d_328_sharks-9_5464	328	Sha-8b9d_328_ocean-61_1354	328	0	sharks	Deep ocean	100.0
location	Sha-8b9d_328_sharks-21	Sha-8b9d_328_ocean-61	Sha-8b9d_328_sharks-21_5464	328	Sha-8b9d_328_ocean-61_1354	328	0	sharks	Deep ocean	100.0
location	Com-6f4d_101_shark-12	Com-6f4d_101_ocean-7	Com-6f4d_101_shark-12_5464	101	Com-6f4d_101_ocean-7_1354	101	0	sharks	Deep ocean	100.0
location	Req-2240_3_shark-30	Req-2240_3_reef-42	Req-2240_3_shark-30_5166	3	Req-2240_3_reef-42_4532	3	0	lemon shark	reefs	100.0
location	Req-2240_3_shark-63	Req-2240_3_reef-42	Req-2240_3_shark-63_5166	3	Req-2240_3_reef-42_4532	3	0	lemon shark	reefs	100.0
location	Req-2240_3_shark-63	Req-2240_3_reef-46	Req-2240_3_shark-63_5166	3	Req-2240_3_reef-46_4532	3	0	lemon shark	reefs	100.0
location	Sha-8b9d_328_sharks-2	Sha-8b9d_328_ocean-61	Sha-8b9d_328_sharks-2_5464	328	Sha-8b9d_328_ocean-61_1354	328	0	sharks	Deep ocean	100.0
location	Sha-8b9d_328_sharks-40	Sha-8b9d_328_ocean-61	Sha-8b9d_328_sharks-40_5464	328	Sha-8b9d_328_ocean-61_1354	328	0	sharks	Deep ocean	100.0
location	Sha-8b9d_328_sharks-5	Sha-8b9d_328_ocean-61	Sha-8b9d_328_sharks-5_5464	328	Sha-8b9d_328_ocean-61_1354	328	0	sharks	Deep ocean	100.0
location	Wha-290e_33_shark-33	Wha-290e_33_ocean-62	Wha-290e_33_shark-33_5464	33	Wha-290e_33_ocean-62_1354	33	0	sharks	Deep ocean	100.0
location	Req-2240_33_sharks-14	Req-2240_33_reef-13	Req-2240_33_sharks-14_5166	33	Req-2240_33_reef-13_4532	33	0	lemon shark	reefs	100.0
location	Gia-6202_23_ray-11	Gia-6202_23_reef-9	Gia-6202_23_ray-11_5211	23	Gia-6202_23_reef-9_4532	23	0	manta ray	reefs	100.0
